match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_wonTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_outfielderBlock,stat_clearanceOffLine,stat_penaltyConceded,stat_hitWoodwork
14065174,home,FC Bayern München,Manuel Neuer,manuel-neuer,M. Neuer,G,1,193,36498,M,MNeuer,8959,EUR,512265600,G,1,1,False,True,31.0,29.0,6.0,4.0,0.0,22.0,22.0,7.0,9.0,9.0,2.0,2.0,2.0,90.0,43.0,6.4,2.0,0.00362376,43.621430915652,8.0,22.47,7.035,0,-0.5049,0.15,0.01,-0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,josip_stanisic,927407,EUR,954633600,D,44,44,False,,99.0,94.0,2.0,2.0,0.0,32.0,33.0,62.0,66.0,8.0,,,,90.0,120.0,6.9,9.0,0.202885,305.06103357225,39.0,201.6,32.55,1,,0.46,0.26,-0.31,,,2.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0278,1.0,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Min-jae Kim,min-jae-kim,M. Kim,D,3,190,15013,M,kiminjae3,896569,EUR,848016000,D,3,3,False,,118.0,109.0,2.0,1.0,0.0,48.0,50.0,61.0,68.0,2.0,,,,73.0,125.0,6.8,9.0,0.0299973,392.88879252051,53.0,131.67,16.695,0,,0.2,0.18,-0.32,,,,1.0,6.0,1.0,6.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Hiroki Itō,hiroki-ito,H. Itō,D,21,188,6725,M,hiroki_ito38,873106,EUR,926467200,D,21,21,False,,102.0,97.0,2.0,,0.0,48.0,49.0,49.0,53.0,1.0,,,,61.0,113.0,6.7,7.0,0.0411194,293.52090305873,41.0,79.065,19.32,0,,0.21,0.16,-0.17,,,,1.0,2.0,3.0,3.0,,5.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,,1129935,EUR,1119916800,D,20,20,False,,57.0,54.0,3.0,2.0,0.0,18.0,20.0,36.0,37.0,1.0,,,,61.0,65.0,6.2,5.0,0.0718578,148.87135835467,21.0,40.11,16.8,1,,-0.08,0.04,-0.18,,,,,1.0,3.0,1.0,,,,,,0.033,,-0.05,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Joshua Kimmich,joshua-kimmich,J. Kimmich,M,6,176,42486,M,Jok_32,259117,EUR,792201600,M,6,6,False,,172.0,156.0,12.0,7.0,0.0,43.0,45.0,113.0,127.0,5.0,,,,90.0,185.0,7.9,20.0,0.64649,649.99847489877,83.0,255.045,33.18,1,,0.8,0.32,-0.05,,,6.0,2.0,,3.0,2.0,,,,2.0,,0.1422,3.0,-0.39,,,,,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Leon Goretzka,leon-goretzka,L. Goretzka,M,8,189,12148,M,leon_goretzka,184661,EUR,792028800,M,8,8,False,,67.0,62.0,2.0,2.0,0.0,27.0,28.0,35.0,39.0,2.0,,,,61.0,73.0,6.5,5.0,0.0299587,217.77002298923,25.0,111.825,13.02,1,,-0.1,0.13,-0.03,,,,4.0,,4.0,2.0,,,,1.0,,0.0785,1.0,0.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Michael Olise,michael-olise,M. Olise,M,17,184,79532,M,MOlise,978838,EUR,1008115200,M,17,17,False,,83.0,73.0,,,0.0,7.0,7.0,66.0,76.0,2.0,,,,90.0,111.0,8.1,23.0,0.852366,529.99647666813,53.0,216.93,43.05,1,,0.82,0.56,-0.17,,,11.0,,2.0,5.0,8.0,,,,,2.0,0.0306,5.0,-0.11,1.0,3.0,2.0,,5.0,,2.0,2.0,,3.0,1.0,0.6782,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Lennart Karl,lennart-karl,L. Karl,M,42,168,44372,M,,1861975,EUR,1203638400,M,42,42,False,,50.0,45.0,2.0,1.0,0.0,13.0,13.0,32.0,37.0,1.0,,,,90.0,65.0,7.3,13.0,0.382104,108.87456027445,16.0,36.12,13.65,2,,0.3,0.26,-0.1,Lennart Karl,,4.0,1.0,1.0,3.0,3.0,,,,1.0,4.0,0.9634,2.0,0.31,,1.0,1.0,,1.0,,2.0,2.0,1.0,,2.0,0.7409,1.0,2.0,,,,,,,,,,,,
14065174,home,FC Bayern München,Serge Gnabry,serge-gnabry,S. Gnabry,M,7,176,19183,M,sergegnabry,187433,EUR,805680000,M,7,7,False,,74.0,68.0,4.0,3.0,1.0,22.0,22.0,46.0,52.0,4.0,,,,90.0,99.0,8.0,13.0,0.90569,230.84730247695,26.0,47.25,21.84,7,,0.76,0.48,-0.1,,,1.0,,,7.0,4.0,2.0,,,1.0,,0.9972,2.0,-0.04,,,1.0,2.0,7.0,2.0,1.0,1.0,1.0,3.0,3.0,0.4602,,2.0,2.0,,,,,,,,,,,
14065174,home,FC Bayern München,Harry Kane,harry-kane,H. Kane,F,9,188,299741,M,HurriKane,108579,EUR,743817600,F,9,9,False,,17.0,10.0,4.0,1.0,0.0,6.0,6.0,4.0,11.0,2.0,,,,90.0,36.0,7.2,12.0,0.0202855,25.856112096812,4.0,-1.47,4.935,8,,-0.24,0.4,-0.06,,,,2.0,3.0,3.0,6.0,2.0,,,,3.0,2.2579,1.0,0.04,1.0,2.0,,,1.0,1.0,,,,1.0,5.0,1.575,1.0,2.0,4.0,1.0,,,,,,,,,,
14065174,home,FC Bayern München,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,KonradLaimer,355492,EUR,864691200,M,27,27,True,,28.0,25.0,,,0.0,3.0,4.0,22.0,24.0,2.0,,,,29.0,40.0,6.1,6.0,0.0260873,40.950548823308,9.0,7.035,5.67,0,,-0.17,-0.59,-0.05,,,1.0,2.0,1.0,5.0,2.0,,,,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Alphonso Davies,alphonso-davies,A. Davies,D,19,185,29613,M,ADavies19,843665,EUR,973123200,D,19,19,True,,26.0,20.0,1.0,1.0,0.0,4.0,4.0,16.0,22.0,3.0,,,,29.0,37.0,6.1,11.0,0.0187628,146.82741523918,14.0,90.3,34.755,0,,-0.16,-0.11,-0.17,,,,,1.0,4.0,2.0,,1.0,,,1.0,,,,,,,1.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Aleksandar Pavlović,aleksandar-pavlovic,A. Pavlović,M,45,186,10825,M,alekspavlovic_,1142251,EUR,1083542400,M,45,45,True,,43.0,39.0,5.0,4.0,0.0,2.0,2.0,37.0,41.0,,,,,29.0,44.0,6.9,4.0,0.0534251,211.44179101513,21.0,83.055,26.25,0,,0.29,0.16,-0.06,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89456,M,NJackson11,1085381,EUR,992995200,F,11,11,True,,4.0,4.0,,,0.0,,,4.0,4.0,,,,,17.0,7.0,6.4,1.0,0.0170343,3.1468009152153,1.0,1.89,1.89,2,,0.03,0.15,0.13,Nicolas Jackson,,,,1.0,1.0,1.0,2.0,,,,,0.1194,1.0,-0.57,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
14065174,home,FC Bayern München,Jonas Urbig,jonas-urbig,J. Urbig,G,40,189,4842,M,,1130647,EUR,1060300800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Jonas Urbig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,jonatah,227672,EUR,823996800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Dayot Upamecano,dayot-upamecano,D. Upamecano,D,2,185,14152,M,Upamecano,798583,EUR,909446400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,home,FC Bayern München,Cassiano Kiala,cassiano-kiala,C. Kiala,D,30,186,1230,M,,1994978,EUR,1231632000,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Cassiano Kiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Daniel Batz,daniel-batz,D. Batz,G,33,189,138,M,,94312,EUR,663638400,G,33,33,False,,37.0,16.0,34.0,13.0,0.0,3.0,3.0,13.0,34.0,13.0,1.0,,,90.0,48.0,7.9,22.0,0.00540174,46.001244045327,6.0,-11.13,4.83,0,1.4542,0.25,0.01,-0.14,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,7.0,1.0,8.0,1.0,0.6553,0.51,,,,
14065174,away,1. FSV Mainz 05,Sota Kawasaki,sota-kawasaki,S. Kawasaki,M,24,171,441,M,,1028306,EUR,996451200,D,24,24,False,,8.0,4.0,3.0,2.0,0.0,1.0,2.0,3.0,6.0,2.0,,,,62.0,23.0,7.0,7.0,0.00151672,31.944493525614,3.0,-29.295,-7.77,0,,-0.01,0.05,0.22,,,1.0,,,2.0,6.0,,2.0,,5.0,1.0,,,,,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,1.0,,,
14065174,away,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,,97926,EUR,742521600,D,21,21,False,,10.0,8.0,1.0,1.0,0.0,5.0,5.0,3.0,5.0,,,,,90.0,22.0,6.4,3.0,0.00057916,24.5699115944,5.0,-3.5527136788005e-14,4.515,0,,0.01,0.01,-0.07,,,,,1.0,2.0,1.0,,10.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,
14065174,away,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,,106662,EUR,682992000,D,16,16,False,True,14.0,10.0,5.0,2.0,1.0,6.0,7.0,4.0,7.0,2.0,,,,90.0,27.0,6.6,4.0,0.228085,44.488599346341,4.0,-22.995,2.415,0,,0.23,0.05,-0.1,,,,3.0,,3.0,2.0,,8.0,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Kacper Potulski,kacper-potulski,K. Potulski,D,48,195,1268,M,,1548910,EUR,1192752000,D,48,48,False,,14.0,11.0,1.0,,0.0,10.0,12.0,1.0,2.0,1.0,,,,90.0,36.0,7.7,3.0,0.00024096,14.072705202927,2.0,12.285,8.085,1,,-0.01,-0.01,-0.21,Kacper Potulski,,,1.0,1.0,2.0,2.0,,11.0,2.0,1.0,,0.292,,0.51,,,1.0,,,,,,1.0,,1.0,0.755,1.0,,,,,,,,,,2.0,1.0,1.0,
14065174,away,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,,1138150,EUR,1043366400,D,22,22,False,,16.0,6.0,5.0,1.0,0.0,2.0,6.0,4.0,10.0,1.0,,,,90.0,37.0,6.1,13.0,0.0304161,28.964057782309,3.0,-9.345,3.045,0,,-0.12,0.19,-0.2,Nikolas Veratschnig,,1.0,3.0,,7.0,4.0,,4.0,4.0,2.0,,,,,1.0,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
14065174,away,1. FSV Mainz 05,William Bøving,william-boving,W. Bøving,M,14,176,768,M,,1021075,EUR,1046476800,M,14,14,False,,12.0,10.0,2.0,2.0,1.0,4.0,6.0,6.0,6.0,4.0,,,,90.0,33.0,7.5,5.0,0.28052,63.254271563804,7.0,-39.9,4.515,0,,0.44,0.27,0.2,,,2.0,2.0,,4.0,5.0,,6.0,1.0,4.0,3.0,,2.0,,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,
