match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_challengeLost,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_wonTackle,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_outfielderBlock,stat_clearanceOffLine,stat_penaltyConceded,stat_hitWoodwork
14065174,away,1. FSV Mainz 05,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,,893962,EUR,939340800,M,15,15,False,,10.0,5.0,2.0,,0.0,,,5.0,10.0,2.0,,,,90.0,18.0,6.5,5.0,0.00063203,,,,,2,,0.01,,-0.12,,,,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,,0.0779,,-0.26,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,,1028307,EUR,978134400,M,6,6,False,,16.0,12.0,4.0,2.0,0.0,5.0,7.0,7.0,9.0,5.0,,,,90.0,21.0,6.7,5.0,0.00382424,13.693236215505,2.0,-6.195,-0.42,0,,0.07,0.02,-0.08,,,,,2.0,1.0,3.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,,537552,EUR,713404800,M,7,7,False,,12.0,7.0,1.0,1.0,0.0,1.0,2.0,6.0,10.0,,,,,90.0,31.0,7.3,6.0,0.00333178,,,,,1,,-0.08,,-0.17,,,,5.0,3.0,8.0,5.0,,3.0,3.0,1.0,,0.175,,0.51,3.0,1.0,,,,,,,1.0,,1.0,0.74,1.0,,,,,,,,,,,,,1.0
14065174,away,1. FSV Mainz 05,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,,975800,EUR,990057600,F,17,17,False,,15.0,8.0,1.0,,0.0,5.0,5.0,3.0,10.0,1.0,,,,78.0,30.0,6.4,16.0,0.00200718,63.837539011051,5.0,-51.555,1.05,0,,-0.2,0.16,0.13,,,1.0,6.0,4.0,9.0,7.0,,,,1.0,5.0,,,,,1.0,,2.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,380,M,,848458,EUR,900633600,F,9,9,True,,6.0,4.0,,,0.0,2.0,2.0,2.0,4.0,2.0,,,,28.0,16.0,6.6,2.0,0.00061153,42.462922224712,4.0,-28.56,-4.305,1,,-0.21,0.17,0.19,,,,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,0.0573,,-0.27,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Nelson Weiper,nelson-weiper,N. Weiper,F,44,192,1136,M,,1152505,EUR,1111017600,F,44,44,True,,7.0,3.0,,,0.0,2.0,3.0,1.0,4.0,1.0,,,,12.0,13.0,6.6,7.0,0.00077679,34.360042333462,2.0,-22.995,-9.87,0,,-0.07,0.0,0.14,Nelson Weiper,,,,2.0,2.0,3.0,,,1.0,,1.0,,1.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,,794294,EUR,853459200,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Konstantin Schopp,schopp-konstantin,K. Schopp,D,27,186,128,M,,1484314,EUR,1135900800,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Konstantin Schopp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Daniel Gleiber,gleiber-daniel,D. Gleiber,M,42,177,50,M,,1535558,EUR,1107216000,M,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Daniel Gleiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Fabio Moreno Fell,fabio-moreno-fell,F. M. Fell,F,36,189,80,M,,1065051,EUR,960076800,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Fabio Moreno Fell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Ben Justus Bobzien,ben-justus-bobzien,B. J. Bobzen,F,20,174,165,M,,1134525,EUR,1051574400,F,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065174,away,1. FSV Mainz 05,Armindo Sieb,armindo-sieb,A. Sieb,F,11,180,600,M,,1005834,EUR,1045440000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
