match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_shotValueNormalized,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_totalCross,stat_accurateCross,stat_totalContest,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_wonContest,stat_totalOffside,stat_challengeLost,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
14035958,home,Standard Liège,Matthieu Epolo,Matthieu Epolo,matthieu-epolo,M. Epolo,G,1,185.0,3162,M,1121943,EUR,1105747200,G,1,1,False,True,23.0,15.0,14.0,7.0,0.0,13.0,16.0,2.0,7.0,1.0,1.0,2.0,17.0,1.0,1.0,2.0,8.0,2.0,2.0,90.0,47.0,8.7,8.0,0.057,0.0020036,28.539439027725,3.0,18.795,13.23,1.0285,1,0.7329,-0.16,0.02,0.01,0.13,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,
14035958,home,Standard Liège,Henry Lawrence,,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,18,18,False,,36.0,23.0,5.0,1.0,0.0,12.0,15.0,11.0,21.0,8.0,,3.0,4.0,2.0,,,,,,90.0,60.0,6.8,15.0,0.0354,0.0113369,136.33318821809,16.0,74.865,11.97,,1,,-0.12,-0.01,0.22,-0.09,,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
14035958,home,Standard Liège,Ibe Hautekiet,,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,,39.0,34.0,5.0,2.0,0.0,28.0,31.0,6.0,8.0,4.0,,6.0,2.0,,,,,,,90.0,51.0,6.8,6.0,0.0612,0.00280619,88.649479952043,11.0,11.13,9.765,,1,,-0.13,0.17,0.04,-0.07,,1.0,4.0,1.0,,1.0,,,1.0,1.0,,1.0,1.0,0.0846,,,,,,,,,,,,,
14035958,home,Standard Liège,Josué Homawoo,,josue-homawoo,J. Homawoo,D,24,191.0,192,M,976070,EUR,879292800,D,24,24,False,,29.0,23.0,7.0,5.0,0.0,18.0,22.0,5.0,7.0,5.0,,6.0,2.0,1.0,,,,,,77.0,45.0,6.6,7.0,,0.00363093,44.687162313586,8.0,27.51,7.77,,0,,,0.1,0.02,-0.24,,,4.0,3.0,,,,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,
14035958,home,Standard Liège,Tobias Mohr,,tobias-mohr,T. Mohr,M,7,183.0,153,M,237048,EUR,809222400,D,7,7,False,,25.0,19.0,8.0,4.0,0.0,8.0,9.0,11.0,16.0,2.0,,2.0,3.0,,,,,,,45.0,48.0,7.4,10.0,,0.157234,70.439333234079,8.0,47.67,25.305,,0,,,0.34,0.03,0.22,,,,1.0,,,2.0,2.0,,,,,,,,3.0,3.0,1.0,2.0,,,,,,,,
14035958,home,Standard Liège,Ibrahim Karamoko,,karamoko-ibrahim,I. Karamoko,M,20,187.0,135,M,966263,EUR,995846400,M,20,20,False,,32.0,24.0,2.0,1.0,0.0,9.0,13.0,15.0,19.0,4.0,,2.0,3.0,1.0,,,,,,90.0,46.0,6.2,11.0,0.2045,0.0261849,82.425875147486,9.0,30.555,16.485,,1,,0.04,0.02,0.11,-0.1,,5.0,3.0,9.0,,1.0,,,,2.0,,1.0,,0.1893,,1.0,,,1.0,2.0,1.0,,,,,,
14035958,home,Standard Liège,Nayel Mehssatou,,nayel-mehssatou,N. Mehssatou,M,8,172.0,534,M,1064174,EUR,1018569600,M,8,8,False,,31.0,24.0,4.0,2.0,0.0,11.0,12.0,13.0,19.0,4.0,,1.0,1.0,3.0,,,,,,83.0,48.0,6.4,14.0,,0.0108324,84.014839987397,12.0,26.25,19.845,,0,,,0.04,-0.11,-0.04,,1.0,,6.0,,,1.0,,1.0,,,,,,,1.0,,3.0,,2.0,,,,,,,
14035958,home,Standard Liège,Adnane Abid,,adnane-abid,A. Abid,M,11,161.0,235,M,1127801,EUR,1061596800,M,11,11,False,,22.0,16.0,2.0,1.0,0.0,2.0,2.0,14.0,20.0,8.0,,2.0,4.0,1.0,,,,,,90.0,49.0,7.0,17.0,0.0182,0.138861,152.1045147184,16.0,73.395,25.515,,1,,-0.08,0.29,0.34,0.17,,,,5.0,,1.0,2.0,2.0,3.0,1.0,,1.0,,0.0106,,1.0,,8.0,1.0,1.0,,5.0,,,,,
14035958,home,Standard Liège,Dennis Eckert Ayensa,,dennis-eckert-ayensa,D. Eckert,F,10,181.0,542,M,812797,EUR,852768000,M,10,10,False,,17.0,8.0,1.0,,0.0,4.0,5.0,4.0,12.0,6.0,2.0,2.0,4.0,,,,,,,57.0,28.0,6.4,13.0,0.2087,0.0195188,9.6839331369026,1.0,0.735,0.735,,2,,-0.52,-0.22,-0.19,0.13,,1.0,4.0,5.0,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,2.0,,1.0,,,,,
14035958,home,Standard Liège,Rafiki Saïd,,rafiki-said,R. Saïd,M,17,178.0,635,M,1047321,EUR,953078400,M,17,17,False,,25.0,16.0,3.0,1.0,0.0,9.0,9.0,7.0,16.0,10.0,1.0,,3.0,2.0,,,,,,90.0,53.0,6.9,21.0,0.0153,0.0113762,160.24492509568,16.0,101.115,32.235,,1,,-0.16,-0.09,0.28,-0.02,,,,6.0,,,4.0,4.0,1.0,,,,,,,5.0,,7.0,,3.0,,4.0,1.0,,,,
14035958,home,Standard Liège,Timothee Nkada,,nkada-timothee,T. Nkada,F,59,177.0,312,M,981053,EUR,932428800,F,59,59,False,,8.0,5.0,1.0,,0.0,,,5.0,8.0,4.0,,1.0,2.0,1.0,,,,,,90.0,17.0,6.2,6.0,0.0395,0.00539653,84.472624178746,7.0,55.86,32.34,,1,,0.01,0.01,0.0,0.15,,11.0,2.0,11.0,1.0,,,,2.0,,,,,,,1.0,,1.0,,,,1.0,3.0,,,,
14035958,home,Standard Liège,Alexandro Calut,,alexandro-calut,A. Calut,D,22,180.0,71,M,1000311,EUR,1050969600,D,22,22,True,,28.0,23.0,7.0,3.0,0.0,11.0,12.0,12.0,16.0,1.0,,3.0,,,,,,,,45.0,44.0,6.5,10.0,,0.0375287,92.003846039056,13.0,56.49,15.015,,0,,,0.12,0.07,-0.2,,1.0,1.0,3.0,,1.0,,,1.0,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,
14035958,home,Standard Liège,Thomas Henry,,thomas-henry,T. Henry,F,9,191.0,448,M,795541,EUR,780019200,F,9,9,True,,10.0,6.0,1.0,,0.0,3.0,4.0,3.0,6.0,6.0,,,2.0,1.0,,,,,,33.0,21.0,6.6,9.0,,0.00078297,3.89226360875,1.0,1.47,1.47,,0,,,-0.02,-0.1,0.14,,,3.0,4.0,,,1.0,1.0,2.0,2.0,,,,,,,,2.0,,1.0,,1.0,1.0,,,,
14035958,home,Standard Liège,Léandre Kuavita,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,14,14,True,,5.0,3.0,1.0,,0.0,1.0,1.0,2.0,4.0,2.0,,,1.0,1.0,,,,,,13.0,8.0,6.6,4.0,,0.00466246,12.809747594532,3.0,9.87,4.515,,0,,,0.0,0.04,0.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
14035958,home,Standard Liège,René Mitongo,René Mitongo Muteba,rene-mitongo-muteba,R. M. Muteba,F,19,187.0,235,M,1931567,EUR,1200614400,F,19,19,True,,,,,,0.0,,,,,,,,,,,,,,,17.0,1.0,6.6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
14035958,home,Standard Liège,Matteo Godfroid,Matteo Godfroid,matteo-godfroid,M. Godfroid,G,45,190.0,43,M,1082355,EUR,1077580800,G,45,45,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035958,home,Standard Liège,Lucas Pirard,,lucas-pirard,L. Pirard,G,21,191.0,81,M,190379,EUR,794793600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035958,home,Standard Liège,Boli Bolingoli,,boli-bolingoli,B. Bolingoli,D,5,180.0,129,M,333301,EUR,804556800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035958,away,Oud-Heverlee Leuven,Tobe Leysen,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,,39.0,20.0,27.0,9.0,0.0,15.0,20.0,5.0,19.0,1.0,,1.0,12.0,,1.0,2.0,3.0,1.0,1.0,90.0,50.0,7.5,19.0,,0.00155218,69.56606074537,9.0,-2.31,5.775,0.272,0,0.2845,,0.14,0.01,0.3,0.29,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
