match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_clearanceOffLine,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_dispossessed,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,stat_totalCross,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,stat_penaltyWon
12624456,home,Al-Fayha,Orlando Mosquera,orlando-mosquera,O. Mosquera,G,52,191.0,495,M,886041,EUR,788313600,G,52,52,False,39.0,22.0,23.0,6.0,0.0,19.0,21.0,3.0,18.0,1.0,1.0,2.0,16.0,1.0,3.0,1.0,4.0,2.0,90.0,56.0,7.4,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624456,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,24.0,20.0,4.0,3.0,0.0,15.0,17.0,5.0,7.0,1.0,2.0,8.0,3.0,,,,,,90.0,45.0,7.3,4.0,0,True,3.0,6.0,1.0,1.0,1.0,1.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,
12624456,home,Al-Fayha,Chris Smalling,chris-smalling,C. Smalling,D,5,192.0,1654,M,47741,EUR,627696000,D,5,5,False,30.0,28.0,1.0,,0.0,28.0,29.0,,1.0,1.0,3.0,14.0,4.0,,,,,,90.0,55.0,8.3,3.0,0,,,,,,,3.0,5.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12624456,home,Al-Fayha,Gabriel Vareta,gabriel-vareta,G. Vareta,D,25,183.0,214,M,1485273,EUR,1116201600,D,23,23,False,33.0,27.0,3.0,1.0,0.0,25.0,28.0,2.0,5.0,3.0,6.0,8.0,1.0,,,,,,90.0,50.0,6.6,7.0,1,,,4.0,2.0,,,1.0,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12624456,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,M,22,22,False,13.0,9.0,1.0,,0.0,4.0,5.0,5.0,8.0,1.0,6.0,2.0,2.0,,,,,,89.0,31.0,6.5,10.0,0,,,8.0,2.0,1.0,,,,2.0,,5.0,4.0,,1.0,,,3.0,,,,,,,,,,,,,
12624456,home,Al-Fayha,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400,M,14,14,False,26.0,14.0,5.0,1.0,0.0,8.0,12.0,6.0,14.0,1.0,5.0,1.0,4.0,,,,,,90.0,45.0,7.5,17.0,1,,,5.0,3.0,1.0,1.0,1.0,7.0,,1.0,3.0,3.0,,2.0,,,2.0,1.0,,,,,,,,,,,,
12624456,home,Al-Fayha,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182.0,2967,M,358890,EUR,835401600,M,20,20,False,58.0,51.0,5.0,1.0,0.0,39.0,42.0,12.0,16.0,1.0,3.0,4.0,4.0,,,,,,90.0,67.0,6.8,7.0,1,,1.0,2.0,1.0,,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
12624456,home,Al-Fayha,Faris Abdi,abdi-faris,A. Faris,D,25,180.0,62,M,983833,EUR,926208000,M,25,25,False,38.0,32.0,1.0,1.0,0.0,24.0,26.0,8.0,12.0,,6.0,3.0,12.0,,,,,,90.0,62.0,6.9,10.0,0,,1.0,9.0,4.0,2.0,2.0,,2.0,3.0,,3.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
12624456,home,Al-Fayha,Alejandro Pozuelo,alejandro-pozuelo,A. Pozuelo,F,10,170.0,264,M,153964,EUR,685238400,F,8,8,False,42.0,36.0,5.0,2.0,1.0,20.0,21.0,16.0,23.0,,5.0,,8.0,,,,,,86.0,60.0,7.2,17.0,1,,,6.0,1.0,3.0,1.0,,1.0,1.0,,2.0,2.0,,3.0,,2.0,2.0,1.0,2.0,Alejandro,Pozuelo,2.0,,,,,,,,
12624456,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,10,10,False,32.0,22.0,1.0,,1.0,11.0,16.0,13.0,19.0,,3.0,,5.0,,,,,,90.0,51.0,6.6,22.0,1,,,8.0,1.0,6.0,1.0,,,1.0,,2.0,1.0,1.0,3.0,,,2.0,,2.0,,,3.0,fashionjr10,2.0,1.0,4.0,,,,
