match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAShot,stat_accurateCross,stat_challengeLost,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12514232,home,Casa Pia,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,7,7,False,28.0,23.0,2.0,1.0,0.0,10.0,12.0,15.0,20.0,4.0,3.0,1.0,,78.0,44.0,6.8,13.0,0.110255,2,,,,1.0,3.0,2.0,,,1.0,1.0,1.0,0.0849,,,,1.0,3.0,,4.0,2.0,1.0,,,,,1.0,,,2.0,,,,,,
12514232,home,Casa Pia,Andrian Kraev,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,True,6.0,4.0,,,0.0,,,4.0,6.0,,,,,18.0,9.0,6.6,2.0,0.00348562,1,,,,,3.0,1.0,1.0,1.0,,,,0.0477,,2.0,,,,,,,,,,,,,,,,1.0,,,,,
12514232,home,Casa Pia,Max Svensson,max-svensson,M. Svensson,F,9,182,45,M,1085569,EUR,1005177600,F,9,9,True,4.0,1.0,1.0,,0.0,,,1.0,4.0,2.0,,,,18.0,9.0,6.6,5.0,0.00017454,1,,,,1.0,5.0,1.0,,,1.0,1.0,2.0,0.0943,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12514232,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,True,,,,,0.0,,,1.0,2.0,,,,,12.0,4.0,6.6,1.0,0.013162,0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,
12514232,home,Casa Pia,Henrique Pereira,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,52,52,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,12.0,2.0,6.4,1.0,0.0932907,0,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
12514232,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,True,,,,,0.0,,,,,1.0,,,,8.0,2.0,6.6,1.0,,0,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12514232,home,Casa Pia,Daniel Azevedo,azevedo-daniel,D. Azevedo,G,22,195,26,M,878493,EUR,887241600,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,home,Casa Pia,Oluwakorede Osundina,oluwakorede-osundina,O. Osundina,M,13,180,112,M,1190517,EUR,1076630400,F,13,13,True,,,,,,,,,,,,,,,,,,,0,,Oluwakorede Osundina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,home,Casa Pia,Cauê,caue,Cauê,F,27,184,177,M,831516,EUR,1037404800,F,88,88,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,João Costa,joao-costa,J. Costa,G,24,185,455,M,788365,EUR,823219200,G,24,24,False,33.0,21.0,26.0,14.0,0.0,12.0,18.0,9.0,15.0,,7.0,,2.0,90.0,40.0,7.3,13.0,0.00270339,0,0.4647,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,
12514232,away,CF Estrela Amadora,Ferro,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,4,4,False,44.0,27.0,19.0,5.0,0.0,21.0,24.0,6.0,22.0,8.0,7.0,,,90.0,62.0,6.9,20.0,0.0193786,1,,,,4.0,2.0,,8.0,,4.0,2.0,,0.009,,,,,,,2.0,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0
12514232,away,CF Estrela Amadora,Issiar Drame,issiar-drame,I. Drame,D,5,196,173,M,857766,EUR,919123200,D,5,5,False,20.0,15.0,2.0,,0.0,12.0,12.0,3.0,8.0,8.0,,1.0,,90.0,33.0,7.0,5.0,0.0014149,1,,,,7.0,5.0,1.0,6.0,1.0,,,1.0,0.0217,,4.0,,2.0,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Rúben Lima,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,37.0,26.0,15.0,9.0,0.0,18.0,20.0,10.0,21.0,3.0,6.0,,,82.0,54.0,6.9,13.0,0.411918,1,,,,2.0,4.0,1.0,4.0,1.0,1.0,,2.0,0.004,True,2.0,,1.0,,,4.0,,,,,,,,,,2.0,,,,,,
12514232,away,CF Estrela Amadora,Diogo Travassos,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,M,2,2,False,18.0,14.0,1.0,,0.0,6.0,8.0,9.0,13.0,7.0,,2.0,,90.0,50.0,6.7,17.0,0.0496453,2,,,,1.0,8.0,,2.0,,1.0,1.0,1.0,0.0412,,,,,3.0,,3.0,7.0,3.0,,2.0,,3.0,2.0,,,1.0,1.0,,,,,
12514232,away,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,3.0,3.0,,,0.0,,,3.0,3.0,2.0,1.0,,,45.0,9.0,6.8,1.0,0.00794688,0,,Manuel Keliano,,,2.0,,1.0,,1.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,
12514232,away,CF Estrela Amadora,Amine Oudrhiri,amine-oudrhiri,A. Oudrhiri,M,95,184,104,M,374560,EUR,720835200,M,12,12,False,19.0,16.0,2.0,2.0,0.0,9.0,9.0,7.0,10.0,2.0,2.0,2.0,,82.0,25.0,6.4,5.0,0.00842424,0,,,,,6.0,,,1.0,,,3.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,
12514232,away,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,M,25,25,False,23.0,16.0,4.0,3.0,0.0,7.0,8.0,9.0,17.0,8.0,3.0,2.0,,90.0,54.0,6.9,17.0,0.0125698,0,,,,6.0,6.0,,4.0,1.0,,,1.0,,,4.0,,,5.0,,2.0,,,,,,,,,,,1.0,,,,,
12514232,away,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,F,26,26,False,20.0,11.0,,,0.0,4.0,5.0,7.0,15.0,4.0,2.0,1.0,,68.0,36.0,7.0,15.0,0.0117174,1,,,,3.0,4.0,,1.0,2.0,,,,0.0112,,4.0,1.0,,3.0,0.0086,,,,,,,2.0,,,,,,,,,,
12514232,away,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,False,8.0,3.0,,,0.0,1.0,1.0,3.0,8.0,7.0,4.0,3.0,,90.0,30.0,6.9,15.0,0.009879,5,,,,3.0,6.0,3.0,1.0,,1.0,1.0,2.0,0.1281,,2.0,1.0,,7.0,0.0128,1.0,3.0,,,1.0,,1.0,,,,1.0,,,,,,
12514232,away,CF Estrela Amadora,Chico Banza,banza-chico,C. Banza,F,32,177,6912,M,929957,EUR,913852800,F,17,17,False,6.0,4.0,,,0.0,,,4.0,7.0,,,,,45.0,13.0,6.2,7.0,0.00272127,0,,,,,7.0,,,,,,2.0,,,1.0,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,
12514232,away,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,True,33.0,26.0,4.0,3.0,0.0,13.0,13.0,13.0,20.0,2.0,6.0,2.0,,45.0,38.0,6.9,7.0,0.0242352,0,,,,,3.0,,,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,
12514232,away,CF Estrela Amadora,Fábio Ronaldo,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,F,7,7,True,19.0,16.0,2.0,1.0,0.0,3.0,3.0,13.0,16.0,3.0,2.0,2.0,,45.0,28.0,6.9,8.0,0.012569,1,,,,,3.0,,,,,,,0.0137,,1.0,1.0,,3.0,0.025,,1.0,1.0,,,,,2.0,,,,,,,,,
12514232,away,CF Estrela Amadora,Gerson Sousa,gerson-sousa,G. Sousa,M,10,176,199,M,1495553,EUR,1020988800,F,11,11,True,6.0,4.0,,,0.0,1.0,2.0,3.0,5.0,2.0,1.0,,,22.0,10.0,6.6,5.0,0.0990967,1,,Gerson,Sousa,2.0,1.0,1.0,,,,,1.0,0.0217,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,52,M,1090646,EUR,950745600,M,19,19,True,5.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,,8.0,8.0,6.6,2.0,0.00045631,0,,Paulo,Moreira,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,True,5.0,2.0,1.0,,0.0,1.0,1.0,1.0,4.0,,,,,8.0,5.0,6.5,3.0,0.101094,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Francisco Meixedo,francisco-meixedo,F. Meixedo,G,1,184,107,M,954721,EUR,990144000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Renato Pantalon,renato-pantalon,R. Pantalon,D,84,196,88,M,826561,EUR,877910400,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514232,away,CF Estrela Amadora,Georgiy Tunguliyadi,georgiy-tunguliyadi,G. Tunguliyadi,D,23,183,48,M,1157221,EUR,1096761600,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,Georgiy Tunguliyadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
