match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,captain,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_keyPass,stat_bigChanceCreated,stat_accurateCross,stat_goals
12514002,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,36.0,20.0,24.0,8.0,0.0,13.0,18.0,7.0,18.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,41.0,6.4,16.0,0.00435387,0,-1.0877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514002,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,43.0,33.0,7.0,5.0,0.0,26.0,28.0,7.0,15.0,6.0,12.0,4.0,1.0,,,,,,90.0,64.0,7.2,13.0,0.00794075,2,,,,4.0,7.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0424,,,,,,,,,,,,,,
12514002,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,38.0,30.0,5.0,1.0,0.0,26.0,29.0,4.0,9.0,2.0,2.0,4.0,4.0,,,,,,90.0,50.0,6.3,10.0,0.00151495,2,,,,3.0,5.0,1.0,,1.0,,2.0,,,1.0,,1.0,0.371,True,1.0,1.0,1.0,1.0,0.6653,,,,,,,,
12514002,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,False,52.0,34.0,14.0,4.0,0.0,22.0,27.0,12.0,25.0,7.0,8.0,1.0,3.0,,,,,,90.0,67.0,6.6,21.0,0.00379162,0,,,,2.0,4.0,,,,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,25.0,19.0,2.0,2.0,0.0,8.0,9.0,11.0,20.0,1.0,2.0,,2.0,,,,,,88.0,59.0,6.1,19.0,0.0173685,3,,,,1.0,7.0,,3.0,1.0,,1.0,,,2.0,,2.0,0.1474,,2.0,,,,,4.0,1.0,2.0,1.0,,,,
12514002,home,Casa Pia,Telasco Segovia,telasco-segovia,T. Segovia,M,8,175,5926,M,1106549,EUR,1049241600,M,8,8,False,44.0,37.0,3.0,1.0,0.0,17.0,19.0,20.0,25.0,1.0,4.0,,8.0,,,,,,66.0,57.0,6.5,14.0,0.0158363,1,,Telasco Segovia,,1.0,7.0,1.0,2.0,1.0,,,1.0,1.0,2.0,2.0,,0.0958,,3.0,,,,,,,,,,,,
12514002,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,False,50.0,43.0,7.0,5.0,0.0,22.0,24.0,21.0,26.0,4.0,16.0,1.0,8.0,,,,,,90.0,74.0,7.6,13.0,0.141917,0,,,,1.0,6.0,1.0,4.0,,,2.0,3.0,3.0,3.0,6.0,1.0,,,2.0,,,,,,3.0,,,1.0,,,
12514002,home,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,M,14,14,False,34.0,23.0,3.0,1.0,0.0,6.0,7.0,17.0,28.0,,5.0,,4.0,,,,,,86.0,52.0,7.2,16.0,0.52435,1,,,,2.0,5.0,,2.0,,,,1.0,,1.0,3.0,1.0,0.048,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,
12514002,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,28.0,21.0,4.0,3.0,0.0,8.0,9.0,13.0,21.0,1.0,4.0,,6.0,,,,,,86.0,55.0,6.8,16.0,0.195401,1,,,,1.0,3.0,,1.0,,,,2.0,1.0,1.0,,,0.131,,2.0,,1.0,,0.1742,2.0,1.0,,,2.0,,,
12514002,home,Casa Pia,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,7,7,False,19.0,14.0,1.0,1.0,0.0,5.0,5.0,10.0,18.0,1.0,6.0,,4.0,,,,,,66.0,36.0,6.9,12.0,0.0143171,0,,,,2.0,5.0,,2.0,,,1.0,3.0,3.0,2.0,1.0,1.0,,,1.0,,,,,4.0,1.0,,,,,1.0,
12514002,home,Casa Pia,Samuel Obeng,samuel-obeng,S. Obeng,F,20,183,624,M,950142,EUR,863654400,F,77,77,False,8.0,6.0,,,0.0,3.0,3.0,3.0,5.0,1.0,3.0,,3.0,,,,,,77.0,16.0,6.7,5.0,0.00670793,0,,,,4.0,6.0,,,,,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,1.0,,,
12514002,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,True,6.0,4.0,1.0,,0.0,3.0,4.0,2.0,3.0,1.0,2.0,,2.0,,,,,,24.0,11.0,6.4,3.0,0.0314327,0,,,,,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,
12514002,home,Casa Pia,Henrique Pereira,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,52,52,True,4.0,3.0,,,0.0,,,3.0,4.0,,1.0,,2.0,,,,,,24.0,6.0,6.5,2.0,0.00088753,0,,,,1.0,2.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
12514002,home,Casa Pia,Max Svensson,max-svensson,M. Svensson,F,9,182,45,M,1085569,EUR,1005177600,F,9,9,True,5.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,1.0,,,,,,,,13.0,7.0,6.5,3.0,0.00215229,0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
12514002,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,,12.0,2.0,6.2,,3.613e-05,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Rafael Brito,rafael-brito,R. Brito,M,8,183,129,M,983537,EUR,1011398400,M,17,17,True,4.0,2.0,1.0,,0.0,2.0,2.0,,2.0,,,,,,,,,,12.0,5.0,6.2,2.0,2.458e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Ruben Kluivert,ruben-kluivert,R. Kluivert,D,21,187,1724,M,1014540,EUR,990403200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514002,home,Casa Pia,Andrian Kraev,andrian-kraev,A. Kraev,M,6,191,280,M,857374,EUR,918950400,M,89,89,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
