match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_expectedGoals,stat_shotValueNormalized,stat_keyPass,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_clearanceOffLine,stat_penaltyConceded,stat_errorLeadToAShot,player_lastName,stat_accurateCross,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_bigChanceMissed
14572797,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,36.0,30.0,8.0,3.0,0.0,29.0,31.0,1.0,5.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,90.0,46.0,7.9,6.0,0.00021068,1.0347,0,1.2655,0.02,0.0,-0.04,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572797,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1731,M,,965264,EUR,958176000,D,2,2,False,30.0,24.0,2.0,,0.0,14.0,17.0,10.0,13.0,2.0,3.0,,,,,,90.0,56.0,6.5,17.0,0.0227107,,0,,0.02,0.02,-0.15,,3.0,1.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14572797,home,Bologna,Martin Vitík,martin-vitik,M. Vitík,D,41,192,1085,M,,1085913,EUR,1043107200,D,41,41,False,47.0,41.0,5.0,4.0,0.0,23.0,25.0,18.0,22.0,3.0,1.0,,,,,,90.0,62.0,7.1,9.0,0.00533355,,1,,0.08,0.1,0.4,,,5.0,5.0,6.0,,,,1.0,1.0,3.0,,3.0,,Martin Vitík,1.0,1.0,1.0,2.0,1.0,0.0142,0.0,,,,,,,,,,,,,,,
14572797,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4572,M,,818481,EUR,898819200,D,26,26,False,79.0,65.0,15.0,9.0,0.0,39.0,43.0,26.0,36.0,11.0,10.0,,,,,,90.0,104.0,8.2,15.0,0.0166113,,0,,0.25,0.22,0.91,,,3.0,5.0,12.0,,2.0,1.0,7.0,3.0,,1.0,1.0,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,
14572797,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,699,M,,98212,EUR,751248000,D,22,22,False,17.0,11.0,5.0,2.0,0.0,5.0,7.0,6.0,10.0,2.0,2.0,,,,,,66.0,35.0,6.3,12.0,0.00548469,,0,,0.03,0.06,-0.17,,2.0,,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14572797,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1912,M,,115516,EUR,703296000,M,8,8,False,57.0,45.0,10.0,4.0,0.0,20.0,21.0,25.0,36.0,,3.0,,,,,,90.0,63.0,7.1,12.0,0.012203,,0,,0.17,0.05,0.17,,,2.0,2.0,4.0,,,,2.0,1.0,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,
14572797,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1987,M,,907152,EUR,935452800,M,19,19,False,65.0,59.0,4.0,3.0,0.0,26.0,29.0,33.0,36.0,5.0,4.0,,,,,,89.0,82.0,7.4,11.0,0.0355616,,0,,0.31,0.21,-0.07,,1.0,4.0,5.0,8.0,,,,2.0,1.0,3.0,2.0,2.0,,,1.0,2.0,,,,,,,,True,,,,,,,,,,,,
14572797,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5797,M,,793645,EUR,854064000,M,7,7,False,12.0,8.0,3.0,1.0,0.0,4.0,5.0,4.0,7.0,,1.0,,,,,,66.0,20.0,7.3,6.0,0.00985082,,1,,0.14,0.04,0.0,,1.0,,1.0,4.0,1.0,2.0,2.0,,,,2.0,,,,,,,,,0.5938,0.32,1.0,,,1.0,1.0,0.9327,,,,,,,,,
14572797,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1837,M,,826064,EUR,922838400,M,21,21,False,20.0,16.0,,,0.0,1.0,1.0,15.0,19.0,1.0,1.0,,,,,,90.0,36.0,6.3,10.0,0.037078,,3,,-0.02,0.34,-0.06,,1.0,1.0,9.0,5.0,,2.0,1.0,,,4.0,3.0,3.0,,,5.0,,,,,0.1012,-0.51,,,,1.0,,0.0113,2.0,,,,,,,,
14572797,home,Bologna,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1137,M,,971005,EUR,977961600,M,28,28,False,15.0,11.0,1.0,,0.0,3.0,5.0,8.0,10.0,,4.0,,,,,,77.0,41.0,6.4,18.0,0.0039797,,1,,-0.06,0.06,-0.03,,5.0,1.0,7.0,7.0,4.0,2.0,,,,3.0,6.0,1.0,1.0,,,,,,,0.1177,-0.09,,,,1.0,,0.0746,,,,,,,,,
