match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,captain,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_totalContest,stat_accurateCross,stat_wonContest,stat_dispossessed,stat_challengeLost,stat_wasFouled,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_clearanceOffLine
11406771,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,18.0,17.0,2.0,1.0,17.0,18.0,1.0,9.0,1.0,90.0,24.0,6.8,1.0,4.375e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406771,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,35.0,30.0,4.0,1.0,17.0,17.0,3.0,8.0,,90.0,49.0,7.1,6.0,0.00834573,2,Federico Gatti,,13.0,19.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.044,1.0,,,,,,,,,,,,,,,,,,,,
11406771,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,48.0,47.0,6.0,5.0,27.0,28.0,4.0,7.0,,90.0,60.0,7.4,1.0,0.0473293,0,,,20.0,20.0,,,4.0,3.0,,,,3.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,
11406771,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,80.0,75.0,9.0,7.0,38.0,41.0,1.0,1.0,,90.0,90.0,7.5,6.0,0.0434504,2,,,37.0,39.0,,2.0,2.0,5.0,,1.0,,2.0,,,0.265,1.0,,True,3.0,1.0,1.0,1.0,0.6498,,,,,,,,,,,,,
11406771,home,Juventus,Timothy Weah,weah-timothy,T. Weah,M,22,185,11671,M,timothyweah,855810,EUR,951177600,M,22,22,False,24.0,19.0,1.0,,10.0,12.0,1.0,4.0,,71.0,37.0,6.9,9.0,0.0120554,0,,,9.0,14.0,2.0,1.0,3.0,5.0,,,,5.0,3.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
11406771,home,Juventus,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,M,27,27,False,38.0,33.0,3.0,3.0,15.0,16.0,1.0,8.0,,90.0,57.0,7.6,8.0,0.196183,2,,,20.0,25.0,3.0,1.0,2.0,4.0,2.0,,,1.0,1.0,1.0,0.0925,2.0,1.0,,1.0,,,2.0,,2.0,2.0,2.0,,,,,,,,,,
11406771,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,66.0,60.0,6.0,3.0,22.0,24.0,2.0,2.0,,90.0,83.0,7.9,9.0,0.0410136,1,,,38.0,43.0,1.0,2.0,4.0,7.0,1.0,,1.0,5.0,5.0,1.0,0.0402,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
11406771,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,36.0,30.0,3.0,,15.0,16.0,1.0,5.0,,90.0,60.0,7.0,13.0,0.0675675,1,,,16.0,22.0,2.0,3.0,8.0,6.0,,,4.0,6.0,6.0,,0.3983,1.0,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,2.0,,,,,,,,
11406771,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,11,11,False,42.0,33.0,2.0,,21.0,23.0,1.0,,,63.0,56.0,6.7,16.0,0.0786559,1,,,14.0,27.0,8.0,1.0,3.0,,,,,,,,0.0207,,,,,,1.0,,0.1596,,2.0,,1.0,1.0,,,,,,,,
11406771,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,13.0,7.0,,,3.0,5.0,,4.0,,62.0,37.0,6.7,18.0,0.00360825,2,,,4.0,8.0,,3.0,11.0,4.0,,,,,,,0.0966,,,,,,2.0,4.0,0.4163,3.0,,2.0,7.0,,2.0,1.0,,,,,,
