match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_expectedGoals,stat_shotOffTarget,stat_lastManTackle,stat_wasFouled,player_sofascoreId,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12437540,home,Las Palmas,Dinko Horkaš,,,dinko-horkas,D. Horkaš,G,1,189,377,M,855922,EUR,921024000,G,13,13,False,33.0,24.0,15.0,7.0,0.0,18.0,21.0,6.0,12.0,4.0,4.0,1.0,1.0,3.0,2.0,90.0,42.0,6.5,9.0,0.00174371,0,-0.2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437540,home,Las Palmas,Viti Rozada,,,viti-rozada,V. Rozada,D,17,171,116,M,1031499,EUR,874368000,D,18,18,False,43.0,38.0,7.0,4.0,0.0,19.0,19.0,20.0,30.0,2.0,4.0,,,,,90.0,64.0,6.1,12.0,0.0206129,0,,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437540,home,Las Palmas,Alex Suárez,,,alex-suarez,A. Suárez,D,4,179,259,M,914848,EUR,725846400,D,4,4,False,45.0,41.0,2.0,1.0,0.0,29.0,29.0,12.0,16.0,3.0,4.0,,,,,90.0,56.0,6.2,8.0,0.00486884,1,,,,1.0,4.0,2.0,,,4.0,,True,4.0,1.0,1.0,1.0,1.0,1.0,0.1082,,,,,,,,,,,,,,,,,
12437540,home,Las Palmas,Mika Mármol,,,mika-marmol,M. Mármol,D,3,181,783,M,979146,EUR,993945600,D,3,3,False,60.0,47.0,13.0,3.0,0.0,29.0,33.0,19.0,29.0,11.0,5.0,,,,,90.0,84.0,6.8,15.0,0.0127796,1,,2.0,1.0,3.0,3.0,7.0,,,,2.0,,1.0,,,3.0,2.0,,0.0385,1.0,1.0,1.0,,,,,,,,,,,,,,
12437540,home,Las Palmas,Álex Muñoz,,,alex-munoz,Á. Muñoz,D,3,185,176,M,273227,EUR,775526400,D,23,23,False,24.0,20.0,1.0,1.0,0.0,9.0,10.0,11.0,15.0,3.0,1.0,,,,,69.0,43.0,6.5,8.0,0.00935593,1,,1.0,,2.0,3.0,3.0,,,2.0,2.0,,1.0,1.0,,1.0,,,0.1315,,,,,,,,,,,,,,,,,
12437540,home,Las Palmas,Dário Essugo,,,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,29,29,False,20.0,17.0,2.0,1.0,0.0,5.0,5.0,12.0,15.0,1.0,6.0,,,,,58.0,27.0,6.7,5.0,0.0115714,0,,,,1.0,5.0,4.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
12437540,home,Las Palmas,Stefan Bajčetić,,,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,1142636,EUR,1098403200,M,21,21,False,30.0,25.0,4.0,1.0,0.0,10.0,12.0,15.0,19.0,1.0,5.0,,,,,79.0,48.0,6.4,10.0,0.00815177,1,,1.0,,2.0,5.0,5.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,0.0103,,,2.0,stefanbajcetic,2.0,1.0,,,,,,,,,,,
12437540,home,Las Palmas,Javier Muñoz,,,javier-munoz,J. Muñoz,M,14,179,313,M,353154,EUR,793929600,M,5,5,False,13.0,9.0,1.0,,0.0,3.0,4.0,7.0,12.0,,1.0,,,,,79.0,24.0,6.2,8.0,0.0163392,1,,3.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,0.0561,,,1.0,,,,,,,,,,,,,,
12437540,home,Las Palmas,Alberto Moleiro,,,alberto-moleiro,A. Moleiro,M,20,172,3634,M,1012444,EUR,1064880000,M,10,10,False,34.0,29.0,2.0,,0.0,9.0,9.0,21.0,28.0,,5.0,,,,,90.0,48.0,6.6,12.0,0.260247,1,,3.0,1.0,,6.0,1.0,,2.0,2.0,1.0,,2.0,1.0,,,,,0.0436,,,,,2.0,1.0,2.0,,,,,,,,,,
12437540,home,Las Palmas,Sandro Ramírez,,,sandro-ramirez,S. Ramírez,M,19,175,945,M,188407,EUR,805248000,M,19,19,False,17.0,10.0,,,0.0,5.0,7.0,8.0,16.0,,6.0,,,,,58.0,35.0,7.4,15.0,0.0914022,2,,6.0,3.0,,2.0,3.0,,1.0,2.0,,,,,,2.0,,,0.8157,1.0,,,,2.0,1.0,3.0,1.0,1.0,0.757,,,,,,,
