match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_wasFouled,stat_goals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_errorLeadToAShot,stat_bigChanceMissed,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_hitWoodwork
14288906,home,FC Arouca,Ivan Barbero,,,ivan-barbero,I. Barbero,F,17,187,128,M,913728,EUR,903312000,F,17,17,False,14.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,12.0,1.0,3.0,1.0,1.0,,,,,,,78.0,25.0,6.3,8.0,0.0227636,38.804105293796,5.0,19.11,9.03,,1,,0.15,0.15,0.15,,,,,7.0,2.0,10.0,4.0,,1.0,,,1.0,2.0,1.0,,0.0305,,-0.1,,,1.0,,,,,,,,,,1.0,
14288906,home,FC Arouca,Boris Popović,,,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,True,11.0,11.0,3.0,3.0,0.0,8.0,8.0,3.0,3.0,4.0,1.0,,,,,,,,,26.0,16.0,7.0,,0.00141688,18.709413088063,3.0,5.25,7.35,,0,,0.08,0.01,0.26,,,,,2.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14288906,home,FC Arouca,Pablo Gozálbez,,,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,10,10,True,7.0,4.0,2.0,,0.0,2.0,3.0,2.0,4.0,1.0,2.0,,,,,,,,,26.0,16.0,6.8,5.0,0.00506544,27.110499539251,5.0,3.465,9.45,,1,,0.03,-0.02,0.24,,,,,1.0,1.0,3.0,4.0,1.0,2.0,,1.0,,,,,0.0208,,-0.11,1.0,0.0145,,1.0,,2.0,,,,,,,,
14288906,home,FC Arouca,Miguel Puche,,,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,3.0,2.0,1.0,,0.0,,1.0,2.0,2.0,,1.0,1.0,,,,,,,,12.0,4.0,6.5,2.0,0.00434183,13.579168980031,2.0,5.985,5.775,,0,,0.01,0.05,0.13,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14288906,home,FC Arouca,Taichi Fukui,,,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,True,2.0,,,,0.0,,1.0,,1.0,1.0,,,,,,,,,,17.0,6.0,6.5,2.0,,,,,,,0,,-0.03,,0.13,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14288906,home,FC Arouca,Brian Mansilla,Brian Mansilla,,brian-mansilla,B. Mansilla,M,24,176,145,M,1116649,EUR,1021334400,F,24,24,True,3.0,,1.0,,0.0,,,,3.0,,1.0,1.0,,,,,,,,17.0,8.0,6.6,6.0,,10.32735685728,2.0,-8.82,-3.885,,1,,-0.02,0.04,-0.09,,,2.0,,1.0,2.0,3.0,3.0,2.0,1.0,1.0,,,,,,0.0171,,-0.01,,,,1.0,,,,,,,,,,
14288906,home,FC Arouca,João Valido,,,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,home,FC Arouca,Arnau Solà,,,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,home,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,home,FC Arouca,Romualdas Jansonas,,,jansonas-romualdas,R. Jansonas,F,77,187,282,M,1145658,EUR,1119484800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Andrew,,,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,27.0,24.0,8.0,5.0,0.0,22.0,22.0,2.0,5.0,,9.0,,,,1.0,3.0,,1.0,1.0,90.0,34.0,7.1,4.0,0.00041036,69.188900541809,10.0,30.975,7.455,0.5327,0,-0.0773,0.1,0.03,-0.22,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Zé Carlos,Zé,Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,16.0,12.0,3.0,1.0,0.0,5.0,6.0,7.0,10.0,4.0,3.0,,1.0,,,,,,,90.0,38.0,6.2,10.0,0.0176709,50.422947946184,6.0,32.34,15.435,,0,,0.07,0.13,-0.33,,True,3.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
14288906,away,Gil Vicente,Marvin Elimbi,Marvin,Elimbi,marvin-elimbi,M. Elimbi,D,4,186,83,M,1114164,EUR,1045699200,D,4,4,False,45.0,36.0,8.0,4.0,0.0,26.0,28.0,10.0,17.0,5.0,2.0,,,,,,,,,90.0,55.0,6.5,10.0,0.00655716,252.26230187525,24.0,193.41,28.14,,1,,0.12,0.21,-0.28,,,,,5.0,5.0,6.0,5.0,1.0,,,,,,,,0.0449,,-0.11,,,,,,,,74.728583721452,3.0,,,,1.0,
14288906,away,Gil Vicente,Antonio Espigares,,,espigares-antonio,A. Espigares,D,48,187,60,M,1142261,EUR,1094342400,D,48,48,False,54.0,42.0,8.0,2.0,0.0,33.0,35.0,9.0,19.0,4.0,5.0,,2.0,,,,,,,90.0,67.0,6.5,13.0,0.00611662,150.68081141256,20.0,21.945,13.755,,3,,0.06,0.04,-0.25,,,,,4.0,5.0,5.0,8.0,,1.0,2.0,1.0,,1.0,1.0,,0.0752,,-0.05,,,,1.0,,1.0,,,,,,,1.0,1.0
14288906,away,Gil Vicente,Hevertton Santos,,,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,D,20,20,False,49.0,28.0,3.0,,0.0,19.0,26.0,9.0,23.0,2.0,4.0,1.0,,,,,,,,90.0,83.0,6.1,27.0,0.00573008,64.175187639587,8.0,37.905,20.265,,1,,0.02,0.04,-0.38,,,,,4.0,3.0,7.0,7.0,2.0,3.0,1.0,,1.0,2.0,2.0,,0.0092,,-0.02,,,,2.0,,,,,,,,,,
14288906,away,Gil Vicente,Facundo Cáseres,,,facundo-caseres,F. Cáseres,M,5,178,226,M,989837,EUR,991008000,M,5,5,False,29.0,23.0,3.0,1.0,0.0,13.0,17.0,10.0,12.0,1.0,4.0,,,,,,,,,89.0,36.0,6.7,6.0,0.0161835,68.100912515508,7.0,16.59,13.125,,0,,-0.02,0.02,-0.11,,,,,,,1.0,4.0,1.0,,,,2.0,3.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,
14288906,away,Gil Vicente,Luís Esteves,Luís,Esteves,luis-esteves,L. Esteves,M,10,171,237,M,1097527,EUR,892080000,M,10,10,False,38.0,30.0,4.0,2.0,1.0,11.0,13.0,19.0,25.0,,5.0,,,,,,,,,86.0,51.0,7.0,10.0,0.320516,74.068145092183,12.0,9.135,6.93,,1,,0.28,0.17,-0.15,,,2.0,1.0,,,2.0,5.0,1.0,1.0,,,3.0,1.0,1.0,,0.2649,3.0,-0.6,1.0,,,,1.0,4.0,,,,,,,,
14288906,away,Gil Vicente,Murilo Souza,,,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,17.0,13.0,1.0,1.0,0.0,4.0,6.0,9.0,11.0,,3.0,1.0,,,,,,,,90.0,39.0,7.4,17.0,0.0695435,134.16032796911,13.0,58.38,25.515,,2,,-0.09,0.13,-0.13,,,12.0,3.0,3.0,1.0,4.0,3.0,,2.0,1.0,,,,,2.0,0.6939,2.0,0.54,1.0,0.8278,,1.0,,1.0,1.0,60.758821177654,4.0,,,,,
14288906,away,Gil Vicente,Santi García,,,santi-garcia,S. García,M,95,184,131,M,1084746,EUR,999043200,M,95,95,False,12.0,11.0,1.0,1.0,0.0,3.0,3.0,8.0,9.0,,4.0,3.0,,,,,,,,75.0,27.0,7.1,8.0,0.448247,56.792799643367,6.0,43.05,17.64,,2,,0.44,0.26,-0.11,,,2.0,1.0,1.0,,2.0,2.0,,2.0,1.0,,,1.0,1.0,,0.108,2.0,-0.31,1.0,0.0502,,1.0,,,,,,,,,,
14288906,away,Gil Vicente,Tidjany Touré,,,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,M,7,7,False,19.0,15.0,,,0.0,6.0,6.0,9.0,13.0,,3.0,,1.0,,,,,,,75.0,32.0,6.4,7.0,0.0260474,165.12428421274,16.0,55.65,19.005,,3,,-0.17,0.26,-0.11,,,,,2.0,,5.0,4.0,,2.0,,,,,,,0.2785,,-0.54,1.0,0.2064,,,,4.0,,57.085592217641,4.0,,1.0,,2.0,
14288906,away,Gil Vicente,Pablo Felipe,Pablo Felipe Pereira de Jesus,,pablo-felipe,P. Felipe,F,19,184,2627,M,1101174,EUR,1073001600,F,9,9,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,2.0,1.0,1.0,,,,,,,,75.0,20.0,7.5,7.0,0.00293853,11.747934669549,1.0,3.255,3.255,,2,,-0.08,0.0,0.19,,,,,3.0,2.0,6.0,3.0,,1.0,,,,,,2.0,0.2249,,0.51,1.0,0.7296,2.0,,,1.0,1.0,,,,,,1.0,
14288906,away,Gil Vicente,Zé Carlos,Zé Carlos,,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,M,6,6,True,12.0,8.0,2.0,,0.0,4.0,5.0,4.0,7.0,1.0,3.0,2.0,,,,,,,,15.0,19.0,6.6,8.0,0.018679,31.862099737469,5.0,13.965,6.195,,0,,0.01,0.05,0.14,,,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
14288906,away,Gil Vicente,Joelson Fernandes,Joelson Mendes,,joelson-fernandes,J. Fernandes,M,11,172,474,M,1032547,EUR,1046390400,F,11,11,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,,,,,,,,,,,15.0,15.0,6.5,7.0,0.00187295,54.241087558671,8.0,12.285,15.33,,1,,-0.06,-0.35,-0.01,,,3.0,,1.0,,2.0,2.0,,3.0,,,,,,,0.022,,-0.04,,,,2.0,,,,15.513648829337,1.0,,,,1.0,
14288906,away,Gil Vicente,Gustavo Varela,Gustavo,Varela,gustavo-varela,G. Varela,F,89,184,562,M,1146305,EUR,1107043200,F,89,89,True,5.0,4.0,,,0.0,,,4.0,5.0,1.0,,,,,,,,,,15.0,9.0,6.6,3.0,0.00460069,30.67477930808,2.0,0.94499999999999,12.285,,1,,0.01,0.01,0.15,,,,,1.0,2.0,2.0,2.0,,,,,,,,,0.0151,,-0.12,,,1.0,,,,,15.376824412082,1.0,,,,1.0,
14288906,away,Gil Vicente,Martin Fernández,Martin,Fernández,martin-fernandez,M. Fernández,M,32,171,78,M,1083277,EUR,1056326400,M,32,32,True,6.0,3.0,,,0.0,1.0,3.0,2.0,3.0,,1.0,,,,,,,,,14.0,7.0,6.4,4.0,0.0317841,3.3583662694828,1.0,-0.41999999999999,-0.41999999999999,,0,,-0.11,0.02,-0.01,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
14288906,away,Gil Vicente,Mohamed Bamba,Mohamed,Bamba,mohamed-bamba,M. Bamba,M,8,188,181,M,1537180,EUR,1097193600,M,8,8,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,,,,,,,9.0,2.0,6.4,,0.0123684,,,,,,0,,-0.11,,-0.05,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Daniel Figueira,,,daniel-figueira,D. Figueira,G,99,189,80,M,862060,EUR,900892800,G,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Diogo Pereira,Diogo Miguel,Pereira Costa,diogo-costa,D. Pereira,M,28,189,29,M,2046131,EUR,1052006400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Sergio Bermejo,Sergio,Bermejo,sergio-bermejo,S. Bermejo,M,17,170,42,M,949449,EUR,871776000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288906,away,Gil Vicente,Rodrigo Rodrigues,Rodrigo Rodrigues,,rodrigo-rodrigues,R. Rodrigues,F,80,175,48,M,2154588,EUR,1181606400,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
