match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceMissed,player_sofascoreId,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalOffside
12450179,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,24.0,14.0,20.0,10.0,0.0,7.0,8.0,7.0,16.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,6.8,10.0,0.00100906,0,0.0686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450179,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,7,7,False,45.0,31.0,12.0,3.0,0.0,19.0,22.0,13.0,25.0,2.0,8.0,,,,,,90.0,65.0,6.8,18.0,0.154312,0,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450179,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,21.0,15.0,9.0,4.0,0.0,11.0,12.0,4.0,9.0,12.0,3.0,,,,,,90.0,42.0,7.9,6.0,0.00093308,0,,,,4.0,4.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,True,3.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,
12450179,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195,1264,M,984527,EUR,1018396800,D,3,3,False,25.0,16.0,3.0,,0.0,13.0,17.0,3.0,8.0,8.0,4.0,,,,,,90.0,40.0,6.8,9.0,0.00151336,0,,,,3.0,6.0,,,,,,4.0,1.0,,,2.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
12450179,home,Stade Brestois,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,22,22,False,35.0,24.0,5.0,1.0,0.0,11.0,14.0,14.0,23.0,2.0,3.0,,,,,,90.0,62.0,7.4,18.0,0.0350532,0,,2.0,1.0,1.0,8.0,,1.0,1.0,,2.0,3.0,3.0,4.0,,1.0,1.0,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,
12450179,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,24.0,17.0,1.0,,0.0,5.0,8.0,12.0,17.0,,4.0,,,,,,90.0,42.0,7.9,10.0,0.0185213,4,,1.0,,3.0,10.0,,,,,1.0,5.0,1.0,2.0,,2.0,,,,,1.0,3.0,,,3.0,2.0,2.0,1.0,0.1809,0.1706,,,,,,,,
12450179,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,54.0,42.0,9.0,6.0,1.0,25.0,29.0,17.0,26.0,3.0,10.0,,,,,,90.0,73.0,7.7,17.0,0.036215,1,,1.0,,2.0,8.0,,2.0,1.0,,1.0,5.0,4.0,2.0,,,3.0,,,,,,,,2.0,1.0,,,0.0099,,1.0,,,,,,,
12450179,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,False,35.0,28.0,10.0,6.0,0.0,7.0,8.0,22.0,30.0,4.0,6.0,,,,,,77.0,50.0,6.6,13.0,0.0421349,1,,3.0,1.0,4.0,4.0,1.0,2.0,,,,,,2.0,,1.0,,,,,,2.0,,,2.0,1.0,,,0.0444,,,,,,,,,
12450179,home,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180,349,M,831400,EUR,849312000,F,26,26,False,20.0,16.0,1.0,,0.0,4.0,4.0,12.0,23.0,,2.0,,,,,,84.0,37.0,6.8,12.0,0.0293975,1,,7.0,,5.0,2.0,1.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,,3.0,,,,,1.0,,,0.1804,,,,,,,,,
12450179,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,19,19,False,22.0,16.0,3.0,3.0,0.0,8.0,9.0,8.0,13.0,2.0,1.0,,,,,,90.0,30.0,6.5,8.0,0.00709245,1,,,,8.0,6.0,2.0,,,,,1.0,1.0,2.0,,1.0,,,,,5.0,3.0,,,2.0,,1.0,,0.2109,0.4109,,1.0,,,,,,
