match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_errorLeadToAShot
11369406,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,41.0,35.0,9.0,3.0,34.0,35.0,1.0,6.0,1.0,6.0,1.0,4.0,6.0,90.0,55.0,7.8,6.0,0.00014607,0,1.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369406,home,Villarreal,Juan Foyth,juan-foyth,J. Foyth,D,8,187,6465,M,juanfoyth,873189,EUR,884563200,D,8,8,False,37.0,25.0,6.0,3.0,16.0,25.0,9.0,12.0,3.0,3.0,2.0,,,90.0,63.0,6.8,15.0,0.00549592,1,,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.2555,1.0,,,,,,,,,,,,,,
11369406,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,51.0,40.0,9.0,3.0,29.0,34.0,11.0,17.0,4.0,2.0,2.0,,,90.0,67.0,7.1,12.0,0.00208672,1,,,,,6.0,,1.0,1.0,,1.0,9.0,,2.0,,,,0.1856,1.0,True,5.0,2.0,1.0,,,,,,,,,,
11369406,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,64.0,53.0,9.0,3.0,35.0,40.0,18.0,24.0,7.0,8.0,1.0,,,90.0,83.0,7.3,11.0,0.00437059,0,,,,,1.0,,,,,,8.0,2.0,1.0,,,,,,,1.0,4.0,1.0,2.0,2.0,,,,,,,,
11369406,home,Villarreal,Alfonso Pedraza,alfonso-pedraza,A. Pedraza,D,24,184,576,M,,797290,EUR,829008000,D,24,24,False,34.0,27.0,7.0,3.0,17.0,20.0,12.0,19.0,2.0,2.0,,,,87.0,57.0,6.8,13.0,0.114235,1,,,,,3.0,1.0,,,,1.0,,2.0,,2.0,,1.0,0.0955,2.0,,,1.0,,2.0,1.0,5.0,2.0,,,,,,
11369406,home,Villarreal,Adrià Altimira,altimira-adria,A. Altimira,D,2,170,365,M,,980732,EUR,985737600,M,26,26,False,15.0,10.0,1.0,,3.0,5.0,9.0,13.0,2.0,,,,,68.0,25.0,6.4,9.0,0.0503146,0,,,,,4.0,2.0,,,,,,,,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,3.0,2.0,,,,,,
11369406,home,Villarreal,Dani Parejo,dani-parejo,D. Parejo,M,10,180,1999,M,,39182,EUR,608688000,M,10,10,False,60.0,55.0,5.0,5.0,30.0,34.0,26.0,27.0,4.0,11.0,2.0,,,90.0,75.0,7.1,11.0,0.0599023,0,,,,,4.0,,2.0,,,,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,
11369406,home,Villarreal,Étienne Capoue,etienne-capoue,É. Capoue,M,,187,342,M,,16701,EUR,584582400,M,6,6,False,36.0,31.0,2.0,1.0,19.0,20.0,12.0,16.0,3.0,5.0,1.0,,,68.0,50.0,6.8,10.0,0.012413,0,,,,,3.0,1.0,1.0,,,,2.0,1.0,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,,,
11369406,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,16,16,False,43.0,36.0,4.0,3.0,20.0,22.0,16.0,23.0,4.0,8.0,,,,90.0,59.0,7.8,14.0,0.210839,1,,,,1.0,2.0,,,1.0,,,,,,3.0,3.0,,0.031,2.0,,2.0,,,1.0,1.0,2.0,,1.0,,,,,
11369406,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,27.0,19.0,,,6.0,8.0,13.0,19.0,7.0,3.0,,,,79.0,35.0,7.6,8.0,0.458592,1,,,,1.0,2.0,,,1.0,,1.0,1.0,,,,4.0,1.0,0.0295,2.0,,1.0,2.0,,1.0,1.0,,,,,,,,
11369406,home,Villarreal,José Luis Morales,jose-luis-morales,J. L. Morales,F,11,180,1811,M,,344129,EUR,553996800,F,15,15,False,13.0,11.0,,,6.0,6.0,5.0,7.0,2.0,5.0,,,,87.0,24.0,9.3,3.0,0.00803871,5,,,,,2.0,,,,,1.0,1.0,,,,1.0,,1.9198,,,1.0,,,2.0,1.0,,,1.0,3.0,3.0,1.0,2.4881,
11369406,home,Villarreal,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175,15826,M,iliasakhomach,1089108,EUR,1082073600,F,27,27,True,8.0,6.0,,,3.0,5.0,3.0,3.0,1.0,2.0,1.0,,,22.0,13.0,6.6,2.0,0.00037535,0,,,,,2.0,1.0,,,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,
11369406,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,,843678,EUR,844473600,M,4,4,True,9.0,9.0,,,6.0,6.0,3.0,3.0,,,,,,22.0,12.0,6.3,1.0,0.00078366,0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
