match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_penaltyConceded,captain,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
10385521,home,Nottingham Forest,Keylor Navas,keylor-navas,K. Navas,G,1,185,13049,M,keylornavas_1,56113,EUR,534988800,G,12,12,False,42.0,16.0,36.0,10.0,9.0,14.0,7.0,28.0,1.0,1.0,1.0,11.0,2.0,1.0,2.0,90.0,50.0,6.3,26.0,0.0,0.0,0.00187374,0,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,,176,2934,M,Serge_aurier,105697,EUR,725155200,D,24,24,False,28.0,23.0,,,11.0,13.0,13.0,17.0,4.0,,,5.0,,,,90.0,60.0,6.8,8.0,0.0,0.0,0.0154481,0,,2.0,1.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Felipe,felipe,Felipe,D,,191,773,M,,242211,EUR,611280000,D,38,38,False,34.0,19.0,8.0,2.0,13.0,15.0,6.0,19.0,9.0,,,8.0,,,,90.0,55.0,7.5,17.0,0.0,0.0,0.00555514,0,,,,2.0,4.0,,7.0,3.0,1.0,6.0,3.0,1.0,,2.0,,,3.0,,,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,niakhate,758168,EUR,826243200,D,19,19,False,24.0,22.0,4.0,4.0,17.0,17.0,5.0,7.0,2.0,,,1.0,,,,90.0,30.0,6.0,2.0,0.0,0.0,0.00721062,0,,,,2.0,3.0,1.0,2.0,,1.0,,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,renan_lodi,851150,EUR,891993600,D,32,32,False,25.0,13.0,7.0,2.0,10.0,17.0,3.0,9.0,5.0,,,5.0,,,,90.0,49.0,6.4,17.0,0.0,0.0,0.00209424,0,,1.0,,1.0,3.0,1.0,4.0,,4.0,1.0,1.0,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,,846252,EUR,880070400,M,22,22,False,8.0,7.0,2.0,1.0,2.0,3.0,5.0,6.0,4.0,2.0,1.0,1.0,,,,58.0,20.0,6.5,4.0,0.0,0.0,0.0083607,0,,1.0,,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,True,,,,,,,,,,,,,,
10385521,home,Nottingham Forest,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,,36465,EUR,699148800,M,6,6,False,40.0,28.0,16.0,8.0,13.0,15.0,15.0,25.0,1.0,,,6.0,,,,89.0,48.0,6.4,13.0,0.0507,0.0,0.0199385,2,,,,,4.0,,1.0,,1.0,,,,,3.0,Jonjo,Shelvey,1.0,,,1.0,2.0,,,,,,,,,,,,
10385521,home,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,M,20,20,False,15.0,12.0,,,3.0,4.0,9.0,11.0,2.0,6.0,2.0,1.0,,,,90.0,31.0,6.2,13.0,0.1791,0.1751,0.00589838,2,,,,,6.0,1.0,,,,,,5.0,,,,,,,,1.0,,2.0,,,,,,,,,,,
10385521,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,Morgangibbs27,865912,EUR,948931200,M,10,10,False,25.0,20.0,1.0,1.0,6.0,8.0,14.0,21.0,,1.0,,5.0,,,,90.0,36.0,6.0,14.0,0.0,0.0,0.019913,0,,4.0,,6.0,10.0,1.0,,,,,,3.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,
10385521,home,Nottingham Forest,Emmanuel Dennis,emmanuel-dennis,E. B. Dennis,F,17,174,1390,M,,844424,EUR,879552000,M,25,25,False,17.0,11.0,1.0,,5.0,5.0,6.0,13.0,6.0,3.0,1.0,6.0,,,,79.0,36.0,6.6,16.0,0.1395,0.1558,0.00343125,1,,1.0,,2.0,8.0,1.0,1.0,,,,,5.0,2.0,1.0,,,3.0,,,2.0,,1.0,,1.0,,,,,,,,,
