match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_outfielderBlock,stat_goodHighClaim,stat_clearanceOffLine,stat_lastManTackle,stat_hitWoodwork
12436579,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,43.0,30.0,22.0,9.0,0.0,29.0,32.0,1.0,11.0,3.0,2.0,2.0,2.0,2.0,90.0,47.0,7.2,13.0,0.00019012,0,1.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436579,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,14.0,13.0,3.0,2.0,0.0,2.0,2.0,11.0,13.0,,,,,,18.0,16.0,6.7,2.0,0.0183775,0,,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436579,home,Everton,Jake O'Brien,jake-obrien,J. O'Brien,D,15,197,1429,M,,998253,EUR,989884800,D,15,15,False,48.0,44.0,,,0.0,25.0,27.0,19.0,21.0,1.0,,,,,90.0,58.0,7.3,4.0,0.00788717,1,,,,1.0,6.0,1.0,6.0,1.0,5.0,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436579,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,59.0,48.0,7.0,4.0,0.0,27.0,33.0,21.0,26.0,4.0,,,,,74.0,64.0,7.1,11.0,0.0115496,1,,,,1.0,6.0,2.0,6.0,,1.0,0.0477,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12436579,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,39.0,32.0,3.0,,0.0,17.0,18.0,15.0,25.0,4.0,,,,,90.0,73.0,8.3,14.0,0.0444358,1,,,4.0,,,1.0,11.0,,5.0,0.0208,1.0,1.0,3.0,1.0,7.0,5.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
12436579,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,65.0,60.0,5.0,5.0,0.0,32.0,33.0,29.0,34.0,3.0,,,,,90.0,80.0,7.3,9.0,0.087506,3,,,2.0,3.0,1.0,7.0,3.0,1.0,1.0,0.2776,1.0,1.0,1.0,,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,0.1982,,,,,,,,,,,,,
12436579,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,64.0,58.0,4.0,3.0,0.0,25.0,27.0,33.0,37.0,6.0,,,,,90.0,81.0,7.2,9.0,0.0166433,0,,,,,1.0,8.0,9.0,,1.0,,4.0,,1.0,,8.0,6.0,,,,,3.0,,1.0,,,,,,,,,,,,,,
12436579,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,23.0,23.0,,,1.0,6.0,6.0,19.0,24.0,2.0,,,,,65.0,43.0,7.2,12.0,0.377955,0,,,7.0,1.0,,8.0,3.0,,,,1.0,,1.0,1.0,,,1.0,1.0,2.0,2.0,4.0,,,,Dwight,McNeil,4.0,2.0,,,,,,,,,
12436579,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,31.0,29.0,3.0,2.0,0.0,12.0,12.0,17.0,19.0,5.0,,,,,65.0,43.0,6.6,8.0,0.167761,2,,,,1.0,1.0,7.0,3.0,1.0,,0.2746,1.0,,1.0,,2.0,1.0,2.0,,1.0,,3.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,
12436579,home,Everton,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,ilimanndiaye10,914309,EUR,952300800,M,10,10,False,35.0,33.0,1.0,1.0,0.0,10.0,10.0,23.0,25.0,3.0,,,,,75.0,45.0,9.2,4.0,0.119162,2,,,,,,1.0,4.0,,,0.9994,1.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,2.0,,1.6424,,,1.0,1.0,,2.0,,,,,,,
