match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_wasFouled,stat_fouls,stat_goalAssist,stat_goals,stat_penaltyWon,stat_totalOffside,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_penaltyConceded,stat_errorLeadToAShot
11401979,home,NEC Nijmegen,Jasper Cillessen,,,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,1,1,False,18.0,14.0,6.0,2.0,13.0,14.0,1.0,4.0,4.0,1.0,90.0,23.0,6.4,4.0,0.00013648,0,-0.3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Bart van Rooij,,,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,55.0,51.0,6.0,4.0,22.0,24.0,33.0,39.0,4.0,,90.0,79.0,7.5,9.0,0.172576,0,,8.0,4.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Philippe Sandler,,,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,66.0,62.0,8.0,7.0,41.0,41.0,21.0,25.0,8.0,,90.0,75.0,7.3,5.0,0.0126089,2,,,,2.0,2.0,3.0,,,3.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.0805,,,,,,,,,,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Bram Nuytinck,,,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,False,84.0,78.0,12.0,9.0,43.0,45.0,35.0,41.0,7.0,,90.0,98.0,7.7,9.0,0.0478329,2,,2.0,,3.0,2.0,4.0,,,5.0,,1.0,1.0,1.0,1.0,,,,,0.0583,True,1.0,2.0,0.1948,,,,,,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,75.0,66.0,6.0,5.0,24.0,26.0,43.0,55.0,10.0,,90.0,107.0,7.7,19.0,0.295163,1,,6.0,1.0,,1.0,4.0,,,1.0,,3.0,3.0,3.0,,1.0,,,2.0,0.0154,,1.0,,,c.verdonk,1.0,1.0,,,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,81.0,74.0,5.0,4.0,26.0,27.0,48.0,54.0,8.0,,90.0,102.0,6.9,14.0,0.0571279,3,,,,3.0,6.0,8.0,,,,,1.0,1.0,3.0,1.0,,1.0,2.0,2.0,0.4745,,2.0,2.0,0.9376,,5.0,2.0,2.0,2.0,1.0,,,,,,,,,,,
11401979,home,NEC Nijmegen,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,57.0,52.0,4.0,3.0,15.0,16.0,37.0,43.0,7.0,,80.0,77.0,7.4,10.0,0.0844549,4,,2.0,,,,3.0,,,,1.0,,,1.0,,3.0,1.0,1.0,3.0,0.6972,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11401979,home,NEC Nijmegen,Sontje Hansen,,,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,27.0,20.0,,,2.0,3.0,21.0,31.0,4.0,,85.0,47.0,8.2,15.0,0.879516,1,,7.0,3.0,2.0,3.0,6.0,,2.0,,,3.0,2.0,5.0,1.0,,,,2.0,0.0606,,,1.0,0.4617,,2.0,,,1.0,,1.0,,,,,,,,,,
11401979,home,NEC Nijmegen,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170,874,M,35208,EUR,581385600,M,9,9,False,56.0,53.0,2.0,1.0,11.0,11.0,46.0,52.0,7.0,,89.0,79.0,9.1,7.0,0.237276,7,,7.0,4.0,,2.0,4.0,1.0,,,,1.0,1.0,3.0,,2.0,1.0,,,0.2915,,1.0,4.0,0.5853,,2.0,2.0,,1.0,,,1.0,,,,,,,,,
11401979,home,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,35.0,30.0,6.0,5.0,9.0,9.0,21.0,27.0,4.0,,90.0,61.0,6.4,20.0,0.0523698,2,,1.0,,1.0,9.0,3.0,,,,,1.0,1.0,,1.0,2.0,,1.0,5.0,0.2023,,3.0,,,,5.0,,,1.0,,,,,,,,,,,,
