match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_outfielderBlock,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_hitWoodwork,stat_totalOffside,player_firstName,player_lastName,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_errorLeadToAShot
10411498,home,Fiorentina,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,False,34.0,25.0,21.0,12.0,18.0,21.0,7.0,13.0,1.0,7.0,1.0,1.0,1.0,90.0,39.0,7.1,9.0,0.0,0.0,0.00151067,0,0.0111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411498,home,Fiorentina,Lorenzo Venuti,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,23,23,False,34.0,27.0,3.0,1.0,18.0,21.0,9.0,16.0,,5.0,,,,75.0,54.0,7.1,13.0,0.019,0.0,0.00905517,1,,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411498,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,36.0,29.0,6.0,3.0,24.0,27.0,5.0,9.0,5.0,8.0,,,,90.0,44.0,7.0,7.0,0.041,0.0,0.00145185,1,,,,4.0,4.0,1.0,,1.0,1.0,,4.0,milenkovicn_4,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411498,home,Fiorentina,Igor Júlio,igor-julio,I. Júlio,D,3,185,1338,M,842513,EUR,886809600,D,98,98,False,40.0,40.0,2.0,2.0,28.0,28.0,12.0,12.0,1.0,6.0,,,,90.0,44.0,7.1,,0.0,0.0,0.00524504,0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
10411498,home,Fiorentina,Cristiano Biraghi,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,122848,EUR,715305600,D,3,3,False,26.0,23.0,4.0,3.0,8.0,10.0,16.0,18.0,,1.0,,,,60.0,41.0,7.0,5.0,0.1347,0.0,0.0594522,2,,2.0,1.0,4.0,3.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,True,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10411498,home,Fiorentina,Gaetano Castrovilli,gaetano-castrovilli,G. Castrovilli,M,8,185,640,M,587628,EUR,856137600,M,10,10,False,35.0,25.0,4.0,2.0,18.0,21.0,8.0,17.0,1.0,9.0,,,,90.0,52.0,8.7,14.0,0.2915,0.9129,0.108204,1,,3.0,1.0,5.0,4.0,,3.0,2.0,2.0,1.0,2.0,,,,,,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,
10411498,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,20.0,15.0,3.0,2.0,4.0,5.0,11.0,15.0,,7.0,,,,60.0,29.0,6.5,8.0,0.0155,0.0,0.00763156,1,,,,6.0,1.0,1.0,,,,1.0,3.0,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,
10411498,home,Fiorentina,Jonathan Ikoné,jonathan-ikone,J. Ikoné,M,93,180,1415,M,802142,EUR,894067200,M,11,11,False,9.0,9.0,1.0,1.0,3.0,3.0,6.0,6.0,,,,,,45.0,18.0,6.8,4.0,0.0184,0.0,0.0793337,1,,,1.0,4.0,3.0,,,,,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,
10411498,home,Fiorentina,Antonín Barák,antonin-barak,A. Barák,M,72,190,780,M,330705,EUR,786412800,M,72,72,False,31.0,29.0,5.0,4.0,16.0,16.0,13.0,15.0,2.0,3.0,,,,71.0,41.0,6.8,5.0,0.0,0.0,0.0210801,0,,,,2.0,2.0,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,
10411498,home,Fiorentina,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,77,77,False,29.0,24.0,3.0,1.0,2.0,2.0,23.0,29.0,1.0,4.0,,,,90.0,50.0,6.8,13.0,0.5716,0.0,0.0869928,2,,2.0,1.0,7.0,6.0,1.0,1.0,,,4.0,2.0,,,3.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,4.0,3.0,,,1.0,,,,1.0,,,
