match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_wonTackle,stat_totalOffside,stat_blockedScoringAttempt,captain,stat_accurateCross,stat_shotOffTarget,stat_penaltyConceded,stat_keyPass,stat_outfielderBlock,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_errorLeadToAShot,stat_goals,stat_goalAssist
10388532,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,20,20,False,35.0,32.0,4.0,1.0,31.0,31.0,1.0,4.0,8.0,1.0,1.0,2.0,90.0,43.0,5.7,3.0,0.0,0.0,0.0003739,0,-0.8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388532,home,1. FC Köln,Kingsley Schindler,,,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,D,17,17,False,38.0,27.0,4.0,1.0,18.0,23.0,9.0,19.0,1.0,,,,90.0,76.0,6.3,26.0,0.0,0.0,0.013543,0,,4.0,1.0,2.0,6.0,7.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388532,home,1. FC Köln,Timo Hübers,,,timo-hubers,T. Hübers,D,4,190,271,M,387220,EUR,837820800,D,4,4,False,76.0,67.0,10.0,5.0,54.0,54.0,13.0,22.0,11.0,,,,90.0,88.0,6.9,9.0,0.1074,0.2504,0.0100459,2,,,1.0,,3.0,4.0,,,,2.0,2.0,2.0,,2.0,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10388532,home,1. FC Köln,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,79.0,70.0,8.0,3.0,54.0,56.0,16.0,23.0,5.0,,,,90.0,93.0,6.8,10.0,0.0285,0.0,0.00892144,1,,,2.0,5.0,4.0,7.0,,,,5.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388532,home,1. FC Köln,Jonas Hector,,,jonas-hector,J. Hector,D,,185,234,,124544,EUR,643766400,D,14,14,False,63.0,48.0,6.0,3.0,21.0,25.0,30.0,46.0,11.0,,,,90.0,114.0,7.1,28.0,0.1397,0.0,0.253917,2,,8.0,2.0,2.0,10.0,12.0,2.0,,,,1.0,6.0,,4.0,3.0,3.0,,5.0,,,True,3.0,2.0,1.0,3.0,,,,,,,,,,,,,
10388532,home,1. FC Köln,Dejan Ljubičić,,,dejan-ljubicic,D. Ljubičić,M,21,186,826,M,869883,EUR,876268800,M,7,7,False,26.0,20.0,2.0,2.0,7.0,10.0,14.0,19.0,10.0,,,,90.0,39.0,6.7,11.0,0.0187,0.0822,0.140821,1,,3.0,,2.0,5.0,6.0,,5.0,2.0,,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,
10388532,home,1. FC Köln,Mathias Olesen,,,mathias-olesen,M. Olesen,M,6,186,162,M,994490,EUR,985132800,M,47,47,False,18.0,13.0,1.0,,9.0,10.0,5.0,9.0,2.0,,,,73.0,25.0,6.7,6.0,0.0,0.0,0.064574,0,,1.0,,,2.0,3.0,1.0,1.0,1.0,,,2.0,,,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
10388532,home,1. FC Köln,Ellyes Skhiri,,,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,28,28,False,51.0,44.0,6.0,4.0,26.0,27.0,19.0,25.0,4.0,,,,90.0,61.0,7.0,7.0,0.0,0.0,0.145827,0,,1.0,1.0,1.0,4.0,4.0,,,,2.0,,3.0,,,,3.0,,3.0,,,,1.0,,,1.0,1.0,ellyes_skhiri,,,,,,,,,,,
10388532,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,M,37,37,False,26.0,21.0,,,7.0,8.0,16.0,31.0,6.0,,,,84.0,51.0,6.5,22.0,0.0,0.0,0.0973211,0,,13.0,,,4.0,4.0,2.0,1.0,1.0,,,1.0,2.0,2.0,,2.0,,1.0,2.0,,,2.0,,,2.0,,,,,,,,,,,,,
10388532,home,1. FC Köln,Davie Selke,,,davie-selke,D. Selke,F,9,195,1255,M,187437,EUR,790560000,F,27,27,False,12.0,5.0,,,1.0,1.0,4.0,13.0,,,,,90.0,25.0,6.5,11.0,0.6891,0.4487,0.0238585,4,,2.0,3.0,4.0,4.0,6.0,1.0,,,1.0,,,1.0,2.0,,,2.0,,1.0,2.0,,,,,1.0,,,1.0,,,,,,,,,,
