match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,confirmed,isHome,id,incidentClass,player_id,player_name,playerName,reason,rescinded,length,injury,from
10388532,FT,0.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10388532,,,,,90,6.0,,1,,,varDecision,False,True,15600.0,goalAwarded,387220.0,Timo Hübers,,,,,,
10388532,,,,,90,4.0,,1,,,card,,False,120637454.0,yellow,907463.0,Felix Nmecha,Felix Nmecha,Foul,False,,,
10388532,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,5.0,,
10388532,,,,,88,,,3,,,substitution,,False,121585452.0,regular,,,,,,,False,
10388532,,,,,88,,,3,,,substitution,,False,121585453.0,regular,,,,,,,False,
10388532,,,,,84,,,7,,,substitution,,True,121585411.0,regular,,,,,,,False,
10388532,,,,,80,,,11,,,substitution,,False,121585369.0,regular,,,,,,,False,
10388532,,,,,78,,,13,,,substitution,,True,121585338.0,regular,,,,,,,False,
10388532,,,,,73,,,18,,,substitution,,True,121585311.0,regular,,,,,,,False,
10388532,,,,,73,,,18,,,card,,False,120637347.0,yellow,796987.0,Mattias Svanberg,Mattias Svanberg,Foul,False,,,
10388532,,0.0,2.0,,68,,,23,,,goal,,False,168160814.0,penalty,147289.0,Maximilian Arnold,,,,,,penalty
10388532,,,,,67,,,24,,,card,,True,120637335.0,yellow,124544.0,Jonas Hector,Jonas Hector,Foul,False,,,
10388532,,,,,64,,,27,,,substitution,,False,121585262.0,regular,,,,,,,False,
10388532,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10388532,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,1.0,,
10388532,,0.0,1.0,,4,,,42,,,goal,,False,168159726.0,regular,169255.0,Yannick Gerhardt,,,,,,
