match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalClearance,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_wonContest,stat_goals,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAGoal,stat_totalOffside
12499471,home,Bayer 04 Leverkusen,Matěj Kovář,,,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,False,24.0,23.0,7.0,6.0,0.0,20.0,20.0,3.0,4.0,6.0,1.0,1.0,1.0,90.0,27.0,6.4,1.0,0.00433448,0,-1.6938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499471,home,Bayer 04 Leverkusen,Edmond Tapsoba,,,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,39.0,31.0,5.0,1.0,0.0,12.0,13.0,19.0,26.0,8.0,,,,86.0,49.0,6.0,11.0,0.0130998,1,,edmondtapsoba,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0335,0.0387,,,,,,,,,,,,,,,,,
12499471,home,Bayer 04 Leverkusen,Jonathan Tah,,,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,49.0,45.0,2.0,1.0,0.0,30.0,31.0,15.0,18.0,10.0,,,,90.0,56.0,6.6,5.0,0.0986063,0,,jonatah,,1.0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,True,2.0,,,,,,,,,,,,,,,
12499471,home,Bayer 04 Leverkusen,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,63.0,58.0,6.0,5.0,0.0,40.0,42.0,18.0,21.0,2.0,,,,90.0,77.0,7.0,7.0,0.0145738,1,,pierohincapie,2.0,1.0,3.0,6.0,1.0,,1.0,,1.0,4.0,4.0,2.0,1.0,,0.2004,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12499471,home,Bayer 04 Leverkusen,Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,25.0,20.0,1.0,,0.0,4.0,5.0,16.0,21.0,6.0,,,,77.0,42.0,7.2,12.0,0.0607188,1,,jeremie_frimpong,,,6.0,4.0,1.0,4.0,,1.0,2.0,2.0,2.0,2.0,,2.0,0.1243,0.2473,,,,,,1.0,1.0,2.0,1.0,,,,,,,,
12499471,home,Bayer 04 Leverkusen,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,92.0,81.0,11.0,8.0,0.0,31.0,34.0,50.0,60.0,3.0,,,,90.0,100.0,7.0,15.0,0.0511776,1,,Granit_Xhaka,,,2.0,2.0,,1.0,,,,2.0,2.0,,,,0.0698,,,1.0,,,,2.0,1.0,,,1.0,2.0,,,,,,
12499471,home,Bayer 04 Leverkusen,Aleix García,,,aleix-garcia,A. García,M,24,173,4597,M,796047,EUR,867456000,M,24,24,False,67.0,64.0,4.0,4.0,0.0,25.0,26.0,45.0,53.0,2.0,,,,90.0,84.0,7.9,9.0,0.230674,0,,AlexGarcia97,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,,12.0,,,,,4.0,6.0,2.0,,,,
12499471,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,72.0,61.0,8.0,6.0,0.0,18.0,20.0,50.0,66.0,3.0,,,,90.0,106.0,9.1,22.0,0.90054,3,,grimaldo35,,,3.0,5.0,,3.0,,3.0,,2.0,2.0,1.0,1.0,,0.2471,0.5105,,,,,,14.0,2.0,2.0,1.0,,7.0,7.0,,,,,
12499471,home,Bayer 04 Leverkusen,Martin Terrier,,,martin-terrier,M. Terrier,F,11,184,2099,M,846445,EUR,857433600,F,11,11,False,23.0,18.0,,,0.0,4.0,6.0,14.0,17.0,,,,,71.0,32.0,6.7,6.0,0.0572755,4,,,,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,0.7327,0.1233,,,1.0,,,,1.0,,,2.0,1.0,,,,,,
12499471,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,85.0,66.0,5.0,4.0,1.0,13.0,14.0,54.0,73.0,4.0,,,,90.0,106.0,8.8,26.0,1.08314,7,,FWirtz,,1.0,6.0,3.0,,5.0,,4.0,1.0,,,,,,0.2972,0.6873,,,2.0,,,2.0,3.0,2.0,,1.0,6.0,1.0,2.0,,,,
12499471,home,Bayer 04 Leverkusen,Victor Okoh Boniface,,,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,False,17.0,14.0,2.0,2.0,0.0,3.0,3.0,11.0,14.0,3.0,,,,77.0,40.0,6.6,10.0,0.114776,5,,boniface_jrn,,2.0,8.0,6.0,,5.0,1.0,,,1.0,1.0,,2.0,1.0,0.2166,,,2.0,3.0,,,,3.0,1.0,,2.0,1.0,,,,,,
12499471,home,Bayer 04 Leverkusen,Amine Adli,,,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,True,10.0,9.0,,,0.0,3.0,3.0,6.0,8.0,2.0,,,,19.0,15.0,6.9,3.0,0.0421584,2,,amine_ad10,,,,1.0,,1.0,,,,,,,,,0.2038,,,,2.0,,,1.0,,1.0,,,,,,,,,
