match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_keyPass,captain,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_goals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed
14035867,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,34,34,False,28.0,21.0,11.0,4.0,0.0,19.0,19.0,2.0,9.0,13.0,3.0,3.0,90.0,39.0,7.8,7.0,0.00253746,0.8192,0,0.2527,0.05,0.0,-0.06,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035867,home,FCV Dender,Luc Marijnissen,Luc Marijnissen,,luc-marijnissen,L. Marijnissen,D,5,190,95,M,1086107,EUR,1042070400,D,5,5,False,52.0,42.0,3.0,2.0,0.0,25.0,28.0,17.0,24.0,7.0,,,90.0,72.0,7.2,17.0,0.0178937,,1,,0.14,0.2,-0.07,,2.0,2.0,8.0,6.0,15.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,0.0522,0.4055,-0.21,,,,,,,,,,,,,,,
14035867,home,FCV Dender,Luc De Fougerolles,,,luc-de-fougerolles,L. D. Fougerolles,D,44,183,331,M,1413129,EUR,1129075200,D,44,44,False,52.0,45.0,6.0,1.0,0.0,34.0,35.0,11.0,17.0,3.0,,,90.0,71.0,7.2,9.0,0.00421975,,1,,0.06,0.11,0.58,,,1.0,3.0,4.0,7.0,1.0,1.0,,6.0,1.0,,,1.0,3.0,1.0,0.1458,,-0.42,1.0,1.0,1.0,2.0,,,,,,,,,,,
14035867,home,FCV Dender,Bryan Goncalves,,,bryan-goncalves,B. Goncalves,D,7,190,42,M,775019,EUR,837734400,D,7,7,False,75.0,54.0,21.0,9.0,0.0,37.0,45.0,17.0,30.0,2.0,,,90.0,92.0,6.9,24.0,0.210943,,0,,0.38,0.06,-0.1,,4.0,,1.0,1.0,1.0,,,,5.0,3.0,,,,,,,,,1.0,,,1.0,2.0,2.0,,,,,,,,,
14035867,home,FCV Dender,Nathan Rodes,,,rodes-nathan,N. Rodes,M,18,191,34,M,882003,EUR,881798400,M,18,18,False,28.0,21.0,3.0,,0.0,11.0,14.0,10.0,14.0,3.0,,,77.0,41.0,6.7,12.0,0.00550006,,0,,-0.13,-0.17,-0.12,,1.0,1.0,4.0,4.0,7.0,,2.0,,2.0,,2.0,2.0,3.0,,,,,,2.0,1.0,,,,,True,,,,,,,,
14035867,home,FCV Dender,Benjamin Fredrick,Benjamin Fredrick,,fredrick-benjamin,B. Fredrick,D,22,187,956,M,1470532,EUR,1117238400,M,22,22,False,41.0,34.0,,,0.0,12.0,16.0,22.0,25.0,2.0,,,77.0,68.0,6.6,14.0,0.0221957,,0,,-0.19,-0.02,0.15,,3.0,5.0,4.0,7.0,9.0,2.0,,,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,
14035867,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,41.0,37.0,3.0,3.0,0.0,13.0,14.0,24.0,27.0,5.0,,,90.0,61.0,6.5,16.0,0.0315829,,0,,0.17,0.05,-0.08,,3.0,1.0,,7.0,2.0,2.0,,,2.0,1.0,1.0,1.0,5.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,
14035867,home,FCV Dender,Noah Mbamba,,,noah-mbamba,N. Mbamba,M,17,187,1002,M,1100321,EUR,1104883200,M,17,17,False,40.0,36.0,,,0.0,15.0,17.0,21.0,23.0,6.0,,,90.0,54.0,6.6,10.0,0.0274556,,1,,-0.04,0.09,-0.04,,,1.0,2.0,3.0,8.0,,3.0,,,,4.0,1.0,5.0,,1.0,0.0965,,-0.23,,2.0,1.0,,,,,1.0,,,,,,,
14035867,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,M,88,88,False,34.0,26.0,1.0,,0.0,15.0,17.0,11.0,17.0,2.0,,,90.0,58.0,6.6,15.0,0.089658,,0,,0.08,-0.53,-0.04,,4.0,3.0,5.0,7.0,8.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,3.0,,,,,,,,1.0,1.0,,,,,,,,,
14035867,home,FCV Dender,Bruny Nsimba,,,nsimba-bruny,B. Nsimba,F,77,181,280,M,1047536,EUR,954892800,F,77,77,False,11.0,5.0,,,0.0,2.0,3.0,3.0,8.0,1.0,,,59.0,25.0,6.6,14.0,0.00373955,,0,,0.0,0.07,-0.06,,1.0,3.0,2.0,7.0,5.0,2.0,1.0,,,,1.0,,4.0,2.0,,,,,1.0,,,,,,,1.0,,,,,,,
14035867,home,FCV Dender,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,F,11,11,False,23.0,18.0,,,0.0,5.0,6.0,13.0,17.0,2.0,,,59.0,33.0,6.9,8.0,0.0404918,,1,,-0.18,0.25,-0.02,,1.0,1.0,,4.0,2.0,,2.0,1.0,,,1.0,1.0,,1.0,,0.0392,0.1642,0.27,1.0,,,,,,,1.0,0ratmangoen,,,,,,
14035867,home,FCV Dender,Jordan Attah Kadiri,,,jordan-attah-kadiri,J. A. Kadiri,F,19,182,123,M,992166,EUR,952732800,F,19,19,True,8.0,4.0,,,0.0,,,4.0,8.0,1.0,,,31.0,10.0,6.3,5.0,0.00517587,,0,,-0.03,0.07,-0.01,,,5.0,1.0,5.0,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,
