match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_goals,stat_totalOffside,stat_challengeLost,stat_shotOffTarget,stat_bigChanceCreated,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_accurateCross
12924409,home,RKC Waalwijk,Yanick van Osch,,,yanick-van-osch,Y. van Osch,G,1,183.0,70,M,361764,EUR,859161600,G,21,21,False,44.0,27.0,26.0,9.0,0.0,18.0,22.0,9.0,22.0,11.0,1.0,4.0,6.0,90.0,56.0,7.5,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924409,home,RKC Waalwijk,Liam van Gelderen,,,liam-van-gelderen,L. v. Gelderen,D,4,178.0,172,M,910049,EUR,985305600,D,4,4,False,34.0,26.0,1.0,1.0,0.0,13.0,18.0,13.0,17.0,7.0,,,,90.0,57.0,7.0,11.0,0,1.0,2.0,1.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
12924409,home,RKC Waalwijk,Roshon van Eijma,,,roshon-van-eijma,R. v. Eijma,D,3,186.0,59,M,925930,EUR,897350400,D,17,17,False,46.0,42.0,4.0,3.0,1.0,26.0,28.0,16.0,18.0,3.0,,,,90.0,57.0,7.7,5.0,1,,,1.0,,1.0,,5.0,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
12924409,home,RKC Waalwijk,Dario Van Den Buijs,,,dario-van-den-buijs,D. V. D. Buijs,D,33,188.0,65,M,783468,EUR,810864000,D,3,3,False,64.0,52.0,7.0,3.0,0.0,35.0,37.0,17.0,27.0,3.0,,,,90.0,70.0,7.1,14.0,1,,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
12924409,home,RKC Waalwijk,Juan Familia-Castillo,,,juan-castillo,J. Familia-Castillo,D,5,175.0,185,M,856735,EUR,947721600,D,5,5,False,39.0,28.0,6.0,2.0,0.0,19.0,24.0,9.0,18.0,1.0,,,,90.0,64.0,6.7,19.0,1,3.0,,,3.0,2.0,,3.0,,2.0,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,
12924409,home,RKC Waalwijk,Godfried Roemeratoe,,,godfried-roemeratoe,G. Roemeratoe,M,6,178.0,106,M,825849,EUR,935020800,M,24,24,False,26.0,19.0,6.0,3.0,1.0,9.0,13.0,10.0,13.0,2.0,,,,83.0,33.0,7.1,8.0,1,,,,1.0,2.0,,,1.0,2.0,1.0,,1.0,,,1.0,2.0,,,,,1.0,1.0,,,,,
12924409,home,RKC Waalwijk,Daouda Weidmann,,,weidmann-daouda,D. Weidmann,M,42,180.0,95,M,1142678,EUR,1052006400,M,30,30,False,18.0,14.0,2.0,1.0,0.0,3.0,5.0,11.0,13.0,3.0,,,,60.0,32.0,6.9,9.0,2,,1.0,,4.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,,2.0,2.0,,,,,,
12924409,home,RKC Waalwijk,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184.0,93,M,807145,EUR,844041600,M,18,18,False,10.0,8.0,,,0.0,3.0,4.0,5.0,8.0,1.0,,,,60.0,19.0,6.9,6.0,2,2.0,,,,3.0,,,,1.0,,2.0,,1.0,,1.0,,,,,,1.0,,,,,,
12924409,home,RKC Waalwijk,Tim van de Loo,Tim van de Loo,,tim-van-de-loo,T. v. d. Loo,M,22,180.0,37,M,1174460,EUR,1045872000,M,22,22,False,11.0,7.0,,,0.0,2.0,3.0,5.0,8.0,1.0,,,,60.0,15.0,6.7,6.0,0,,,,,1.0,,1.0,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,
12924409,home,RKC Waalwijk,Richonell Margaret,,,richonell-margaret,R. Margaret,F,18,191.0,392,M,973716,EUR,968284800,M,19,19,False,29.0,21.0,1.0,1.0,0.0,7.0,8.0,14.0,21.0,4.0,,,,60.0,52.0,8.1,15.0,4,,,,4.0,9.0,6.0,,1.0,4.0,2.0,2.0,,2.0,,3.0,2.0,1.0,1.0,,,1.0,,3.0,1.0,,,
