match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAShot,stat_dispossessed,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_bigChanceMissed,stat_hitWoodwork,stat_punches
12117316,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,12.0,9.0,5.0,2.0,0.0,8.0,10.0,1.0,2.0,5.0,1.0,3.0,90.0,19.0,6.9,3.0,0.00025842,0,-0.2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,36.0,27.0,4.0,1.0,0.0,6.0,10.0,23.0,36.0,4.0,,,90.0,64.0,7.2,17.0,0.689159,4,,,,10.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0966,3.0,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,João Marcelo,joao-marcelo,J. Marcelo,D,43,189,1606,M,,978638,EUR,960854400,D,43,43,False,71.0,65.0,3.0,1.0,0.0,26.0,28.0,39.0,45.0,6.0,,,90.0,78.0,7.1,8.0,0.0221073,1,,,,2.0,,1.0,3.0,2.0,,,1.0,,,1.0,2.0,0.0559,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Lucas Villalba,lucas-villalba,L. Villalba,D,25,177,1898,M,,260077,EUR,777254400,D,25,25,False,65.0,61.0,6.0,4.0,0.0,37.0,40.0,24.0,25.0,10.0,,,90.0,70.0,6.6,4.0,0.0131525,0,,,,,,6.0,7.0,3.0,1.0,,,,1.0,3.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
12117316,home,Cruzeiro,Marlon,marlon,Marlon,D,23,178,1921,M,,870787,EUR,864086400,D,3,3,False,36.0,30.0,5.0,3.0,0.0,12.0,15.0,18.0,26.0,8.0,,,90.0,57.0,6.6,14.0,0.0138553,0,,,,5.0,,2.0,6.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,2.0,1.0,,,,,,,,,,
12117316,home,Cruzeiro,Lucas Silva,lucas-silva,L. Silva,M,16,182,2401,M,,245159,EUR,729820800,M,16,16,False,72.0,67.0,3.0,2.0,0.0,17.0,19.0,50.0,54.0,5.0,,,89.0,87.0,7.0,11.0,0.119855,2,,,,1.0,,,5.0,1.0,,,1.0,1.0,,1.0,3.0,0.0637,1.0,1.0,,,,,1.0,2.0,,True,1.0,,,,,,,,
12117316,home,Cruzeiro,Lucas Romero,lucas-romero,L. Romero,M,29,167,2727,M,,263477,EUR,766627200,M,29,29,False,93.0,84.0,8.0,4.0,0.0,37.0,37.0,47.0,56.0,7.0,,,90.0,103.0,7.1,11.0,0.0821921,0,,,,,,1.0,3.0,3.0,1.0,,,,,2.0,,,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,
12117316,home,Cruzeiro,Gabriel Veron,gabriel-veron,G. Veron,M,27,176,2553,M,,1002819,EUR,1031011200,M,30,30,False,15.0,13.0,,,1.0,4.0,4.0,9.0,12.0,2.0,,,74.0,30.0,7.0,9.0,0.108678,2,,,,1.0,,,5.0,4.0,1.0,,1.0,1.0,,3.0,1.0,0.0717,2.0,3.0,1.0,,2.0,,1.0,3.0,,,,,,,,,,,
12117316,home,Cruzeiro,Matheus Pereira,matheus-pereira,M. Pereira,M,10,175,14140,M,matheus_pereira,377238,EUR,831254400,M,10,10,False,76.0,65.0,5.0,2.0,0.0,14.0,15.0,51.0,67.0,6.0,,,90.0,97.0,7.9,23.0,0.210897,2,,,,6.0,,2.0,6.0,5.0,,,1.0,,,,1.0,0.0558,1.0,4.0,1.0,,,,,3.0,1.0,,,4.0,1.0,1.0,0.3502,,,,
12117316,home,Cruzeiro,Álvaro Barreal,alvaro-barreal,Á. Barreal,M,22,172,2811,M,,949687,EUR,966470400,M,21,21,False,59.0,49.0,3.0,2.0,0.0,19.0,19.0,30.0,48.0,6.0,,,74.0,79.0,7.3,19.0,0.0537244,2,,,,8.0,,,5.0,6.0,2.0,,1.0,1.0,,4.0,2.0,0.1292,,2.0,1.0,2.0,4.0,,,,,,,,,,,1.0,,,
12117316,home,Cruzeiro,Lautaro Díaz,lautaro-diaz,L. Díaz,F,19,181,1860,M,,992093,EUR,895708800,F,26,26,False,14.0,10.0,,,0.0,3.0,3.0,7.0,11.0,1.0,,,78.0,23.0,6.0,7.0,0.0307204,5,,,,,,2.0,8.0,1.0,2.0,,3.0,1.0,,,3.0,1.0086,,1.0,,,,,1.0,1.0,,,,,1.0,,0.4982,1.0,2.0,1.0,
12117316,home,Cruzeiro,Kaique Kenji,kenji,K. Kenji,M,70,178,1279,M,,1647579,EUR,1138579200,F,69,69,True,7.0,5.0,,,0.0,2.0,2.0,3.0,6.0,,,,16.0,9.0,6.5,4.0,0.00110122,0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
12117316,home,Cruzeiro,Japa,joao-wellington-japa,Japa,M,77,177,1249,M,,1459623,EUR,1073001600,M,77,77,True,11.0,9.0,,,0.0,3.0,3.0,6.0,8.0,2.0,,,16.0,13.0,6.7,2.0,0.00338262,0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
12117316,home,Cruzeiro,Tevis,tevis-gabriel,Tevis,M,19,180,676,M,,1836909,EUR,1138320000,F,66,66,True,3.0,2.0,1.0,1.0,0.0,,,2.0,3.0,,,,12.0,4.0,6.8,1.0,0.0123925,1,,Tevis Gabriel,Alves,,,,,,,,,,,,,0.0727,,,,,,,,,,,,,1.0,,0.177,,,,
12117316,home,Cruzeiro,Mateus Vital,mateus-vital,Mateus Vital,M,10,175,769,M,,823653,EUR,887241600,M,7,7,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,1.0,,,0.00237411,0,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Anderson,anderson,Anderson,G,12,190,353,M,,942061,EUR,889056000,G,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Weverton,weverton,Weverton,D,4,183,322,M,,1105062,EUR,1045526400,D,44,44,True,,,,,,,,,,,,,,,,,,0,,Weverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Jonathan Jesus,jonathan,J. Jesus,D,34,187,1356,M,,1498670,EUR,1085616000,D,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Wesley Gasolina,wesley-gasolina,Wesley Gasolina,D,52,170,312,M,,994479,EUR,952905600,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Zé Ivaldo,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,,844602,EUR,856483200,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Walace,walace,Walace,M,5,188,1459,M,,553686,EUR,796953600,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Vitinho,amorim-de-assis-vitor-hugo,Vitinho,M,22,173,691,M,,1836052,EUR,1077062400,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,home,Cruzeiro,Fabrizio Peralta,peralta-fabrizio,F. Peralta,M,16,178,580,M,,1386893,EUR,1028246400,M,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117316,away,Grêmio,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1568,M,,47339,EUR,574473600,G,1,1,False,42.0,26.0,28.0,12.0,0.0,21.0,27.0,5.0,15.0,17.0,2.0,2.0,90.0,60.0,7.0,18.0,0.00168992,0,0.0254,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0
12117316,away,Grêmio,João Pedro,joao-pedro,J. Pedro,D,18,179,1116,M,,605528,EUR,848016000,D,18,18,False,41.0,33.0,7.0,4.0,1.0,18.0,22.0,15.0,19.0,5.0,,,90.0,64.0,7.5,13.0,0.252847,0,,,,,,,3.0,3.0,2.0,1.0,,,4.0,,,,3.0,3.0,2.0,3.0,,,,2.0,,,,,,,,1.0,,,
12117316,away,Grêmio,Rodrigo Caio,rodrigo-caio,R. Caio,D,,183,1097,,,166273,EUR,745545600,D,30,30,False,41.0,38.0,3.0,2.0,0.0,34.0,36.0,4.0,5.0,2.0,,,90.0,57.0,7.4,4.0,0.00182922,0,,,,,,1.0,2.0,7.0,1.0,,,,7.0,,,,,1.0,1.0,3.0,,,,1.0,,,2.0,2.0,,,,5.0,,,
12117316,away,Grêmio,Jemerson,jemerson,Jemerson,D,21,184,1651,M,,328519,EUR,714614400,D,28,28,False,41.0,40.0,2.0,2.0,0.0,34.0,34.0,6.0,7.0,,,,90.0,58.0,7.2,1.0,0.00134095,0,,,,,,,2.0,5.0,,,,,10.0,3.0,2.0,,,,,,1.0,,,,,,2.0,,,,,2.0,,,
12117316,away,Grêmio,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,,243109,EUR,622944000,D,6,6,False,34.0,25.0,5.0,2.0,0.0,14.0,17.0,11.0,18.0,,,,90.0,55.0,6.6,12.0,0.00760198,1,,,,1.0,,,,2.0,,,,1.0,3.0,1.0,,0.0197,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,,,
12117316,away,Grêmio,Mathias Villasanti,mathias-villasanti,M. Villasanti,M,20,178,2843,M,,1139775,EUR,854064000,M,20,20,False,45.0,42.0,1.0,1.0,0.0,28.0,30.0,14.0,15.0,5.0,,,90.0,58.0,6.9,5.0,0.0288663,0,,,,,,1.0,3.0,6.0,,,,,1.0,3.0,2.0,,,,,1.0,1.0,,,2.0,,True,,3.0,,,,,,,
12117316,away,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,,870804,EUR,829699200,M,17,17,False,30.0,29.0,1.0,1.0,0.0,20.0,21.0,9.0,9.0,5.0,,,83.0,44.0,7.0,2.0,0.00761901,1,,,,,,,,3.0,,,1.0,,3.0,3.0,,0.2241,,,,2.0,2.0,,,1.0,,,1.0,,,,,,1.0,,
12117316,away,Grêmio,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,yefersonsoteldo1006,789960,EUR,867628800,M,7,7,False,21.0,17.0,1.0,,0.0,11.0,12.0,6.0,10.0,3.0,,,69.0,35.0,7.2,8.0,0.169737,1,,,,1.0,,,3.0,6.0,,1.0,1.0,,1.0,1.0,,0.0242,2.0,5.0,3.0,,1.0,,1.0,,,,,2.0,,,,,,,
12117316,away,Grêmio,Franco Cristaldo,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,,558820,EUR,840067200,M,10,10,False,7.0,4.0,2.0,1.0,0.0,1.0,2.0,3.0,5.0,,,,45.0,12.0,6.4,5.0,0.00057641,0,,,,,,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,
