match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed
12530880,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,20.0,9.0,16.0,5.0,0.0,5.0,7.0,4.0,13.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,27.0,6.6,11.0,0.00086023,0,-0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530880,home,Galatasaray,Kaan Ayhan,kaan-ayhan,K. Ayhan,D,23,185,4087,M,,138152,EUR,784425600,D,23,23,False,,17.0,15.0,4.0,4.0,0.0,11.0,11.0,5.0,8.0,1.0,2.0,2.0,3.0,,,,,,,51.0,28.0,6.5,5.0,0.0614214,0,,2.0,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12530880,home,Galatasaray,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12299,M,DAVINSON,566102,EUR,834537600,D,6,6,False,,27.0,21.0,7.0,2.0,0.0,14.0,14.0,7.0,13.0,3.0,8.0,4.0,8.0,,,,,,,90.0,45.0,7.8,7.0,0.0143719,3,,,,2.0,5.0,,2.0,1.0,3.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2219,0.4595,,,,,,,,
12530880,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,19.0,14.0,6.0,4.0,0.0,10.0,12.0,4.0,7.0,1.0,3.0,7.0,1.0,,,,,,,90.0,31.0,6.9,6.0,0.00573852,0,,,,2.0,3.0,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,
12530880,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,D,53,53,False,,24.0,17.0,3.0,1.0,0.0,8.0,9.0,10.0,17.0,1.0,11.0,3.0,4.0,,,,,,,89.0,54.0,7.3,15.0,0.0307744,0,,2.0,1.0,2.0,10.0,3.0,7.0,7.0,4.0,,2.0,4.0,3.0,,,,3.0,2.0,,,,1.0,,,,,,,
12530880,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,34,34,False,,28.0,22.0,3.0,1.0,0.0,10.0,10.0,12.0,18.0,,4.0,2.0,5.0,,,,,,,83.0,36.0,6.8,6.0,0.0272385,0,,,,1.0,6.0,4.0,4.0,2.0,2.0,,1.0,,,,,,2.0,,,,,,,,,,,,
12530880,home,Galatasaray,Gabriel Sara,gabriel-sara,G. Sara,M,8,178,11687,M,gabrielsara,913593,EUR,930355200,M,20,20,False,,32.0,25.0,3.0,2.0,2.0,9.0,9.0,21.0,34.0,,6.0,1.0,2.0,,,,,,,90.0,57.0,8.2,17.0,0.631546,2,,11.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,,7.0,3.0,2.0,,,,,3.0,2.0,0.0622,,,,,,1.0,2.0,1.0,
12530880,home,Galatasaray,Roland Sallai,roland-sallai,R. Sallai,F,7,182,8501,M,rolandsallai,355088,EUR,864259200,M,7,7,False,,22.0,17.0,1.0,1.0,0.0,2.0,3.0,16.0,23.0,1.0,6.0,,4.0,,,,,,,90.0,39.0,7.3,11.0,0.132927,2,,4.0,1.0,3.0,4.0,,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,2.0,0.0821,,,,,,,1.0,,
12530880,home,Galatasaray,Yunus Akgün,yunus-akgun,Y. Akgün,M,11,173,9047,M,yunusakgun17,857738,EUR,962928000,M,11,11,False,,33.0,22.0,3.0,,0.0,6.0,9.0,17.0,28.0,,3.0,2.0,8.0,,,,,,,90.0,47.0,7.2,17.0,0.579499,1,,4.0,1.0,,4.0,1.0,,,1.0,,3.0,5.0,3.0,,1.0,,1.0,,,0.2202,0.2531,,,,,1.0,,,
12530880,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,9,9,False,,13.0,12.0,1.0,,0.0,2.0,2.0,10.0,12.0,1.0,4.0,2.0,,,,,,,,89.0,31.0,7.0,7.0,0.0936104,3,,1.0,,6.0,7.0,,,,1.0,,1.0,,,2.0,,,,4.0,3.0,0.0997,,1.0,,,,,1.0,,
12530880,home,Galatasaray,Victor Osimhen,victor-osimhen,V. Osimhen,F,45,186,229308,M,Osimhen9,822471,EUR,914889600,F,45,45,False,,14.0,10.0,1.0,,0.0,,2.0,10.0,12.0,3.0,7.0,,3.0,,,,,,,82.0,40.0,7.3,15.0,0.0177313,6,,,,2.0,12.0,,1.0,1.0,2.0,,,2.0,,2.0,4.0,1.0,,2.0,3.0,0.9953,1.5505,6.0,,,,,,,1.0
