match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_fouls,stat_challengeLost,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_goalAssist,stat_penaltyWon
11407398,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,22.0,19.0,5.0,2.0,18.0,18.0,1.0,4.0,1.0,6.0,1.0,1.0,2.0,1.0,90.0,30.0,6.3,3.0,0.0,0.0,0.00014374,0,-0.6243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407398,home,Lecce,Valentin Gendrey,,,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,D,17,17,False,30.0,28.0,2.0,,16.0,17.0,13.0,15.0,2.0,4.0,,,,,90.0,58.0,6.6,8.0,0.0,0.0,0.0455163,0,,2.0,1.0,1.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11407398,home,Lecce,Marin Pongračić,,,marin-pongracic,M. Pongračić,D,5,193,2505,M,847467,EUR,873936000,D,5,5,False,60.0,47.0,10.0,4.0,33.0,38.0,14.0,22.0,1.0,9.0,,,,,90.0,70.0,6.4,13.0,0.1338,0.0,0.00846941,1,,,,,,3.0,,,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11407398,home,Lecce,Federico Baschirotto,,,federico-baschirotto,F. Baschirotto,D,6,187,1366,M,786175,EUR,843177600,D,6,6,False,54.0,45.0,6.0,1.0,30.0,32.0,15.0,22.0,7.0,5.0,,,,,90.0,67.0,6.4,9.0,0.0,0.0,0.00596061,0,,,,,,3.0,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,
11407398,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,22.0,19.0,2.0,2.0,4.0,5.0,15.0,20.0,,2.0,,,,,61.0,44.0,6.5,11.0,0.0,0.0,0.0170364,0,,3.0,,1.0,4.0,4.0,2.0,2.0,1.0,,1.0,3.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11407398,home,Lecce,Hamza Rafia,,,hamza-rafia,H. Rafia,M,24,178,2318,M,857772,EUR,923011200,M,8,8,False,18.0,13.0,2.0,2.0,5.0,6.0,8.0,16.0,,3.0,,,,,61.0,39.0,7.2,14.0,0.0,0.0,0.00712405,0,,4.0,,,1.0,8.0,1.0,2.0,2.0,,2.0,4.0,2.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,,,
11407398,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,48.0,42.0,5.0,2.0,15.0,17.0,27.0,31.0,1.0,9.0,,,,,90.0,62.0,5.6,12.0,0.0,0.0,0.0194953,0,,,,1.0,10.0,,1.0,2.0,,,3.0,,,2.0,,,,,,,2.0,4.0,1.0,,,,,,,,
11407398,home,Lecce,Alexis Blin,,,alexis-blin,A. Blin,M,28,184,149,M,318657,EUR,842832000,M,29,29,False,19.0,16.0,1.0,1.0,7.0,8.0,10.0,12.0,2.0,2.0,,,,,61.0,31.0,6.6,6.0,0.093,0.0,0.0337804,1,,1.0,1.0,1.0,5.0,2.0,,1.0,,,,1.0,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,
11407398,home,Lecce,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,F,7,7,False,32.0,23.0,,,4.0,4.0,19.0,29.0,1.0,2.0,,,,,82.0,52.0,6.9,18.0,0.0299,0.0,0.0339159,1,,1.0,,1.0,7.0,7.0,2.0,6.0,3.0,,,3.0,3.0,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,,,,
11407398,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4445,M,839156,EUR,954892800,F,9,9,False,21.0,20.0,,,7.0,7.0,13.0,14.0,2.0,1.0,,,,,90.0,37.0,7.0,6.0,0.1043,0.1268,0.0278409,3,,,,6.0,9.0,4.0,2.0,2.0,2.0,,,,,3.0,1.0,,1.0,2.0,,,3.0,,,2.0,1.0,,,,,,
11407398,home,Lecce,Gabriel Strefezza,,,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,F,27,27,False,29.0,23.0,2.0,1.0,5.0,6.0,18.0,25.0,1.0,7.0,,,,,71.0,43.0,7.2,11.0,0.019,0.0885,0.223647,1,,2.0,,,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,,,1.0,,True,1.0,,,,
11407398,home,Lecce,Joan González,,,joan-gonzalez,J. González,M,,190,178,M,1137730,EUR,1012521600,M,16,16,True,10.0,10.0,,,3.0,3.0,7.0,7.0,,1.0,,,,,29.0,15.0,6.5,1.0,0.0,0.0,0.011614,0,,,,1.0,2.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,
11407398,home,Lecce,Patrick Dorgu,,,dorgu-patrick,P. Dorgu,M,13,185,26643,M,1397168,EUR,1098748800,D,13,13,True,9.0,6.0,1.0,,3.0,4.0,3.0,8.0,,2.0,,,,,29.0,25.0,7.0,8.0,0.0,0.0,0.00373181,0,,3.0,,,1.0,8.0,,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,,,1.0,,,,1.0,,,,,,Odogwu,,,
11407398,home,Lecce,Rémi Oudin,,,remi-oudin,R. Oudin,M,28,185,292,M,842709,EUR,848275200,M,10,10,True,8.0,7.0,1.0,,3.0,3.0,5.0,8.0,,3.0,,,,,29.0,13.0,6.5,4.0,0.0,0.0,0.037915,0,,3.0,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11407398,home,Lecce,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,True,6.0,6.0,,,2.0,2.0,4.0,4.0,,,,,,,19.0,10.0,6.8,1.0,0.0791,0.0194,0.0101238,2,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,
11407398,home,Lecce,Jeppe Corfitzen,,,corfitzen-jeppe,J. Corfitzen,F,,179,126,M,1387352,EUR,1104278400,F,24,24,True,3.0,2.0,,,,1.0,2.0,2.0,,,,,,,8.0,6.0,6.4,2.0,0.0,0.0,0.00079932,0,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
11407398,home,Lecce,Jasper Samooja,,,samooja-jasper,J. Samooja,G,32,189,137,M,999192,EUR,1058745600,G,40,40,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407398,home,Lecce,Federico Brancolini,,,federico-brancolini,F. Brancolini,G,12,192,112,M,848420,EUR,995068800,G,21,21,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407398,home,Lecce,Ahmed Touba,,,ahmed-touba,A. Touba,D,5,190,4985,M,856216,EUR,889747200,D,59,59,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Toubaahmed59,,,
11407398,home,Lecce,Lorenzo Venuti,,,lorenzo-venuti,L. Venuti,D,18,176,101,M,357756,EUR,797644800,D,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
