match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_aerialLost,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_punches,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork
11409062,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,10,10,True,12.0,11.0,,,9.0,9.0,2.0,3.0,,1.0,,,,,,32.0,21.0,6.5,7.0,0.00132099,1,,,3.0,,1.0,,,,,,,0.0186,,1.0,,3.0,André Luiz,,,,,1.0,,1.0,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,True,22.0,14.0,3.0,1.0,7.0,8.0,7.0,14.0,1.0,2.0,,,,,,32.0,27.0,6.4,9.0,0.00405009,0,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,True,9.0,6.0,,,4.0,7.0,2.0,2.0,1.0,2.0,,,,,,32.0,13.0,6.7,4.0,0.00087544,0,,,,2.0,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
11409062,home,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,20,20,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,1.0,,,,,,24.0,10.0,6.6,2.0,0.0115651,1,,1.0,4.0,3.0,,,,,,1.0,1.0,0.0578,,1.0,1.0,,,,,,,2.0,,1.0,,,1.0,0.3394,,,,,,,,
11409062,home,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175,472,M,1410342,EUR,954374400,D,25,25,True,12.0,11.0,1.0,1.0,8.0,9.0,3.0,3.0,,1.0,,,,,,9.0,12.0,6.3,1.0,0.00129258,0,,,,,,,,,,,,,,,,,Shinga,,,,,,,,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Wagner,wagner,Wagner,G,28,188,43,M,1400276,EUR,893721600,G,98,98,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Tiago Gabriel,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,91,91,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Tiago Gabriel,,,,,,,,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,home,CF Estrela Amadora,Gustavo Henrique,gustavo-henrique,G. Henrique,F,,176,39,M,1066975,EUR,927504000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,away,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,966616,EUR,996624000,G,1,1,False,14.0,14.0,2.0,2.0,14.0,14.0,,,1.0,5.0,1.0,3.0,3.0,,,90.0,25.0,7.1,,5.692e-05,0,-0.2097,2.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,anatoliytrubin81,1.0,,,,,
11409062,away,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,D,8,8,False,58.0,51.0,1.0,1.0,20.0,21.0,32.0,38.0,2.0,5.0,,,,,,90.0,82.0,7.2,13.0,0.115734,1,,1.0,4.0,5.0,,,1.0,4.0,3.0,,,0.0879,2.0,2.0,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,
11409062,away,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,4,4,False,61.0,58.0,3.0,3.0,35.0,38.0,23.0,23.0,5.0,4.0,,,,,,90.0,73.0,6.9,6.0,0.00790988,0,,2.0,1.0,3.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,antoniosilva.66,,,,,,
11409062,away,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,72.0,64.0,5.0,1.0,35.0,37.0,29.0,35.0,4.0,6.0,,,,,,90.0,85.0,7.4,10.0,0.0126529,1,,1.0,7.0,5.0,,,2.0,4.0,2.0,,,0.5303,1.0,,,,,,True,,,1.0,,5.0,,,1.0,0.3151,1.0,Notamendi30,,,1.0,,,
11409062,away,Benfica,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,5,5,False,44.0,38.0,1.0,1.0,14.0,16.0,24.0,29.0,,3.0,,,,,,90.0,65.0,6.9,11.0,0.0329235,0,,,6.0,4.0,,,1.0,2.0,2.0,1.0,1.0,,5.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
11409062,away,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,False,95.0,86.0,6.0,4.0,43.0,44.0,43.0,51.0,,9.0,,,,,,90.0,110.0,7.2,11.0,0.0374042,2,,,6.0,7.0,,,1.0,2.0,,3.0,2.0,0.1139,2.0,3.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,joao_neves,,2.0,,,,
11409062,away,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,907461,EUR,978048000,M,10,10,False,60.0,54.0,3.0,3.0,19.0,19.0,35.0,42.0,,4.0,,,,,,45.0,66.0,7.2,7.0,0.0525468,1,,,2.0,3.0,,,,1.0,1.0,2.0,2.0,0.0459,,,,,,,,1.0,,,,,,,1.0,0.1908,,orkunkokcu,,,,,,
11409062,away,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,30027,EUR,571795200,M,11,11,False,55.0,39.0,9.0,5.0,11.0,12.0,31.0,52.0,,2.0,,,,,,87.0,79.0,8.3,27.0,0.852444,1,,,3.0,6.0,,,,1.0,1.0,1.0,,0.0251,1.0,5.0,4.0,2.0,,,,9.0,3.0,1.0,4.0,,,1.0,,,,ÁDiMaría,,1.0,,1.0,2.0,
11409062,away,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,18.0,14.0,1.0,,5.0,5.0,9.0,13.0,,5.0,,,,,,75.0,30.0,7.3,9.0,0.0111058,3,,,2.0,3.0,1.0,,,2.0,1.0,1.0,1.0,0.6349,1.0,,,4.0,,,,,,1.0,1.0,,1.0,1.0,2.0,0.7102,1.0,Rafa_Silva,,,,,,
11409062,away,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,40.0,33.0,2.0,1.0,5.0,7.0,29.0,34.0,1.0,8.0,,,,,,75.0,53.0,6.6,13.0,0.156008,2,,,4.0,2.0,1.0,,,2.0,,,,0.1578,,4.0,,2.0,,,,1.0,1.0,,2.0,,,,1.0,0.0365,,JoaoMario,,,,,,
11409062,away,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,870762,EUR,893462400,F,9,9,False,18.0,14.0,,,3.0,3.0,11.0,15.0,1.0,2.0,,,,,,75.0,32.0,7.7,10.0,0.0487858,5,,3.0,5.0,4.0,2.0,,,,,,1.0,1.1061,1.0,2.0,1.0,3.0,,,,,,1.0,2.0,1.0,1.0,,2.0,1.2562,1.0,arthurcabral9,,1.0,,,,1.0
11409062,away,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,True,44.0,41.0,2.0,1.0,18.0,19.0,23.0,25.0,,2.0,,,,,,45.0,54.0,6.8,6.0,0.00882279,0,,,5.0,4.0,,,1.0,3.0,1.0,1.0,2.0,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
11409062,away,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,True,11.0,8.0,,,4.0,4.0,5.0,9.0,,3.0,,,,,,15.0,15.0,6.6,6.0,0.00426232,0,,,1.0,,,,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
11409062,away,Benfica,Marcos Leonardo,marcos-leonardo,M. Leonardo,F,9,177,22760,M,1047227,EUR,1051833600,F,36,36,True,6.0,5.0,,,1.0,1.0,4.0,5.0,,3.0,,,,,,15.0,7.0,7.4,1.0,0.00951043,1,,,,,,,,,,,,0.5947,,,,,,,,,,,,,,2.0,1.0,0.9009,1.0,marcosleonardo09,,,,,,
11409062,away,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,F,7,7,True,15.0,12.0,1.0,1.0,1.0,1.0,11.0,14.0,,2.0,,,,,,15.0,18.0,7.0,6.0,0.0786391,0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,davidneres,,,,1.0,1.0,
11409062,away,Benfica,Benjamín Rollheiser,benjamin-rollheiser,B. Rollheiser,M,32,175,4218,M,922454,EUR,953856000,F,32,32,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,8.0,6.0,6.6,,0.00119029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,away,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,away,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,983542,EUR,1021507200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,away,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,1085081,EUR,1048377600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409062,away,Benfica,Tiago Gouveia,tiago-gouveia,T. Gouveia,F,47,176,1493,M,976410,EUR,992822400,F,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
