match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_shotOffTarget,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_punches
14062167,home,1. FC Köln,Marvin Schwäbe,,,marvin-schwabe,M. Schwäbe,G,1,189,324,M,187185,EUR,798768000,G,1,1,False,True,42.0,22.0,33.0,13.0,0.0,8.0,9.0,14.0,33.0,10.0,3.0,5.0,1.0,1.0,90.0,56.0,5.8,21.0,0.0108906,116.80305994422,11.0,113.61,48.825,49.75751570366,1.0,0.2031,0,-0.8185,0.21,0.07,-0.28,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062167,home,1. FC Köln,Sebastian Sebulonsen,,,sebastian-sebulonsen,S. Sebulonsen,M,28,187,234,M,1020206,EUR,948931200,D,28,28,False,,20.0,16.0,1.0,,0.0,12.0,14.0,4.0,6.0,5.0,,,,,90.0,39.0,5.8,11.0,0.0100468,70.467547003866,4.0,28.98,25.935,41.1062512156,1.0,,0,,-0.02,0.02,-0.57,,2.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
14062167,home,1. FC Köln,Jahmai Simpson-Pusey,Jahmai Simpson-Pusey,,jahmai-simpson-pusey,J. Simpson-Pusey,D,4,187,1909,M,1402924,EUR,1131062400,D,22,22,False,,39.0,33.0,5.0,3.0,0.0,25.0,27.0,8.0,12.0,5.0,,,,,90.0,54.0,6.3,7.0,0.00631539,114.76822074642,17.0,26.25,13.755,,,,1,,0.1,0.06,-0.42,,,,3.0,,1.0,1.0,8.0,2.0,1.0,,1.0,1.0,1.0,1.0,0.0641,-0.07,,,,,,,,,,,,,,,,,
14062167,home,1. FC Köln,Cenk Özkaçar,,,cenk-ozkacar,C. Özkaçar,D,39,190,731,M,953097,EUR,970790400,D,39,39,False,,28.0,20.0,3.0,1.0,0.0,12.0,14.0,8.0,14.0,2.0,,,,,90.0,42.0,6.3,10.0,0.00937603,29.287541519428,5.0,17.01,14.7,,,,0,,0.07,0.03,-0.34,,,6.0,6.0,1.0,,,1.0,,4.0,3.0,2.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
14062167,home,1. FC Köln,Jan Thielmann,,,thielmann-jan,J. Thielmann,M,29,178,397,M,1010726,EUR,1022371200,M,29,29,False,,15.0,9.0,2.0,1.0,0.0,5.0,8.0,4.0,7.0,3.0,,,,,85.0,38.0,6.7,10.0,0.0017469,82.517937354105,10.0,60.48,14.07,16.473479413894,1.0,,0,,-0.07,0.2,-0.1,,2.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,
14062167,home,1. FC Köln,Tom Krauß,,,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,5,5,False,,22.0,18.0,3.0,2.0,0.0,6.0,6.0,12.0,16.0,7.0,,,,,90.0,47.0,7.3,8.0,0.0239933,109.60589321041,11.0,64.155,29.61,29.747417299658,1.0,,0,,0.42,0.01,-0.18,,1.0,2.0,8.0,1.0,,,2.0,5.0,5.0,1.0,,,,2.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,
14062167,home,1. FC Köln,Jakub Kamiński,,,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,,17.0,14.0,,,0.0,6.0,7.0,8.0,10.0,4.0,,,,,90.0,36.0,6.9,6.0,0.00686973,48.167142578968,6.0,36.54,10.29,14.62349287961,1.0,,2,,-0.08,0.16,-0.2,,,1.0,5.0,,2.0,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,0.0967,0.08,,,1.0,,,,jakub.kaminskii,1.0,0.656,,,,,,,,
14062167,home,1. FC Köln,Kristoffer Lund,,,kristoffer-lund,K. Lund,D,32,184,391,M,963043,EUR,1021334400,M,32,32,False,,10.0,8.0,2.0,,0.0,1.0,1.0,7.0,9.0,2.0,,,,,78.0,41.0,6.5,13.0,0.0626281,57.007221583495,5.0,51.45,27.825,,,,1,,0.03,0.12,-0.09,,7.0,3.0,4.0,1.0,1.0,,3.0,1.0,3.0,2.0,,,,2.0,0.038,-0.04,,1.0,,,1.0,,,,,1.0,1.0,,,,,,
14062167,home,1. FC Köln,Linton Maina,,,linton-maina,L. Maina,M,37,173,490,M,921033,EUR,930096000,F,37,37,False,,12.0,10.0,,,0.0,7.0,8.0,3.0,4.0,7.0,,,,,67.0,21.0,7.8,5.0,0.0331738,80.942340171559,4.0,75.81,51.765,52.981451178691,1.0,,1,,0.12,0.31,-0.01,,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,0.1336,0.51,,,,,,1.0,,1.0,0.0714,1.0,,1.0,1.0,,,,
14062167,home,1. FC Köln,Ragnar Ache,,,ragnar-ache,R. Ache,F,9,182,1324,M,877544,EUR,901584000,F,9,9,False,,16.0,6.0,,,0.0,2.0,3.0,4.0,13.0,1.0,,,,,78.0,26.0,6.9,15.0,0.00568191,10.620389328498,2.0,5.775,6.93,7.3496669312289,1.0,,1,,-0.14,0.11,0.19,,,10.0,13.0,,,,2.0,,,,13.0,,,3.0,0.0501,-0.35,8.0,2.0,,,,1.0,,,,,1.0,,,2.0,,,
