match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_expectedGoals,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wasFouled,stat_wonContest,stat_goals,stat_hitWoodwork,stat_totalOffside
12450208,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,18.0,16.0,7.0,5.0,0.0,13.0,14.0,3.0,4.0,15.0,4.0,2.0,2.0,1.0,1.0,90.0,36.0,7.3,2.0,0.00049338,0,-0.5476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450208,home,Nice,Mohamed Abdelmonem,mohamed-abdelmonem,M. Abdelmonem,D,33,183,28932,M,mohamed_abdelmonem66,926506,EUR,917827200,D,5,5,False,73.0,71.0,4.0,3.0,0.0,26.0,26.0,45.0,48.0,8.0,,,,,,90.0,86.0,7.1,4.0,0.0377159,0,,,,1.0,3.0,2.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12450208,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,D,55,55,False,97.0,92.0,4.0,1.0,0.0,38.0,39.0,54.0,58.0,8.0,,,,,,90.0,104.0,5.8,8.0,0.0462379,1,,,,,3.0,2.0,6.0,2.0,1.0,1.0,1.0,,,,2.0,1.0,True,1.0,1.0,1.0,1.0,1.0,0.1968,,,,,,,,,,,,
12450208,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,82.0,75.0,4.0,,0.0,33.0,35.0,43.0,51.0,6.0,,,,,,90.0,104.0,7.0,16.0,0.471662,1,,,,4.0,,2.0,5.0,2.0,1.0,7.0,,1.0,,,2.0,,,1.0,,,,,0.0132,1.0,3.0,1.0,0.0363,2.0,,,,,,,
12450208,home,Nice,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,,821728,EUR,717379200,M,92,92,False,34.0,27.0,,,0.0,9.0,10.0,20.0,32.0,3.0,,,,,,90.0,53.0,7.5,15.0,0.859136,2,,,,8.0,,1.0,5.0,4.0,1.0,,,1.0,2.0,1.0,,2.0,,2.0,,,,,0.1134,2.0,,,,4.0,2.0,2.0,1.0,,,,
12450208,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,6,6,False,37.0,30.0,4.0,3.0,0.0,10.0,10.0,20.0,27.0,8.0,,,,,,90.0,55.0,8.0,10.0,0.323119,3,,,,,1.0,1.0,3.0,10.0,,1.0,,1.0,3.0,3.0,1.0,,,,,,,,0.1399,,6.0,2.0,0.786,1.0,,1.0,2.0,4.0,,,
12450208,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,8,8,False,53.0,49.0,1.0,,0.0,10.0,10.0,39.0,43.0,5.0,,,,,,90.0,66.0,8.1,5.0,0.134259,2,,,,,,,,4.0,,1.0,,2.0,2.0,2.0,1.0,,,,,,,,0.6292,,1.0,2.0,0.6794,,,,1.0,1.0,1.0,,
12450208,home,Nice,Ali Abdi,ali-abdi,A. Abdi,M,2,183,4213,M,,919027,EUR,756345600,M,2,2,False,30.0,28.0,,,0.0,12.0,13.0,16.0,22.0,5.0,,,,,,69.0,52.0,7.6,8.0,0.0304299,3,,,,5.0,3.0,,5.0,4.0,,2.0,,2.0,3.0,1.0,,2.0,,1.0,1.0,1.0,,,0.9851,,1.0,2.0,1.1297,1.0,,,,1.0,1.0,1.0,1.0
12450208,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,bouanani,1153265,EUR,1102464000,F,19,19,False,26.0,21.0,1.0,1.0,1.0,1.0,1.0,21.0,27.0,3.0,,,,,,68.0,38.0,7.6,10.0,0.623596,1,,Badredine Bouanani,,2.0,1.0,,5.0,2.0,,,,1.0,1.0,,1.0,1.0,,2.0,,,,,0.0742,1.0,2.0,1.0,0.4619,3.0,1.0,,,1.0,,,
12450208,home,Nice,Jérémie Boga,jeremie-boga,J. Boga,F,13,172,4912,M,jeremieboga,367056,EUR,852249600,F,7,7,False,34.0,31.0,,,0.0,7.0,7.0,24.0,27.0,1.0,,,,,,68.0,40.0,7.0,6.0,0.158792,1,,,,,,,1.0,,,,,,,,,,,,,1.0,,,0.0199,,1.0,,,2.0,,,,,,,
