match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_challengeLost,stat_fouls,player_firstName,stat_dispossessed,stat_unsuccessfulTouch,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalOffside,player_lastName,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot
13189416,home,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188.0,26081,M,KepaA,232422,EUR,781142400,G,13,13,False,34.0,27.0,13.0,6.0,0.0,25.0,28.0,2.0,6.0,1.0,4.0,1.0,1.0,1.0,90.0,37.0,6.5,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189416,home,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178.0,1260,M,,943645,EUR,946944000,D,37,37,False,24.0,20.0,2.0,,0.0,13.0,14.0,8.0,12.0,,6.0,,,,45.0,39.0,6.7,8.0,1,2.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
13189416,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189.0,17070,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,71.0,61.0,12.0,5.0,0.0,45.0,47.0,16.0,24.0,,4.0,,,,90.0,75.0,6.9,10.0,0,,,,,1.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13189416,home,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195.0,161561,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,False,82.0,74.0,10.0,6.0,0.0,55.0,59.0,19.0,23.0,1.0,4.0,,,,90.0,87.0,6.6,9.0,0,,,1.0,4.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
13189416,home,Bournemouth,Julio Soler,julio-soler,J. Soler,D,20,175.0,3909,M,,1201520,EUR,1108512000,D,20,20,False,24.0,22.0,,,0.0,15.0,16.0,7.0,9.0,4.0,1.0,,,,90.0,52.0,6.9,9.0,1,1.0,,1.0,3.0,5.0,1.0,,1.0,2.0,,2.0,3.0,2.0,,,,Julio Soler,1.0,1.0,,,,,,,,,,,,
13189416,home,Bournemouth,James Hill,james-hill,J. Hill,D,23,184.0,569,M,,1156586,EUR,1010620800,M,23,23,False,49.0,43.0,4.0,2.0,0.0,27.0,30.0,16.0,20.0,1.0,7.0,,,,90.0,66.0,7.2,11.0,2,1.0,,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
13189416,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175.0,2920,M,,800419,EUR,918950400,M,12,12,False,62.0,55.0,2.0,2.0,0.0,43.0,45.0,12.0,17.0,3.0,6.0,,,,89.0,74.0,7.2,7.0,0,,,,5.0,7.0,,,,1.0,1.0,,4.0,3.0,2.0,1.0,4.0,,,,,,,,,,,,,,,
13189416,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173.0,1279,M,,855731,EUR,868320000,M,7,7,False,45.0,34.0,5.0,3.0,2.0,19.0,21.0,15.0,28.0,1.0,3.0,,,,77.0,57.0,8.6,16.0,3,4.0,,,4.0,1.0,1.0,1.0,,,4.0,,,,,2.0,1.0,,1.0,,2.0,True,1.0,1.0,,,,,,,,
13189416,home,Bournemouth,Ben Winterburn,ben-winterburn,B. Winterburn,M,16,185.0,93,M,,2007889,EUR,1094256000,M,47,47,False,18.0,12.0,,,0.0,9.0,12.0,3.0,7.0,1.0,4.0,,,,90.0,30.0,6.6,9.0,1,1.0,,5.0,9.0,7.0,1.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
13189416,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171.0,6947,M,justinkluivert,851596,EUR,925862400,M,19,19,False,24.0,21.0,,,1.0,7.0,7.0,14.0,19.0,2.0,3.0,,,,67.0,34.0,8.3,8.0,3,2.0,,,5.0,,1.0,,1.0,,4.0,,,,,,3.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,
