match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_bigChanceMissed,stat_outfielderBlock,stat_errorLeadToAShot,stat_dispossessed,stat_interceptionWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded
11352642,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,21.0,19.0,3.0,1.0,18.0,18.0,1.0,3.0,8.0,2.0,2.0,90.0,28.0,7.1,3.0,0.00167936,0,0.3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,90.0,73.0,8.0,3.0,43.0,48.0,33.0,54.0,4.0,,,90.0,122.0,8.6,27.0,0.623283,1,,1.0,12.0,3.0,1.0,3.0,9.0,2.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,0.0402,5.0,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,False,77.0,68.0,5.0,,56.0,60.0,12.0,17.0,6.0,,,90.0,82.0,7.1,9.0,0.0159348,2,,,,,3.0,2.0,4.0,,,1.0,,,,,1.0,0.082,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11352642,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,85.0,71.0,13.0,8.0,59.0,63.0,12.0,22.0,11.0,,,90.0,94.0,7.2,16.0,0.0100161,1,,,,,3.0,1.0,4.0,,,1.0,1.0,1.0,1.0,,1.0,0.3314,,,,,,,2.0,1.0,,,,,,,,,,,,,
11352642,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,49.0,38.0,,,27.0,30.0,11.0,20.0,10.0,,,90.0,67.0,6.9,14.0,0.00452807,1,,,1.0,,7.0,5.0,8.0,3.0,,,,,,1.0,,0.1763,,,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
11352642,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,38.0,30.0,6.0,2.0,13.0,16.0,18.0,23.0,7.0,,,90.0,54.0,7.6,10.0,0.386477,2,,,1.0,1.0,1.0,3.0,4.0,,1.0,,3.0,2.0,,,,0.0947,1.0,,1.0,1.0,,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,
11352642,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,46.0,34.0,5.0,3.0,15.0,20.0,20.0,27.0,12.0,,,90.0,72.0,8.3,21.0,0.248593,0,,,1.0,1.0,1.0,4.0,9.0,1.0,1.0,,5.0,4.0,4.0,1.0,,,5.0,,,3.0,2.0,,,,1.0,,2.0,2.0,,,,,,,,,
11352642,home,Newcastle United,Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,7705,M,,994546,EUR,1036540800,M,32,32,False,19.0,16.0,,,6.0,8.0,11.0,12.0,4.0,,,64.0,40.0,6.6,10.0,0.0204663,3,,,1.0,1.0,1.0,6.0,6.0,2.0,,,1.0,,3.0,2.0,1.0,0.5026,,,,4.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,0.0533,,,,,,,
11352642,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,40.0,28.0,1.0,1.0,10.0,12.0,18.0,30.0,7.0,,,89.0,56.0,8.0,16.0,0.0557071,1,,,2.0,,,1.0,7.0,,,,2.0,1.0,,3.0,,0.063,,,,3.0,2.0,,2.0,,,,,1.0,1.0,0.4344,1.0,,,,,,
11352642,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,10.0,9.0,,,6.0,6.0,3.0,4.0,1.0,,,89.0,23.0,6.9,6.0,0.0271609,6,,,,,,3.0,1.0,,,1.0,,,4.0,1.0,1.0,1.8301,2.0,,1.0,1.0,,1.0,,2.0,,,,,4.0,1.561,1.0,1.0,,,,,
11352642,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,22.0,15.0,,,6.0,8.0,9.0,15.0,6.0,,,90.0,46.0,7.6,13.0,0.0158261,3,,,1.0,,2.0,6.0,11.0,1.0,,2.0,4.0,2.0,3.0,3.0,1.0,0.0548,,,2.0,2.0,2.0,,,,,,2.0,,1.0,0.04,,,1.0,,,,
11352642,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,F,7,7,True,1.0,1.0,,,,,1.0,1.0,,,,4.0,1.0,,,0.0002673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,True,12.0,12.0,,,8.0,8.0,4.0,4.0,1.0,,,22.0,15.0,6.7,1.0,0.0117721,0,,,,,,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
11352642,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,True,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,,,,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Matt Targett,,,matt-targett,M. Targett,D,3,183,816,M,,368134,EUR,811382400,D,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Paul Dummett,,,paul-dummett,P. Dummett,D,,183,154,M,,185995,EUR,685843200,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352642,away,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,,980643,EUR,1034208000,G,1,1,False,57.0,33.0,28.0,6.0,30.0,35.0,3.0,22.0,14.0,3.0,5.0,90.0,73.0,7.3,25.0,0.00087184,0,0.0887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
11352642,away,Burnley,Connor Roberts,,,connor-roberts,C. Roberts,D,14,175,396,M,,804613,EUR,811814400,D,14,14,False,35.0,26.0,4.0,2.0,16.0,22.0,10.0,13.0,4.0,,,88.0,57.0,6.1,12.0,0.0106889,0,,,,,1.0,4.0,4.0,2.0,,,2.0,,,1.0,,,,,1.0,1.0,,,5.0,,1.0,1.0,,,,,,,,,,1.0,
11352642,away,Burnley,Ameen Al-Dakhil,Ameen,Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,551,M,,1979970,EUR,1015372800,D,28,28,False,49.0,38.0,5.0,2.0,34.0,38.0,4.0,11.0,8.0,,,90.0,60.0,6.1,15.0,0.00088194,1,,,,,2.0,3.0,3.0,,,,1.0,,2.0,,2.0,0.061,,,,,,,3.0,,,,1.0,,1.0,0.1477,,,,,,,1.0
11352642,away,Burnley,Jordan Beyer,,,jordan-beyer,J. Beyer,D,36,187,325,M,,927175,EUR,958694400,D,5,5,False,60.0,55.0,5.0,3.0,43.0,45.0,12.0,15.0,10.0,,,90.0,70.0,6.8,7.0,0.00251845,0,,,,,,4.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,3.0,,3.0,,,1.0,,,,,,,,,
11352642,away,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,248,M,,166381,EUR,748224000,D,3,3,False,51.0,46.0,4.0,2.0,33.0,37.0,13.0,15.0,8.0,,,90.0,67.0,6.4,7.0,0.00274377,0,,,1.0,,,4.0,1.0,,,,1.0,1.0,,,1.0,,,,2.0,1.0,,,3.0,,1.0,,,,,,,,,,,,
11352642,away,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,,792122,EUR,828835200,M,24,24,False,67.0,56.0,4.0,2.0,37.0,43.0,19.0,24.0,8.0,,,90.0,77.0,6.7,11.0,0.0157449,1,,,,,,4.0,4.0,2.0,,1.0,2.0,2.0,,2.0,1.0,0.0223,,,1.0,,,,4.0,,,,,1.0,,,,,,,,,
11352642,away,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,,793167,EUR,887414400,M,16,16,False,38.0,33.0,,,22.0,22.0,11.0,16.0,4.0,,,88.0,52.0,7.1,7.0,0.0644972,1,,,,,3.0,2.0,7.0,,,,2.0,,1.0,2.0,,0.0692,2.0,,1.0,,,1.0,2.0,,1.0,,1.0,1.0,,,,,,,,,
11352642,away,Burnley,Luca Koleosho,Luca Koleosho,,luca-koleosho,L. Koleosho,M,24,175,1584,M,,1216282,EUR,1095206400,M,30,30,False,14.0,7.0,2.0,,1.0,3.0,6.0,12.0,5.0,,,58.0,28.0,6.1,16.0,0.134197,0,,,1.0,,,14.0,2.0,3.0,1.0,,,,2.0,,,,1.0,,6.0,6.0,2.0,,,,,,1.0,,,,,1.0,,,,,
11352642,away,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,,358394,EUR,819331200,M,8,8,False,33.0,25.0,1.0,,15.0,19.0,11.0,17.0,3.0,,,90.0,47.0,6.5,13.0,0.0532913,0,,,3.0,1.0,1.0,9.0,3.0,,,,2.0,1.0,1.0,,4.0,,1.0,True,3.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,
11352642,away,Burnley,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,30,180,736,M,,1000142,EUR,1043107200,M,21,21,False,14.0,12.0,,,9.0,10.0,3.0,4.0,4.0,,,67.0,32.0,5.9,12.0,0.00205427,0,,,,,,9.0,1.0,,,,,,2.0,,2.0,,,,,4.0,1.0,,1.0,,,,4.0,,,,,,,,,,
11352642,away,Burnley,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,,990550,EUR,975888000,F,25,25,False,8.0,6.0,3.0,1.0,5.0,6.0,1.0,2.0,3.0,,,58.0,18.0,6.3,4.0,0.00013734,2,,,,,,5.0,4.0,1.0,,1.0,1.0,,2.0,1.0,3.0,0.3025,,,1.0,2.0,2.0,,,1.0,,,,,1.0,0.2097,,,,,,,
11352642,away,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,,809276,EUR,906163200,F,34,34,True,8.0,6.0,,,1.0,3.0,5.0,5.0,2.0,,,32.0,14.0,6.6,5.0,0.0242884,1,,,,,,3.0,1.0,,,1.0,,,2.0,,,0.1213,,,2.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,,,,
