match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_challengeLost,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_outfielderBlock,player_sofascoreId,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside
11388408,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191,51,M,128992,EUR,753580800,G,1,1,False,36.0,15.0,27.0,6.0,0.0,9.0,12.0,6.0,24.0,11.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,7.0,21.0,0.0137871,0,0.5935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388408,home,Fortuna Sittard,Ivo Pinto,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,45.0,35.0,8.0,4.0,0.0,13.0,16.0,25.0,36.0,3.0,,,,,,90.0,65.0,7.2,16.0,0.21952,0,,True,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11388408,home,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,46.0,40.0,4.0,,0.0,23.0,25.0,17.0,22.0,3.0,,,,,,90.0,55.0,7.0,9.0,0.0663103,1,,,1.0,,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,Rodrigo,Guth,3.0,1.0,1.0,1.0,0.1131,,,,,,,,,,,,,,,
11388408,home,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,46.0,38.0,7.0,2.0,0.0,31.0,33.0,7.0,13.0,5.0,,,,,,75.0,56.0,6.9,9.0,0.00827432,2,,,,,1.0,4.0,6.0,1.0,1.0,1.0,1.0,,Dimitrios,Siovas,4.0,2.0,2.0,1.0,0.0183,2.0,1.0,,,,,,,,,,,,,
11388408,home,Fortuna Sittard,Mitchell Dijks,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,False,52.0,45.0,7.0,4.0,0.0,28.0,31.0,18.0,22.0,7.0,,,,,,90.0,67.0,7.3,9.0,0.0351776,3,,,1.0,1.0,,2.0,4.0,1.0,,,,2.0,,,2.0,2.0,,,0.0693,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,
11388408,home,Fortuna Sittard,Deroy Duarte,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,29.0,25.0,2.0,2.0,0.0,11.0,13.0,14.0,16.0,4.0,,,,,,90.0,38.0,7.0,6.0,0.0173893,2,,,,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,0.05,,,,,,1.0,,,,,,,,,
11388408,home,Fortuna Sittard,Rosier Loreintz,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,33.0,27.0,3.0,1.0,0.0,12.0,14.0,15.0,19.0,6.0,,,,,,90.0,48.0,7.0,9.0,0.0333619,3,,,,,,4.0,5.0,1.0,3.0,2.0,1.0,1.0,,,2.0,1.0,1.0,2.0,0.1147,2.0,,1.0,,2.0,,1.0,,,,,,,,
11388408,home,Fortuna Sittard,Justin Lonwijk,justin-lonwijk,J. Lonwijk,M,17,189,264,M,875673,EUR,945734400,M,21,21,False,19.0,12.0,1.0,,0.0,3.0,5.0,9.0,17.0,2.0,,,,,,75.0,41.0,7.1,16.0,0.0160004,4,,,3.0,,1.0,6.0,8.0,,1.0,1.0,2.0,,,,5.0,2.0,1.0,3.0,0.3873,,2.0,3.0,,1.0,,,1.0,0.0703,,,,,,
11388408,home,Fortuna Sittard,Kristoffer Peterson,kristoffer-peterson,K. Peterson,M,7,180,133,M,366942,EUR,785980800,M,8,8,False,20.0,12.0,1.0,1.0,0.0,4.0,7.0,14.0,24.0,,,,,,,74.0,42.0,7.6,18.0,0.20839,3,,,11.0,6.0,,2.0,1.0,1.0,,,1.0,3.0,,,1.0,1.0,,3.0,0.1417,,,,,,1.0,,2.0,0.9117,1.0,,,,,
11388408,home,Fortuna Sittard,Íñigo Cordoba,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,36.0,25.0,3.0,1.0,0.0,11.0,15.0,16.0,30.0,6.0,,,,,,89.0,65.0,7.8,22.0,0.164598,2,,,9.0,2.0,1.0,4.0,6.0,,2.0,2.0,1.0,2.0,,,,2.0,3.0,2.0,0.0699,,1.0,4.0,3.0,,1.0,,,,,1.0,,,,
