match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_expectedGoals,captain,stat_wonContest,stat_bigChanceCreated,stat_lastManTackle,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_errorLeadToAShot,stat_penaltyConceded,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_penaltyWon,stat_clearanceOffLine
12764399,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4360,M,249859,EUR,727401600,G,1,1,False,38.0,32.0,13.0,7.0,0.0,28.0,29.0,4.0,9.0,1.0,1.0,12.0,1.0,2.0,1.0,1.0,3.0,90.0,51.0,7.2,7.0,0.00404548,0,-0.3935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Rick Karsdorp,,,rick-karsdorp,R. Karsdorp,D,,182,704,M,363792,EUR,792460800,D,2,2,False,27.0,22.0,5.0,4.0,0.0,16.0,16.0,6.0,11.0,,2.0,3.0,,,,,,66.0,39.0,6.3,8.0,0.0229968,0,,3.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Armando Obispo,,,armando-obispo,A. Obispo,D,4,184,451,M,825838,EUR,920592000,D,4,4,False,65.0,57.0,6.0,2.0,0.0,43.0,46.0,14.0,20.0,1.0,3.0,5.0,,,,,,76.0,79.0,7.0,10.0,0.0127151,1,,2.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,0.0492,,,,,,,,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,77.0,68.0,10.0,6.0,0.0,54.0,57.0,14.0,20.0,2.0,3.0,3.0,,,,,,90.0,86.0,6.7,10.0,0.0113845,0,,1.0,,,2.0,1.0,,,,1.0,,,3.0,,,True,,,,,,,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Mauro Júnior,,,mauro-junior,M. Júnior,D,17,171,1141,M,893499,EUR,925948800,D,17,17,False,43.0,41.0,2.0,1.0,0.0,26.0,26.0,15.0,18.0,,5.0,8.0,,,,,,90.0,60.0,7.2,8.0,0.107285,0,,5.0,2.0,3.0,,4.0,3.0,3.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6810,M,1088896,EUR,1050796800,M,11,11,False,41.0,32.0,4.0,2.0,0.0,8.0,11.0,24.0,31.0,2.0,9.0,4.0,4.0,,,,,90.0,54.0,7.9,13.0,0.109109,1,,1.0,,1.0,,2.0,,1.0,1.0,,1.0,,,,0.2271,,1.0,,,,,2.0,johanbakayoko,1.0,1.0,0.7628,,,,,,,,
12764399,home,PSV Eindhoven,Tygo Land,,,land-tygo,T. Land,M,18,180,852,M,1441117,EUR,1136937600,M,28,28,False,43.0,35.0,,,0.0,16.0,21.0,19.0,22.0,,3.0,4.0,1.0,,,,,90.0,56.0,6.4,11.0,0.019986,0,,5.0,1.0,2.0,,2.0,2.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
12764399,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3777,M,850816,EUR,911433600,M,23,23,False,66.0,54.0,9.0,6.0,1.0,25.0,31.0,32.0,44.0,,6.0,5.0,1.0,,,,,90.0,92.0,7.4,21.0,0.335608,2,,4.0,,,,5.0,2.0,1.0,9.0,,1.0,2.0,2.0,1.0,0.1486,,,1.0,,3.0,,3.0,,,,,3.0,1.0,1.0,,,,,
12764399,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23319,M,1063767,EUR,980640000,M,34,34,False,25.0,21.0,,,0.0,7.0,9.0,14.0,18.0,,9.0,9.0,2.0,,,,,76.0,57.0,7.4,15.0,0.0316774,3,,9.0,,4.0,1.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,,0.3804,,1.0,,,2.0,1.0,,ismaelsaibari,1.0,1.0,0.552,,,,1.0,,,,
12764399,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3726,M,986395,EUR,1042070400,F,14,14,False,19.0,15.0,,,1.0,7.0,9.0,8.0,10.0,,,1.0,,,,,,76.0,23.0,7.9,5.0,0.0891046,1,,1.0,,,,,,1.0,,1.0,,,,,0.2227,,,,,,,2.0,,1.0,1.0,0.8683,,,,,,,,
