match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_fouls,stat_totalOffside,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,stat_goals,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalAssist
10411517,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202,6222,M,356160,EUR,856396800,G,32,32,False,32.0,28.0,13.0,9.0,24.0,24.0,4.0,8.0,3.0,1.0,1.0,1.0,90.0,35.0,6.4,4.0,0.0,0.0,0.00156355,0,-0.5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411517,home,Torino,Koffi Djidji,koffi-djidji,K. Djidji,D,,184,149,M,158235,EUR,723081600,D,26,26,False,60.0,53.0,6.0,4.0,27.0,30.0,27.0,35.0,3.0,,,,88.0,69.0,6.7,12.0,0.231,0.0,0.0774325,1,,,,5.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411517,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191,844,M,831677,EUR,943574400,D,3,3,False,56.0,51.0,10.0,8.0,27.0,29.0,24.0,27.0,10.0,,,,90.0,67.0,7.3,6.0,0.08,0.0,0.014872,1,,,,,,2.0,3.0,3.0,6.0,1.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411517,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,13,13,False,63.0,56.0,10.0,4.0,30.0,32.0,26.0,34.0,3.0,,,,90.0,73.0,6.8,10.0,0.0,0.0,0.0171076,0,,,,3.0,,1.0,2.0,3.0,2.0,,1.0,,,,1.0,2.0,,,,True,1.0,,,,,,,,,,,,,,
10411517,home,Torino,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,M,34,34,False,46.0,40.0,2.0,2.0,10.0,12.0,32.0,39.0,3.0,,,,74.0,82.0,7.4,16.0,0.3363,0.4004,0.21625,4,,,,5.0,2.0,1.0,3.0,5.0,8.0,1.0,2.0,,1.0,1.0,1.0,,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
10411517,home,Torino,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2086,M,371222,EUR,839894400,M,10,10,False,62.0,58.0,8.0,5.0,21.0,23.0,40.0,46.0,6.0,,,,90.0,80.0,8.1,11.0,0.2012,0.4114,0.448664,3,,,,7.0,3.0,,1.0,2.0,3.0,1.0,,,1.0,,,,1.0,1.0,2.0,,1.0,,,,2.0,,1.0,3.0,1.0,1.0,,,,,
10411517,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176,2109,M,189135,EUR,791683200,M,77,77,False,39.0,37.0,3.0,3.0,11.0,11.0,26.0,29.0,2.0,,,,67.0,46.0,6.4,6.0,0.0,0.0,0.0310197,0,,,,1.0,,,1.0,4.0,2.0,,1.0,,,,,,,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,
10411517,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180,1014,M,233826,EUR,827625600,M,19,19,False,54.0,48.0,5.0,3.0,15.0,17.0,37.0,46.0,6.0,,,,90.0,80.0,7.6,12.0,0.0876,0.0,0.406913,1,,,,9.0,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,4.0,,,,,,,
10411517,home,Torino,Aleksei Miranchuk,aleksei-miranchuk,A. Miranchuk,M,59,182,4256,M,324353,EUR,813888000,F,59,59,False,29.0,26.0,3.0,3.0,5.0,5.0,22.0,25.0,2.0,,,,74.0,40.0,6.7,8.0,0.2616,0.0,0.339653,1,,,,1.0,1.0,1.0,,2.0,3.0,1.0,,,2.0,2.0,,,,,1.0,,,1.0,,1.0,,,1.0,3.0,,,Miranchuk,,,,
10411517,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178,5477,M,357596,EUR,875923200,F,16,16,False,26.0,23.0,1.0,1.0,4.0,5.0,19.0,23.0,,,,,90.0,40.0,6.3,9.0,0.9103,0.5885,0.0571544,5,,,,2.0,,1.0,,3.0,,2.0,1.0,,,,,1.0,,,3.0,,1.0,,,2.0,2.0,1.0,,1.0,,,niksivlasic_,1.0,,,
