match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_challengeLost,stat_wonContest,stat_totalOffside
12356168,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,25.0,20.0,10.0,5.0,0.0,18.0,18.0,2.0,7.0,9.0,3.0,2.0,2.0,90.0,36.0,7.6,5.0,0.00023732,0,0.0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Marcos Rocha,marcos-rocha,M. Rocha,D,14,176,2464,M,,82576,EUR,597801600,D,2,2,False,47.0,36.0,8.0,3.0,0.0,17.0,21.0,20.0,29.0,3.0,,,,90.0,75.0,7.6,16.0,0.080057,0,,True,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Kaiky Naves,kaiky-naves,K. Naves,D,4,186,1828,M,,1167068,EUR,1020816000,D,34,34,False,51.0,44.0,3.0,2.0,0.0,30.0,33.0,14.0,18.0,3.0,,,,90.0,76.0,7.7,9.0,0.0254589,1,,,,,11.0,9.0,4.0,2.0,2.0,1.0,,Kaiky Naves,7.0,9.0,10.0,1.0,1.0,4.0,0.0586,,,,,,,,,,,,
12356168,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,51.0,44.0,1.0,1.0,0.0,26.0,26.0,18.0,26.0,3.0,,,,90.0,68.0,7.5,8.0,0.0291729,2,,,1.0,,9.0,8.0,,1.0,1.0,1.0,1.0,,4.0,7.0,6.0,1.0,,2.0,0.2197,,1.0,1.0,1.0,,,,,,,,
12356168,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,41.0,34.0,5.0,3.0,0.0,11.0,14.0,27.0,37.0,7.0,,,,90.0,65.0,8.4,15.0,0.304864,1,,,10.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,,,4.0,1.0,,1.0,,0.3356,,,,,1.0,1.0,1.0,1.0,,,,
12356168,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,37.0,35.0,3.0,3.0,0.0,14.0,14.0,21.0,24.0,3.0,,,,89.0,53.0,6.7,10.0,0.0231288,0,,,1.0,,5.0,2.0,,2.0,1.0,,,,1.0,3.0,6.0,,3.0,1.0,,,,,,1.0,,,,3.0,,,
12356168,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,34.0,31.0,1.0,1.0,0.0,7.0,8.0,24.0,27.0,3.0,,,,90.0,50.0,7.1,4.0,0.0332046,3,,,1.0,,4.0,,,2.0,,1.0,4.0,,5.0,,10.0,,,1.0,0.0795,,,3.0,,1.0,,,,,4.0,1.0,
12356168,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,21.0,18.0,1.0,1.0,2.0,1.0,3.0,17.0,20.0,2.0,,,,76.0,46.0,8.4,12.0,0.787169,5,,,2.0,,9.0,1.0,,1.0,1.0,5.0,2.0,Estêvão,1.0,1.0,8.0,2.0,1.0,,0.1479,,,2.0,,5.0,1.0,1.0,,3.0,1.0,2.0,
12356168,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,33.0,27.0,5.0,2.0,0.0,6.0,7.0,25.0,33.0,4.0,,,,85.0,62.0,7.7,16.0,0.194441,9,,,7.0,4.0,3.0,1.0,,1.0,1.0,1.0,5.0,,,,4.0,3.0,4.0,,0.3191,,,4.0,,3.0,,2.0,,1.0,1.0,1.0,
12356168,home,Palmeiras,Lázaro,lazaro,Lázaro,F,7,181,1899,M,,1002556,EUR,1015891200,M,17,17,False,23.0,16.0,,,0.0,,1.0,16.0,23.0,1.0,,,,75.0,37.0,7.2,10.0,0.047713,5,,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,2.0,2.0,,0.2426,,,2.0,,,,1.0,,,,,
12356168,home,Palmeiras,Rony,rony,Rony,F,11,167,5631,M,Rony,835260,EUR,800150400,F,10,10,False,19.0,15.0,1.0,1.0,0.0,3.0,3.0,12.0,17.0,1.0,,,,89.0,28.0,7.6,10.0,0.0993149,2,,,1.0,,3.0,,,,,,4.0,,2.0,3.0,5.0,,4.0,2.0,0.9552,,,1.0,,,,1.0,1.0,,1.0,,
12356168,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,True,9.0,6.0,2.0,,0.0,4.0,5.0,2.0,4.0,3.0,,,,15.0,13.0,6.5,4.0,0.0281645,0,,,,,2.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0
12356168,home,Palmeiras,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,,931591,EUR,894844800,M,16,16,True,3.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,,,14.0,9.0,6.3,4.0,0.0003881,0,,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,1.0,,
12356168,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,True,1.0,1.0,,,0.0,,,1.0,2.0,,,,,11.0,3.0,6.5,2.0,0.00017674,0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12356168,home,Palmeiras,Fabinho,fabinho,Fabinho,M,5,178,1291,M,,1117513,EUR,1018310400,M,35,35,True,,,,,0.0,,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,F,42,42,True,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0,1.0,,,,1.0,2.0,,1.0,1.343e-05,0,,,,,,,,,,,,José López,1.0,,1.0,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Marcelo Lomba,marcelo-lomba,M. Lomba,G,14,187,2235,M,,34141,EUR,535248000,G,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Gustavo García,gustavo-garcia,G. García,D,2,175,676,M,,1002443,EUR,1010102400,D,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,,1067640,EUR,1031356800,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Vanderlan,,,,,,,,,,,,,,,,,,,
12356168,home,Palmeiras,Rômulo,romulo,Rômulo,M,10,176,1438,M,,1105078,EUR,1002412800,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Rômulo,,,,,,,,,,,,,,,,,,,
