match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_totalClearance,stat_totalTackle,stat_dispossessed,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_penaltyWon,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented,stat_outfielderBlock,stat_errorLeadToAGoal,stat_penaltyConceded
11067464,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,32.0,22.0,18.0,8.0,21.0,24.0,1.0,8.0,6.0,2.0,90.0,38.0,6.8,10.0,0.00081271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067464,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,22.0,19.0,1.0,,11.0,11.0,9.0,14.0,5.0,,68.0,32.0,7.2,7.0,0.446519,0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067464,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,46.0,37.0,7.0,1.0,26.0,28.0,11.0,18.0,3.0,,90.0,57.0,7.1,10.0,0.00286617,0,,,,3.0,5.0,7.0,,2.0,,1.0,2.0,,,,True,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
11067464,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,57.0,53.0,8.0,5.0,39.0,40.0,14.0,17.0,2.0,,90.0,63.0,7.1,5.0,0.0135272,0,,,,,1.0,3.0,,,,1.0,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11067464,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,35.0,27.0,4.0,2.0,14.0,15.0,14.0,23.0,6.0,,90.0,56.0,9.3,14.0,0.0449701,3,1.0,3.0,1.0,,3.0,4.0,1.0,1.0,3.0,2.0,,1.0,,,,1.0,1.0,1.0,,,1.0,2.0,1.0,3.0,2.0,0.8129,1.8126,,,,,,,,,,,,
11067464,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,21.0,14.0,3.0,2.0,10.0,11.0,4.0,10.0,6.0,,68.0,36.0,7.3,13.0,0.15478,1,1.0,,,3.0,7.0,7.0,1.0,1.0,4.0,1.0,2.0,1.0,,,,,,3.0,2.0,2.0,3.0,,,1.0,,0.0144,0.0806,1.0,,,,,,,,,,,
11067464,home,Palmeiras,Luan Garcia,luan,L. Garcia,D,13,186,749,M,,250351,EUR,736992000,M,13,13,False,47.0,42.0,9.0,6.0,25.0,26.0,17.0,21.0,6.0,,90.0,56.0,6.9,6.0,0.0146132,1,,,,,2.0,2.0,,,1.0,1.0,2.0,,,,,,4.0,1.0,,,,,,,,0.0283,,,1.0,,,,,,,,,,
11067464,home,Palmeiras,Zé Rafael,ze-rafael,Z. Rafael,M,6,175,2603,M,,329069,EUR,740188800,M,8,8,False,23.0,22.0,3.0,3.0,9.0,9.0,13.0,15.0,3.0,,90.0,32.0,6.8,3.0,0.122216,1,,1.0,,,5.0,2.0,,1.0,,1.0,3.0,,,,,,,,,,1.0,2.0,1.0,,,0.0145,,,1.0,1.0,,,,,,,,,
11067464,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,17.0,16.0,2.0,1.0,4.0,4.0,12.0,18.0,,,73.0,25.0,6.7,7.0,0.0304459,0,,5.0,,,2.0,1.0,,,,,1.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11067464,home,Palmeiras,Endrick,endrick,Endrick,F,9,173,417542,M,Endrick,1174937,EUR,1153440000,F,9,9,False,12.0,10.0,1.0,1.0,1.0,1.0,10.0,12.0,3.0,,73.0,26.0,6.8,8.0,0.106037,0,,1.0,1.0,,5.0,5.0,,,3.0,3.0,3.0,2.0,,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,
