match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_dispossessed,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_shotOffTarget,captain,stat_lastManTackle,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_accurateCross,stat_bigChanceMissed
12222054,home,1. FC Kaiserslautern,Julian Krahl,julian-krahl,J. Krahl,G,1,194,162,M,944100,EUR,948499200,G,18,18,False,26.0,20.0,11.0,5.0,0.0,16.0,17.0,4.0,9.0,1.0,1.0,5.0,1.0,2.0,3.0,90.0,34.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Ben Zolinski,ben-zolinski,B. Zolinski,M,,180,16,M,126670,EUR,704851200,D,31,31,False,22.0,18.0,,,0.0,13.0,14.0,5.0,9.0,1.0,1.0,2.0,,,,74.0,36.0,6.6,5.0,0,1.0,2.0,5.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Jan Elvedi,jan-elvedi,J. Elvedi,D,15,186,81,M,576154,EUR,844041600,D,33,33,False,65.0,63.0,5.0,4.0,0.0,41.0,42.0,22.0,23.0,3.0,1.0,4.0,,,,90.0,76.0,7.0,3.0,0,,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Boris Tomiak,boris-tomiak,B. Tomiak,D,3,197,126,M,877306,EUR,905472000,D,2,2,False,72.0,66.0,9.0,5.0,0.0,28.0,28.0,38.0,44.0,3.0,,2.0,,,,90.0,88.0,7.5,8.0,0,,1.0,8.0,3.0,,2.0,,2.0,4.0,1.0,,,,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Tymoteusz Puchacz,tymoteusz-puchacz,T. Puchacz,M,27,180,3578,M,867493,EUR,917049600,D,15,15,False,35.0,29.0,1.0,,0.0,15.0,15.0,14.0,25.0,4.0,1.0,5.0,,,,90.0,63.0,6.9,16.0,1,5.0,1.0,6.0,2.0,,5.0,,3.0,,2.0,1.0,,,1.0,,,,4.0,puszka.27,1.0,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Filip Kaloč,filip-kaloc,F. Kaloč,M,26,190,137,M,941394,EUR,951609600,M,26,26,False,29.0,23.0,1.0,1.0,0.0,11.0,13.0,12.0,16.0,5.0,1.0,2.0,,,,90.0,39.0,6.5,10.0,0,,,2.0,3.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Jean Zimmer,jean-zimmer,J. Zimmer,M,8,171,54,M,136935,EUR,755136000,M,8,8,False,23.0,17.0,4.0,1.0,0.0,8.0,9.0,9.0,14.0,3.0,,2.0,,,,89.0,30.0,6.8,7.0,0,,,3.0,1.0,,3.0,,3.0,,1.0,1.0,,,1.0,1.0,,,,,,True,1.0,,,,,,,
12222054,home,1. FC Kaiserslautern,Marlon Ritter,marlon-ritter,M. Ritter,M,7,173,263,M,169233,EUR,782092800,M,7,7,False,20.0,15.0,3.0,,0.0,3.0,4.0,12.0,17.0,3.0,1.0,3.0,,,,90.0,31.0,6.5,9.0,1,1.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,1.0,,,,,,
12222054,home,1. FC Kaiserslautern,Tobias Raschl,raschl-tobias,T. Raschl,M,32,179,169,M,904840,EUR,951091200,M,20,20,False,49.0,45.0,1.0,1.0,0.0,17.0,19.0,28.0,30.0,5.0,,4.0,,,,83.0,56.0,6.7,5.0,1,,,1.0,1.0,1.0,,,,1.0,3.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,
12222054,home,1. FC Kaiserslautern,Kenny Prince Redondo,kenny-prince-redondo,K. P. Redondo,M,11,181,62,M,168959,EUR,778118400,M,11,11,False,13.0,12.0,1.0,,0.0,4.0,4.0,8.0,11.0,5.0,1.0,1.0,,,,83.0,24.0,6.6,5.0,0,2.0,,3.0,,1.0,2.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
