match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_wonTackle,stat_totalContest,stat_bigChanceCreated,player_sofascoreId,stat_aerialLost,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_fouls,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_errorLeadToAGoal
12791854,home,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1428,M,934385,EUR,1014681600,G,26,26,False,27.0,20.0,11.0,4.0,0.0,16.0,17.0,4.0,10.0,1.0,1.0,11.0,1.0,1.0,2.0,90.0,36.0,6.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12791854,home,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,716,M,319853,EUR,833760000,D,16,16,False,40.0,34.0,7.0,3.0,0.0,18.0,20.0,17.0,21.0,,2.0,2.0,,,,90.0,50.0,6.6,7.0,0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12791854,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3118,M,136924,EUR,720748800,D,4,4,False,87.0,75.0,5.0,1.0,0.0,57.0,62.0,18.0,26.0,4.0,5.0,4.0,,,,90.0,98.0,6.7,14.0,0,1.0,,1.0,,4.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12791854,home,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,54.0,48.0,8.0,6.0,0.0,34.0,38.0,14.0,16.0,2.0,5.0,4.0,,,,69.0,69.0,7.2,8.0,0,,,,,4.0,3.0,1.0,,,,1.0,3.0,,,,2.0,,,,,,,,,,,,
12791854,home,RB Leipzig,Lutsharel Geertruida,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,M,3,3,False,25.0,19.0,3.0,,1.0,8.0,9.0,12.0,17.0,,,3.0,,,,90.0,43.0,6.5,15.0,0,1.0,1.0,5.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,3.0,1.0,,,,,,,,,,
12791854,home,RB Leipzig,Arthur Vermeeren,arthur-vermeeren,A. Vermeeren,M,18,180,4721,M,1149127,EUR,1107734400,M,18,18,False,78.0,74.0,1.0,,0.0,45.0,48.0,29.0,30.0,,,7.0,,,,70.0,87.0,6.9,5.0,0,,,1.0,,2.0,,,,,,1.0,4.0,,Arthur Vermeeren,,,1.0,,arthurvermeeren,,,,,,,,,
12791854,home,RB Leipzig,Kevin Kampl,kevin-kampl,K. Kampl,M,,178,749,M,84251,EUR,655430400,M,44,44,False,88.0,79.0,3.0,1.0,0.0,44.0,49.0,35.0,40.0,1.0,3.0,9.0,,,,89.0,104.0,7.0,12.0,1,1.0,,1.0,,1.0,2.0,2.0,,,,2.0,3.0,,,,,,,,1.0,1.0,,,,,,,
12791854,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1141,M,319857,EUR,856656000,M,39,39,False,39.0,27.0,8.0,2.0,0.0,13.0,16.0,14.0,25.0,,6.0,6.0,,,,90.0,65.0,7.0,19.0,1,2.0,,4.0,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,3.0,3.0,,,1.0,,2.0,1.0,1.0,,,,
12791854,home,RB Leipzig,Yussuf Poulsen,yussuf-poulsen,Y. Poulsen,F,15,193,1792,M,135264,EUR,771638400,F,9,9,False,29.0,22.0,1.0,1.0,0.0,13.0,15.0,9.0,14.0,4.0,8.0,4.0,,,,90.0,44.0,8.5,12.0,2,,,8.0,,1.0,,3.0,,,2.0,,,3.0,,,,1.0,,,3.0,,1.0,2.0,3.0,2.0,2.0,,
12791854,home,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5806,M,190159,EUR,815616000,F,19,19,False,18.0,18.0,1.0,1.0,0.0,4.0,4.0,14.0,14.0,,1.0,4.0,,,,76.0,33.0,6.5,9.0,1,,,7.0,1.0,1.0,1.0,6.0,,,2.0,,,,,,,1.0,,andresilva9,2.0,,,,1.0,,,1.0,
