match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_wasFouled,stat_shotOffTarget,player_sofascoreId,stat_goals
10389752,home,Lorient,Vito Mannone,vito-mannone,V. Mannone,G,189,191,M,17053,EUR,573264000,G,1,1,False,23.0,16.0,13.0,6.0,15.0,17.0,1.0,6.0,1.0,1.0,2.0,9.0,1.0,2.0,3.0,2.0,90.0,36.0,7.6,7.0,0.0,0.0,0.00030998,0,0.1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389752,home,Lorient,Igor Silva,igor-silva,I. Silva,D,173,235,M,831246,EUR,840585600,D,2,2,False,49.0,45.0,3.0,2.0,28.0,30.0,17.0,19.0,2.0,6.0,8.0,4.0,,,,,90.0,84.0,7.7,9.0,0.0,0.0,0.0143335,0,,,,2,1.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
10389752,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,183,525,M,1131541,EUR,992995200,D,18,18,False,65.0,57.0,6.0,1.0,49.0,55.0,8.0,10.0,2.0,4.0,3.0,6.0,,,,,90.0,73.0,7.3,8.0,0.0,0.0,0.00209895,0,,,,5,3.0,4.0,,1.0,1.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,
10389752,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,190,3461,M,879618,EUR,896140800,D,3,3,False,56.0,51.0,6.0,2.0,45.0,46.0,6.0,10.0,2.0,3.0,5.0,3.0,,,,,90.0,68.0,7.1,7.0,0.1582,0.0285,0.00205069,1,,,,3,4.0,7.0,,1.0,1.0,,1.0,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,
10389752,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,177,29,M,99945,EUR,624412800,D,25,25,False,51.0,40.0,5.0,,20.0,26.0,21.0,27.0,,,1.0,4.0,,,,,90.0,73.0,6.7,13.0,0.1538,0.0,0.0337378,2,,,,25,,1.0,1.0,,,,2.0,,,,,,,,,,2.0,1.0,2.0,1.0,,,,,
10389752,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,170,153,M,296434,EUR,728524800,M,19,19,False,67.0,60.0,4.0,2.0,37.0,42.0,23.0,25.0,,3.0,1.0,9.0,,,,,90.0,81.0,6.7,11.0,0.0795,0.0625,0.0183361,2,,,,6,2.0,7.0,1.0,2.0,,,1.0,1.0,,,,1.0,1.0,2.0,,1.0,,,1.0,,True,2.0,,,
10389752,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,180,1033,M,913942,EUR,900374400,M,14,14,False,26.0,21.0,,,2.0,3.0,19.0,23.0,,1.0,1.0,4.0,,,,,83.0,36.0,6.4,9.0,0.0,0.0,0.0827424,0,,,,28,,5.0,,2.0,,1.0,,1.0,1.0,,2.0,3.0,,1.0,,,,,,,,,,,
10389752,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,173,3108,M,984014,EUR,949536000,M,80,80,False,64.0,57.0,3.0,2.0,31.0,33.0,27.0,33.0,,5.0,,5.0,,,,,83.0,84.0,7.1,12.0,0.5786,0.0,0.15621,3,,,,28,2.0,4.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,,2.0,,1.0,1.0,,2.0,1.0,,,,2.0,3.0,,
10389752,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,177,232,M,802138,EUR,897609600,M,17,17,False,50.0,46.0,2.0,1.0,18.0,18.0,28.0,33.0,1.0,7.0,1.0,8.0,,,,,90.0,66.0,7.1,9.0,0.0254,0.2617,0.0269898,1,,,,17,,4.0,,3.0,3.0,,2.0,,,,1.0,1.0,,3.0,,1.0,1.0,,,,,3.0,,,
10389752,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,170,139,M,1131540,EUR,1033430400,M,37,37,False,35.0,32.0,,,11.0,13.0,21.0,23.0,,4.0,,4.0,,,,,73.0,52.0,7.3,9.0,0.0235,0.0,0.0910585,1,,,,11,,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,,4.0,,1.0,,,1.0,,,,,1.0,1.0,,
