match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_fouls,stat_totalContest,stat_wonContest,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
10583903,home,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600,G,1,1,False,18.0,13.0,7.0,2.0,11.0,14.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,90.0,27.0,6.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583903,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,36.0,29.0,2.0,2.0,15.0,17.0,14.0,25.0,,7.0,,,,62.0,59.0,6.6,15.0,0,6.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10583903,home,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400,D,12,12,False,83.0,73.0,17.0,10.0,34.0,40.0,39.0,43.0,2.0,13.0,,,,90.0,90.0,6.6,12.0,0,,1.0,2.0,2.0,,,,,Mohammed,Salem,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10583903,home,Al Raed,Pablo Santos,pablo-santos,P. Santos,D,27,185.0,62,M,874392,EUR,700876800,D,28,28,False,73.0,66.0,7.0,5.0,48.0,50.0,18.0,23.0,2.0,10.0,,,,90.0,80.0,6.9,7.0,1,,2.0,1.0,4.0,,,1.0,,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,
10583903,home,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000,D,27,27,False,64.0,59.0,2.0,1.0,24.0,27.0,35.0,40.0,1.0,8.0,,,,90.0,84.0,7.3,10.0,1,3.0,1.0,3.0,7.0,,1.0,,,,,2.0,,2.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,
10583903,home,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800,M,10,10,False,32.0,27.0,2.0,2.0,8.0,9.0,23.0,36.0,,5.0,,,,90.0,74.0,6.8,27.0,4,13.0,,11.0,4.0,1.0,,1.0,2.0,,,,,1.0,1.0,4.0,,2.0,9.0,1.0,,4.0,4.0,3.0,1.0,,,,,,,,
10583903,home,Al Raed,Sultan Farhan,sultan-farhan,S. Farhan,M,5,180.0,54,M,908619,EUR,843609600,M,44,44,False,66.0,61.0,4.0,4.0,33.0,33.0,28.0,33.0,,7.0,,,,90.0,78.0,6.9,8.0,0,,2.0,5.0,6.0,2.0,,2.0,1.0,,,1.0,1.0,3.0,2.0,,,,1.0,,,1.0,,,,True,,,,,,,
10583903,home,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800,M,88,88,False,38.0,32.0,5.0,2.0,20.0,21.0,12.0,17.0,,2.0,,,,45.0,44.0,6.4,8.0,3,,2.0,1.0,3.0,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,
10583903,home,Al Raed,Alexandru Mitriță,alexandru-mitrita,A. Mitriță,F,20,167.0,1639,M,179639,EUR,792201600,M,82,82,False,31.0,24.0,3.0,,6.0,6.0,19.0,26.0,,5.0,,,,90.0,50.0,6.6,16.0,2,1.0,,5.0,4.0,,,,2.0,,,1.0,1.0,2.0,1.0,4.0,,,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,
10583903,home,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,F,8,8,False,56.0,49.0,4.0,3.0,19.0,20.0,31.0,41.0,,1.0,,,,78.0,67.0,7.0,13.0,1,5.0,,2.0,2.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,,
10583903,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,18.0,10.0,,,5.0,5.0,5.0,13.0,,1.0,,,,90.0,26.0,6.5,11.0,2,,1.0,10.0,4.0,1.0,,,1.0,,,7.0,1.0,,,1.0,1.0,,3.0,2.0,2.0,,,1.0,,,,,,,,,
