match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_accurateLongBalls,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_accurateCross,stat_penaltyWon,stat_outfielderBlock,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11352504,home,Manchester United,André Onana,,,andre-onana,A. Onana,G,24,190,53850,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,20.0,14.0,5.0,14.0,16.0,4.0,1.0,3.0,1.0,1.0,2.0,90.0,26.0,6.3,6.0,0.0,0.0,3.296e-05,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352504,home,Manchester United,Aaron Wan-Bissaka,,,aaron-wan-bissaka,A. Wan-Bissaka,D,29,183,18282,M,awbissaka,863653,EUR,880502400,D,29,29,False,64.0,55.0,1.0,18.0,21.0,45.0,6.0,8.0,,,,90.0,83.0,7.0,12.0,0.0,0.0,0.0381975,0,,37.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11352504,home,Manchester United,Raphaël Varane,,,raphael-varane,R. Varane,D,,191,10134,M,raphael_varane,138310,EUR,735696000,D,19,19,False,53.0,52.0,2.0,16.0,16.0,37.0,,7.0,,,,45.0,55.0,6.5,1.0,0.0,0.0,0.0283597,0,,36.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352504,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175,51689,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,83.0,77.0,6.0,26.0,27.0,58.0,2.0,5.0,,,,90.0,94.0,6.8,10.0,0.0,0.0,0.0378896,0,,51.0,2.0,1.0,,3.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11352504,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184,22996,M,DDalot,843200,EUR,921715200,D,20,20,False,66.0,59.0,7.0,17.0,18.0,49.0,5.0,12.0,1.0,,,90.0,89.0,7.1,10.0,0.0,0.0,0.0454849,0,,42.0,1.0,,3.0,4.0,1.0,,,,7.0,2.0,1.0,,3.0,6.0,2.0,,,,,,,,,,,,,,,,,,
11352504,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,False,91.0,77.0,8.0,26.0,28.0,63.0,8.0,8.0,,,,90.0,110.0,7.6,17.0,0.9995,1.0962,0.0642248,4,,51.0,,4.0,2.0,8.0,3.0,,2.0,1.0,4.0,1.0,5.0,2.0,,3.0,2.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11352504,home,Manchester United,Christian Eriksen,,,christian-eriksen,C. Eriksen,M,24,182,20866,M,chriseriksen8,105734,EUR,698025600,M,14,14,False,62.0,50.0,2.0,20.0,23.0,43.0,1.0,8.0,,,,90.0,73.0,7.4,18.0,0.2778,0.9507,0.132494,1,,30.0,4.0,1.0,,6.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,
11352504,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,M,21,21,False,41.0,36.0,2.0,3.0,4.0,39.0,4.0,5.0,3.0,,,85.0,57.0,7.6,11.0,0.1869,0.6022,0.518857,4,,33.0,2.0,2.0,,6.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,2.0,4.0,,1.0,2.0,,,1.0,1.0,,,,,,,,,,
11352504,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,72.0,55.0,9.0,8.0,12.0,71.0,7.0,6.0,2.0,,,90.0,107.0,8.9,34.0,1.2099,1.1788,0.553801,6,,48.0,11.0,1.0,1.0,9.0,,2.0,4.0,1.0,2.0,,3.0,2.0,3.0,6.0,1.0,3.0,1.0,2.0,3.0,1.0,,2.0,1.0,True,1.0,1.0,,,,,,,
11352504,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,10,10,False,33.0,28.0,3.0,5.0,6.0,28.0,4.0,2.0,1.0,,,90.0,51.0,7.5,16.0,0.1219,0.1993,0.582662,2,,23.0,1.0,2.0,1.0,10.0,1.0,5.0,3.0,2.0,1.0,,,,1.0,1.0,4.0,2.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,
