match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_wonTackle,stat_aerialLost,stat_aerialWon,stat_bigChanceCreated,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAGoal,player_sofascoreId
14573120,home,BK Häcken,Amor Layouni,amor-layouni,A. Layouni,F,24,191.0,1828,M,338695,EUR,718070400,F,24,24,False,22.0,18.0,,,0.0,3.0,4.0,9.0,18.0,,,1.0,,,,,,90.0,51.0,6.7,20.0,0.0654446,,3,,0.25,0.35,-0.05,,7.0,6.0,6.0,1.0,2.0,1.0,,2.0,7.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,2.0,3.0,0.2745,-0.5,1.0,0.0233,,,1.0,,1.0,,,,
14573120,home,BK Häcken,Pontus Dahbo,dahbo-pontus,P. Dahbo,M,16,185.0,190,M,1162592,EUR,1128988800,M,16,16,True,13.0,10.0,,,0.0,4.0,5.0,5.0,8.0,,1.0,2.0,,,,,,61.0,29.0,6.7,6.0,0.00799894,,3,,-0.06,-0.42,-0.09,,1.0,3.0,7.0,1.0,,3.0,1.0,5.0,,,,,,2.0,,,,,,2.0,1.0,0.2307,-0.47,1.0,0.0364,,,,,,,,,
14573120,home,BK Häcken,Samuel Leach Holm,samuel-leach-holm,S. L. Holm,M,15,184.0,68,M,792027,EUR,876355200,M,15,15,True,26.0,22.0,6.0,3.0,0.0,11.0,11.0,11.0,15.0,,1.0,1.0,,,,,,17.0,30.0,6.7,5.0,0.0150056,,1,,0.16,0.04,0.13,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,0.0098,-0.06,,,,,,,,,,,
14573120,home,BK Häcken,Marius Lode,marius-lode,M. Lode,D,5,185.0,76,M,228348,EUR,731808000,D,4,4,True,7.0,5.0,3.0,1.0,0.0,5.0,6.0,,1.0,3.0,,1.0,,,,,,8.0,10.0,6.7,2.0,5.927e-05,,0,,0.0,0.0,0.14,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Sanders Ngabo,sanders-ngabo,S. Ngabo,M,7,174.0,122,M,1126860,EUR,1088899200,M,7,7,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,,9.0,1.0,6.6,,0.00231194,,0,,-0.03,,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Brice Wembangomo,brice-wembangomo,B. Wembangomo,D,5,180.0,96,M,577266,EUR,850867200,D,5,5,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,8.0,13.0,6.9,,0.00582347,,0,,0.08,0.01,0.17,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Andreas Linde,andreas-linde,A. Linde,G,1,196.0,47,M,184679,EUR,743472000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Oscar Jansson,oscar-jansson,O. Jansson,G,32,187.0,29,M,47752,EUR,661910400,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Johan Hammar,johan-hammar,J. Hammar,D,3,197.0,20,M,283217,EUR,761875200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Filip Ohman,filip-ohman,F. Öhman,D,28,173.0,64,M,1971491,EUR,1201305600,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Filip,Öhman,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Harry Hilvenius,harry-hilvenius,H. Hilvenius,D,44,185.0,41,M,1548919,EUR,1191628800,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Harry Hilvenius,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Danilo Al-Saed,al-saed-danilo,D. Al-Saed,M,18,178.0,896,M,1103971,EUR,919814400,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,home,BK Häcken,Severin Nioule,severin-nioule,S. Nioule,M,29,,138,M,1518093,EUR,1109808000,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Mike Penders,mike-penders,M. Penders,G,39,199.0,4409,M,1149148,EUR,1122768000,G,39,39,False,76.0,71.0,11.0,6.0,0.0,69.0,71.0,2.0,5.0,2.0,,10.0,,4.0,1.0,1.0,1.0,90.0,88.0,7.1,5.0,0.00059749,0.2544,0,-0.2316,0.19,0.0,-0.07,0.14,,1.0,,1.0,,,,,,,,Mike Penders,,,,,,,,,,,,,,,,,,,3.0,,,
14573120,away,RC Strasbourg,Lucas Høgsberg,lucas-hogsberg,L. Høgsberg,D,24,187.0,1149,M,1426597,EUR,1151020800,D,24,24,False,41.0,37.0,,,0.0,31.0,32.0,6.0,9.0,1.0,1.0,4.0,,,,,,45.0,45.0,6.7,6.0,0.0020082,,0,,0.09,-0.06,0.15,,,2.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Andrew Omobamidele,andrew-omobamidele,A. Omobamidele,D,2,188.0,723,M,983066,EUR,1024790400,D,2,2,False,96.0,95.0,,,0.0,83.0,83.0,12.0,13.0,4.0,2.0,3.0,,,,,,90.0,106.0,7.0,2.0,0.0494543,,0,,0.25,0.04,-0.33,,,2.0,2.0,1.0,,,,,1.0,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,2.0,1.0,
14573120,away,RC Strasbourg,Ismael Doukouré,ismael-doukoure,I. Doukouré,D,6,183.0,1103,M,1049517,EUR,1059004800,D,6,6,False,81.0,75.0,4.0,3.0,0.0,70.0,72.0,5.0,9.0,3.0,,2.0,,,,,,90.0,89.0,6.7,8.0,0.00200084,,0,,0.2,0.07,-0.17,,,2.0,2.0,,,,,1.0,2.0,,,Ismael Doukoure,,,2.0,1.0,,,,,,,,,,True,,,,,,,,
14573120,away,RC Strasbourg,Ben Chilwell,ben-chilwell,B. Chilwell,D,3,181.0,10805,M,802695,EUR,851126400,D,3,3,False,27.0,24.0,,,0.0,21.0,23.0,3.0,4.0,,1.0,4.0,,,,,,45.0,32.0,6.8,4.0,0.00351225,,0,,-0.07,0.07,0.29,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,Chilly
14573120,away,RC Strasbourg,Samuel Amo-Ameyaw,amo-ameyaw-samuel,S. Amo-Ameyaw,M,27,174.0,1479,M,1407484,EUR,1153180800,M,27,27,False,35.0,28.0,1.0,,1.0,16.0,20.0,12.0,15.0,1.0,,1.0,,,,,,90.0,56.0,7.2,15.0,0.779627,,2,,0.18,0.24,-0.04,,,5.0,6.0,,1.0,7.0,4.0,1.0,3.0,1.0,2.0,,,1.0,,,1.0,,1.0,,1.0,0.0974,0.02,1.0,0.096,,,,,,,,,
14573120,away,RC Strasbourg,Mathis Amougou,mathis-amougou,M. Amougou,M,17,177.0,3746,M,1426224,EUR,1137542400,M,17,17,False,60.0,55.0,3.0,1.0,0.0,39.0,42.0,16.0,18.0,2.0,,7.0,,,,,,90.0,77.0,7.1,8.0,0.00707956,,1,,0.16,0.02,0.33,,,4.0,5.0,,2.0,1.0,,4.0,,1.0,1.0,,,1.0,,,,,,,1.0,0.0425,-0.01,1.0,0.0592,,,,,,,1.0,,
14573120,away,RC Strasbourg,Rafael Luis,luis-rafael,R. Luís,M,83,186.0,579,M,1153333,EUR,1108684800,M,83,83,False,73.0,68.0,4.0,2.0,0.0,56.0,57.0,12.0,16.0,1.0,,4.0,,,,,,90.0,81.0,6.7,7.0,0.00539256,,1,,-0.06,0.14,-0.02,,,1.0,2.0,,1.0,,,1.0,1.0,,,Rafael Luís,,1.0,,,,,1.0,,1.0,0.0955,-0.17,,,,,,,,,,,
14573120,away,RC Strasbourg,Martial Godo,martial-godo,M. Godo,F,20,169.0,1306,M,1190938,EUR,1047600000,M,20,20,False,22.0,19.0,,,1.0,14.0,16.0,5.0,6.0,,,1.0,,,,,,78.0,40.0,7.7,10.0,0.269698,,1,,0.34,-1.0,-0.27,,1.0,5.0,8.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,,,2.0,,1.0,1.0,1.0,,,2.0,0.4324,0.51,1.0,0.9637,,,2.0,1.0,,,,,
14573120,away,RC Strasbourg,Sebastian Nanasi,sebastian-nanasi,S. Nanasi,M,11,178.0,2784,M,962068,EUR,1021507200,F,11,11,False,30.0,26.0,,,0.0,10.0,11.0,16.0,19.0,1.0,,2.0,,,,,,71.0,36.0,6.3,7.0,0.129122,,0,,0.04,0.1,0.13,,1.0,4.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,Sebastian Nanasi,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Julio Enciso,julio-enciso,J. Enciso,M,19,173.0,12987,M,973556,EUR,1074816000,F,19,19,False,13.0,10.0,,,0.0,6.0,8.0,4.0,5.0,,1.0,2.0,,,,,,45.0,27.0,7.4,9.0,0.0041282,,2,,-0.2,0.04,0.13,,,2.0,3.0,,,1.0,,2.0,4.0,,,,,,1.0,1.0,,,1.0,,,0.2228,0.51,1.0,0.8226,,,,1.0,,,,,julioenciso.33
14573120,away,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187.0,10560,M,1002033,EUR,1034812800,D,22,22,True,32.0,28.0,2.0,1.0,0.0,21.0,24.0,7.0,8.0,3.0,,1.0,,,,,,45.0,44.0,6.5,9.0,0.00529594,,0,,0.26,-0.15,-0.15,,,4.0,2.0,,,5.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Kendry Páez,kendry-paez,K. Páez,M,19,177.0,23876,M,1464025,EUR,1178236800,M,16,16,True,35.0,26.0,1.0,,0.0,22.0,25.0,4.0,10.0,,2.0,5.0,,,,,,45.0,48.0,6.2,15.0,0.00448845,,0,,-0.23,0.01,-0.08,,,4.0,3.0,,1.0,2.0,,2.0,3.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,kendrypaez_10
14573120,away,RC Strasbourg,Diego Moreira,diego-moreira,D. Moreira,F,7,179.0,6030,M,1142233,EUR,1091750400,F,7,7,True,39.0,34.0,1.0,1.0,0.0,27.0,31.0,6.0,8.0,1.0,1.0,6.0,,,,,,45.0,66.0,7.4,14.0,0.12103,,1,,0.31,0.27,0.34,,3.0,3.0,7.0,,,4.0,1.0,5.0,1.0,,,Diego,Moreira,3.0,,,,2.0,,,1.0,0.0309,-0.36,1.0,0.0596,,,,,,,1.0,,diegzyyy
14573120,away,RC Strasbourg,Emmanuel Emegha,emanuel-emegha,E. Emegha,F,10,195.0,9583,M,1048333,EUR,1044230400,F,10,10,True,7.0,4.0,,,0.0,2.0,3.0,2.0,4.0,,,,,,,,,19.0,9.0,6.2,4.0,0.00086861,,1,,-0.29,0.28,-0.13,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,0.0468,-0.34,1.0,0.1805,,1.0,,,,,,,
14573120,away,RC Strasbourg,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183.0,464,M,1492676,EUR,1132876800,M,41,41,True,8.0,6.0,1.0,1.0,0.0,4.0,5.0,2.0,3.0,,1.0,2.0,,,,,,12.0,14.0,6.7,4.0,0.00103368,,0,,0.04,0.0,-0.04,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Stefan Bajić,stefan-bajic,S. Bajić,G,50,187.0,240,M,911843,EUR,1009065600,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Gabriel Kerckaert,gabriel-kerckaert,G. Kerckaert,G,60,,80,,1965113,EUR,1192924800,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Gabriel,Kerckaert,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Samir El Mourabet,el-mourabet-samir,S. E. Mourabet,M,29,186.0,2554,M,1605921,EUR,1128556800,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Samir El Mourabet,,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Valentín Barco,valentin-barco,V. Barco,M,32,172.0,11698,M,1127057,EUR,1090540800,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Valentín Barco,,,,,,,,,,,,,,,,,,,,,,colo.barco
14573120,away,RC Strasbourg,Abdoul Ouattara,abdoul-ouattara,A. Ouattara,M,42,180.0,1127,M,1930811,EUR,1129939200,M,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Félix Lemaréchal,felix-lemarechal,F. Lemaréchal,M,80,181.0,808,M,1130942,EUR,1060214400,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573120,away,RC Strasbourg,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190.0,11553,M,1410925,EUR,1033948800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Joaquín Panichelli,,,,,,,,,,,,,,,,,,,,,,
