match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId
12117064,home,Internacional,Bruno Gomes,,,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,M,15,15,True,4.0,3.0,,,0.0,2.0,2.0,2.0,3.0,,,,,,15.0,6.0,6.7,1.0,0.0269132,0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,
12117064,home,Internacional,Gabriel Mercado,,,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,True,1.0,,1.0,,0.0,,,,1.0,,,,,,14.0,4.0,6.6,1.0,,1,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,0.0107,,,,,,,,,,
12117064,home,Internacional,Anthoni,Anthoni,,anthoni,Anthoni,G,12,191,615,M,1106134,EUR,1011744000,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,home,Internacional,Alexandro Bernabei,,,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,home,Internacional,Gabriel Carvalho,,,gabriel-teixeira,G. Carvalho,M,20,168,1272,M,1485218,EUR,1187308800,M,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,home,Internacional,Gustavo Prado,,,gustavo-prado,G. Prado,M,47,179,743,M,1485220,EUR,1118016000,M,47,47,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Matheus Donelli,,,matheus-donelli,M. Donelli,G,32,187,3371,M,1002609,EUR,1021593600,G,32,32,False,26.0,19.0,11.0,4.0,0.0,18.0,22.0,1.0,4.0,,6.0,1.0,4.0,,90.0,34.0,6.9,7.0,0.00048312,0,-0.0066000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Matheuzinho,,,matheuzinho,Matheuzinho,D,2,171,7286,M,931540,EUR,968371200,D,2,2,False,24.0,18.0,5.0,3.0,0.0,9.0,9.0,10.0,16.0,3.0,3.0,,,,84.0,45.0,6.3,9.0,0.0067732,0,,1.0,,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,,mateuzinhoo
12117064,away,Corinthians,Cacá,,,caca,Cacá,D,25,185,3939,M,929200,EUR,924998400,D,25,25,False,52.0,47.0,12.0,8.0,0.0,37.0,38.0,10.0,14.0,5.0,5.0,,,,90.0,66.0,7.3,6.0,0.00265235,1,,,2.0,3.0,6.0,,,,,1.0,1.0,1.0,3.0,2.0,,2.0,2.0,,,1.0,0.0498,,,,,,,,,,
12117064,away,Corinthians,Gustavo Henrique,,,gustavo-henrique,G. Henrique,D,13,195,5441,M,243181,EUR,732931200,D,13,13,False,45.0,38.0,7.0,3.0,0.0,26.0,28.0,12.0,17.0,5.0,2.0,,,,90.0,55.0,7.0,8.0,0.0185382,1,,,1.0,2.0,4.0,,,,,2.0,2.0,1.0,,1.0,,2.0,,1.0,1.0,,0.0667,,,,,,,,,,
12117064,away,Corinthians,Hugo,,,hugo,Hugo,D,,179,3173,M,1017827,EUR,872812800,D,46,46,False,30.0,25.0,7.0,4.0,0.0,18.0,21.0,7.0,10.0,,3.0,,,,65.0,47.0,6.9,9.0,0.00494509,0,,1.0,2.0,3.0,4.0,,1.0,,,2.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
12117064,away,Corinthians,Breno Bidon,,,breno-bidon,B. Bidon,M,27,174,9937,M,1199261,EUR,1108857600,M,27,27,False,27.0,24.0,5.0,4.0,0.0,11.0,12.0,13.0,15.0,1.0,4.0,,,,77.0,36.0,7.0,3.0,0.497268,0,,,,2.0,1.0,,,,,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,,,,,BrenoBidon
12117064,away,Corinthians,Raniele,,,raniele,Raniele,M,14,184,6186,M,866392,EUR,851990400,M,14,14,False,30.0,17.0,2.0,,0.0,6.0,13.0,11.0,17.0,3.0,3.0,,,,90.0,38.0,6.6,13.0,0.18138,1,,,2.0,7.0,5.0,3.0,,,,1.0,1.0,,1.0,2.0,2.0,3.0,,,,1.0,0.0428,True,,,,,,,,,R14niele
12117064,away,Corinthians,Rodrigo Garro,,,rodrigo-garro,R. Garro,M,8,174,33134,M,994454,EUR,883872000,M,10,10,False,30.0,20.0,4.0,,0.0,4.0,4.0,17.0,37.0,,3.0,,,,90.0,62.0,6.5,27.0,0.157426,3,,11.0,3.0,13.0,8.0,4.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,2.0,0.3662,,1.0,0.0901,,,1.0,,1.0,,rodrigarroo
12117064,away,Corinthians,Igor Coronado,,,igor-coronado,I. Coronado,M,77,170,5336,M,152098,EUR,714096000,M,77,77,False,51.0,42.0,6.0,4.0,0.0,15.0,16.0,28.0,40.0,,4.0,,,,90.0,76.0,7.2,22.0,0.11217,3,,5.0,,8.0,6.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0634,,1.0,0.173,,,,,1.0,,igor_coronado
12117064,away,Corinthians,Wesley,,,wesley,Wesley,F,22,180,10411,M,1211632,EUR,1109980800,M,36,36,False,27.0,21.0,2.0,,0.0,4.0,5.0,17.0,28.0,,5.0,,,,90.0,72.0,6.4,27.0,0.0231108,0,,6.0,,14.0,12.0,,2.0,20.0,8.0,3.0,3.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,wesley_teixeira005
12117064,away,Corinthians,Yuri Alberto,,,yuri-alberto,Y. Alberto,F,9,183,45110,M,905463,EUR,984873600,F,9,9,False,16.0,9.0,1.0,1.0,0.0,3.0,4.0,6.0,12.0,,3.0,,,,90.0,36.0,6.8,17.0,0.0676475,4,,,3.0,10.0,5.0,,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,,2.0,1.0,0.2287,,1.0,0.0269,,,,,,,yurialberto
12117064,away,Corinthians,Matheus Bidu,,,matheus-bidu,M. Bidu,D,21,172,6254,M,981703,EUR,925776000,D,21,21,True,27.0,23.0,3.0,2.0,0.0,11.0,13.0,12.0,15.0,1.0,6.0,,,,25.0,35.0,7.1,6.0,0.0762911,0,,1.0,,1.0,3.0,,,,,,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12117064,away,Corinthians,Pedro Raul,,,pedro-raul,P. Raul,F,18,191,7083,M,866911,EUR,847152000,F,20,20,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,13.0,1.0,6.5,,0.00010575,0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Gustavo Silva,,,gustavo-silva,G. Silva,M,7,169,745,M,863283,EUR,873590400,F,19,19,True,4.0,2.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,15.0,8.0,6.5,3.0,0.0154288,0,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
12117064,away,Corinthians,Felipe Longo,,,felipe-longo,F. Longo,G,40,189,2226,M,1485272,EUR,1109980800,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Léo Mana,,,leo-mana,L. Mana,D,33,179,2313,M,1170769,EUR,1081209600,D,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,João Pedro Tchoca,,,joao-pedro,J. Pedro,D,4,192,3424,M,1411150,EUR,1072828800,D,47,47,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Gabriel Moscardo,,,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,1485309,EUR,1127865600,M,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gabrielmoscardo
12117064,away,Corinthians,Guilherme Biro,,,guilherme-biro,Guilherme Biro,M,20,173,1092,M,1106667,EUR,1074556800,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Matheus Araújo,,,matheus-araujo,M. Araújo,M,8,176,1134,M,1002617,EUR,1022025600,M,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Ryan Gustavo,,,ryan-gustavo,Ryan,M,37,170,2855,M,1170779,EUR,1058227200,M,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Arthur Sousa,,,arthur-sousa,A. Sousa,F,39,183,412,M,1170780,EUR,1047427200,F,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117064,away,Corinthians,Giovane,,,giovane,Giovane,F,23,184,4963,M,1170773,EUR,1069632000,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
