match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_shotOffTarget,stat_wonContest,captain,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot
14083146,home,Levante UD,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184.0,1508,M,134029,EUR,702691200,G,13,13,False,23.0,16.0,12.0,5.0,0.0,12.0,13.0,4.0,10.0,1.0,4.0,1.0,1.0,1.0,1.0,90.0,29.0,6.1,7.0,0.00337654,35.415997643934,4.0,23.205,12.705,-0.0001,0,-1.1603,0.13,0.01,-0.2,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083146,home,Levante UD,Jeremy Toljan,jeremy-toljan,J. Toljan,D,22,182.0,343,M,149606,EUR,776304000,D,22,22,False,21.0,17.0,,,1.0,10.0,10.0,7.0,11.0,,6.0,,,,,90.0,35.0,6.9,7.0,0.588322,64.129416972072,6.0,16.59,19.005,,0,,0.52,0.11,-0.36,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,19.283249752052,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083146,home,Levante UD,Adrián de la Fuente,adrian-de-la-fuente,Adri,D,4,178.0,396,M,997244,EUR,919987200,D,4,4,False,63.0,51.0,17.0,10.0,0.0,30.0,30.0,21.0,33.0,4.0,5.0,,,,,90.0,77.0,7.7,12.0,0.0339598,148.90055012905,20.0,82.005,16.8,,6,,0.44,0.15,-0.27,,,,5.0,,,,,,,,,,2.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,0.337,0.204,0.44,,,,,,,,,,,,
14083146,home,Levante UD,Alan Matturro,matturro-alan,A. Matturro,D,3,189.0,1328,M,1177401,EUR,1097452800,D,3,3,False,45.0,35.0,9.0,2.0,0.0,27.0,27.0,8.0,18.0,5.0,4.0,,,,,90.0,61.0,7.7,13.0,0.090364,199.51675834767,21.0,129.57,23.625,,2,,0.16,0.22,-0.29,,,,2.0,,,,1.0,16.795282938968,1.0,,,,,3.0,7.0,1.0,1.0,1.0,1.0,,1.0,0.2252,0.8317,0.5,1.0,4.0,2.0,,,,,,,,,
14083146,home,Levante UD,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179.0,623,M,984789,EUR,966988800,D,23,23,False,26.0,18.0,5.0,1.0,0.0,13.0,17.0,5.0,9.0,3.0,4.0,,,,,90.0,53.0,6.4,10.0,0.0515257,71.011375888749,8.0,-3.675,17.85,,1,,0.15,-0.03,-0.29,,1.0,1.0,3.0,1.0,,,1.0,,,,,,1.0,1.0,5.0,,,,2.0,1.0,,0.0846,,-0.33,,3.0,3.0,1.0,1.0,,,,,,,
14083146,home,Levante UD,Ugo Raghouber,raghouber-ugo,U. Raghouber,M,14,180.0,337,M,1170694,EUR,1058054400,M,14,14,False,26.0,21.0,1.0,1.0,0.0,7.0,7.0,14.0,19.0,1.0,1.0,,,,,90.0,42.0,6.8,8.0,0.0102938,67.098418807261,8.0,18.9,11.865,,0,,-0.03,0.04,-0.04,,1.0,,6.0,,,,1.0,,,,,,3.0,2.0,9.0,,,,1.0,2.0,2.0,,,,1.0,4.0,1.0,1.0,,1.0,,,,,,
14083146,home,Levante UD,Pablo Martínez,pablo-martinez,P. Martínez,M,10,182.0,306,M,927066,EUR,888105600,M,10,10,False,27.0,21.0,4.0,2.0,1.0,7.0,8.0,14.0,19.0,,5.0,,,,,90.0,43.0,8.2,9.0,0.459861,53.538586631864,8.0,23.835,8.295,,2,,0.49,0.05,-0.23,,7.0,6.0,3.0,2.0,1.0,,1.0,,,8.0,,,,,1.0,1.0,1.0,1.0,2.0,,,0.6472,0.7708,0.5,1.0,,,1.0,,1.0,True,,,,,
14083146,home,Levante UD,Iván Romero,ivan-romero,I. Romero,F,9,172.0,1322,M,1014042,EUR,986860800,M,9,9,False,27.0,20.0,,,0.0,6.0,6.0,14.0,21.0,,4.0,,,,,90.0,56.0,7.2,13.0,0.101789,130.44151887773,19.0,71.505,13.335,,4,,-0.27,0.6,-0.1,,1.0,1.0,5.0,,,,2.0,26.72287401364,2.0,1.0,,,1.0,1.0,9.0,1.0,2.0,,2.0,4.0,3.0,0.3914,,-0.4,,2.0,2.0,3.0,1.0,2.0,,2.0,,,,
14083146,home,Levante UD,Carlos Álvarez,carlos-alvarez,C. Álvarez,M,24,168.0,2186,M,1010656,EUR,1060128000,M,24,24,False,15.0,13.0,,,0.0,2.0,2.0,11.0,13.0,,4.0,,,,,74.0,32.0,7.2,11.0,0.578422,45.171558873806,7.0,4.515,4.2,,3,,0.77,0.23,-0.07,,4.0,1.0,3.0,,1.0,,4.0,9.7870118013621,1.0,6.0,,,,,2.0,,2.0,,,1.0,1.0,0.126,,-0.29,1.0,,,2.0,1.0,1.0,,,1.0,,,
14083146,home,Levante UD,Iker Losada,iker-losada,I. Losada,M,18,175.0,443,M,992331,EUR,996624000,M,18,18,False,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,3.0,,,,,45.0,19.0,6.9,3.0,0.201901,39.962827825539,4.0,37.38,15.96,,3,,0.36,0.13,-0.08,,1.0,,2.0,1.0,1.0,,,19.792164103393,2.0,2.0,,,,1.0,1.0,,1.0,,2.0,,,0.1398,,0.02,1.0,,,,2.0,,,,,,,
