match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_wonContest,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceMissed,captain,stat_goals,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_hitWoodwork,stat_totalOffside
10381989,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,31.0,16.0,24.0,9.0,11.0,11.0,5.0,20.0,1.0,7.0,1.0,1.0,1.0,2.0,90.0,35.0,7.2,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,36.0,27.0,6.0,2.0,17.0,19.0,10.0,20.0,,13.0,,,,,90.0,54.0,7.0,15.0,0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,32.0,25.0,6.0,3.0,14.0,16.0,11.0,16.0,3.0,8.0,,,,,73.0,40.0,6.5,8.0,0,,5.0,,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,35.0,26.0,10.0,3.0,20.0,25.0,6.0,10.0,1.0,8.0,1.0,,,,90.0,49.0,7.2,10.0,0,,4.0,6.0,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,False,33.0,22.0,2.0,2.0,9.0,13.0,13.0,21.0,3.0,6.0,,,,,90.0,53.0,6.8,18.0,0,1.0,3.0,,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,10.0,9.0,1.0,,1.0,1.0,8.0,9.0,5.0,3.0,,,,,65.0,20.0,7.0,2.0,1,,5.0,,,1.0,2.0,1.0,1.0,,4.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,34.0,33.0,4.0,3.0,12.0,13.0,21.0,21.0,5.0,13.0,,,,,90.0,51.0,7.2,6.0,3,,5.0,2.0,1.0,2.0,2.0,3.0,,2.0,1.0,,2.0,1.0,,,,ibrahim_sangare,1.0,3.0,1.0,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,40.0,35.0,7.0,6.0,9.0,10.0,28.0,35.0,1.0,7.0,,,,,90.0,51.0,7.5,8.0,1,5.0,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,
10381989,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,27,27,False,18.0,12.0,,,1.0,3.0,13.0,19.0,5.0,3.0,,,,,65.0,37.0,7.0,15.0,2,4.0,3.0,,,5.0,,1.0,1.0,3.0,3.0,1.0,,1.0,,1.0,,johanbakayoko,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,
10381989,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,17.0,8.0,,,2.0,5.0,6.0,12.0,9.0,,2.0,,,,86.0,32.0,8.4,12.0,2,,10.0,2.0,,2.0,2.0,6.0,,1.0,1.0,,,,8.0,,,luukdejong9,,,,,2.0,,,True,2.0,,,,,,,
10381989,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,F,7,7,False,18.0,12.0,2.0,2.0,4.0,4.0,9.0,15.0,7.0,6.0,4.0,,,,86.0,36.0,8.9,12.0,1,1.0,5.0,,3.0,4.0,2.0,,,3.0,1.0,1.0,1.0,2.0,1.0,,,XaviSimons,2.0,,3.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,
10381989,home,PSV Eindhoven,Érick Gutiérrez,,,erick-gutierrez,É. Gutiérrez,M,15,181,915,M,590700,EUR,803174400,M,15,15,True,15.0,12.0,,,4.0,4.0,8.0,11.0,1.0,4.0,1.0,,,,25.0,17.0,6.3,4.0,0,,2.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174,3646,M,94286,EUR,733363200,F,11,11,True,9.0,8.0,1.0,,5.0,5.0,3.0,4.0,1.0,4.0,1.0,,,,25.0,13.0,6.6,2.0,0,,,,,1.0,,,,,,,,,,,,THazard,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,True,10.0,5.0,3.0,,1.0,2.0,4.0,8.0,,,,,,,17.0,10.0,6.4,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,F,28,28,True,2.0,1.0,,,,,1.0,2.0,,,,,,,10.0,3.0,6.1,1.0,1,,,,,,,,,,,,,,,1.0,,ismaelsaibari,,,,,,,1.0,,,,,,,,,
10381989,home,PSV Eindhoven,Fábio Silva,,,fabio-silva,F. Silva,F,21,185,5315,M,954076,EUR,1027036800,F,10,10,True,3.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,10.0,6.0,6.5,4.0,0,,2.0,,,1.0,,1.0,,2.0,,,,1.0,1.0,,,fabio.silva,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Jenson Seelt,Jenson Seelt,,jenson-seelt,J. Seelt,D,14,192,601,M,1088897,EUR,1053648000,D,53,53,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Fedde Leysen,Fedde Leysen,,fedde-leysen,F. Leysen,D,48,191,390,M,1088899,EUR,1057708800,D,48,48,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Anwar El Ghazi,,,anwar-el-ghazi,A. E. Ghazi,M,27,188,868,M,362470,EUR,799459200,F,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,home,PSV Eindhoven,Phillipp Mwene,,,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Gerónimo Rulli,,,geronimo-rulli,G. Rulli,G,1,189,13348,M,128383,EUR,706320000,G,12,12,False,49.0,37.0,18.0,9.0,33.0,40.0,4.0,9.0,2.0,6.0,1.0,2.0,,1.0,90.0,61.0,5.6,13.0,0,,2.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,gerorulli,,,,,,,,,,,1.0,1.0,1.0,1.0,,
10381989,away,AFC Ajax,Jorge Sánchez,,,jorge-sanchez,J. Sánchez,D,35,175,1456,M,832868,EUR,881712000,D,19,19,False,45.0,40.0,2.0,1.0,18.0,19.0,23.0,28.0,6.0,5.0,1.0,,,,85.0,65.0,6.5,8.0,0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,
10381989,away,AFC Ajax,Jurriën Timber,,,jurrien-timber,J. Timber,D,12,179,21701,M,958959,EUR,992736000,D,2,2,False,69.0,60.0,1.0,,36.0,39.0,24.0,30.0,4.0,11.0,,,,,90.0,76.0,6.2,11.0,0,,6.0,,1.0,1.0,2.0,3.0,,1.0,,,1.0,1.0,3.0,,,jurrientimber,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Calvin Bassey,,,calvin-bassey,C. Bassey,D,3,185,8671,M,861972,EUR,946598400,D,3,3,False,40.0,39.0,,,30.0,31.0,9.0,9.0,1.0,3.0,1.0,,,,45.0,44.0,6.5,1.0,0,,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Jorrel Hato,,,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,57,57,False,86.0,76.0,3.0,2.0,50.0,53.0,26.0,33.0,4.0,9.0,,,,,90.0,112.0,6.7,18.0,0,,8.0,1.0,1.0,2.0,,,,2.0,3.0,1.0,2.0,1.0,5.0,,2.0,,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Davy Klaassen,,,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,6,6,False,60.0,43.0,5.0,1.0,27.0,36.0,16.0,24.0,5.0,14.0,1.0,,,,90.0,70.0,6.5,18.0,0,,3.0,,1.0,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Florian Grillitsch,,,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,M,21,21,False,94.0,83.0,5.0,3.0,54.0,60.0,29.0,34.0,4.0,10.0,2.0,,,,90.0,105.0,6.6,15.0,0,,3.0,,3.0,2.0,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10381989,away,AFC Ajax,Kenneth Taylor,,,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,61.0,51.0,5.0,3.0,26.0,27.0,25.0,34.0,4.0,5.0,1.0,,,,90.0,77.0,6.8,14.0,2,,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,
10381989,away,AFC Ajax,Steven Berghuis,,,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,False,55.0,45.0,7.0,5.0,15.0,16.0,31.0,43.0,5.0,6.0,1.0,,,,90.0,76.0,7.5,20.0,2,4.0,3.0,,,4.0,1.0,,,1.0,3.0,2.0,2.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,
10381989,away,AFC Ajax,Dušan Tadić,,,dusan-tadic,D. Tadić,F,10,181,12245,M,38560,EUR,595987200,F,10,10,False,34.0,24.0,3.0,,10.0,11.0,14.0,25.0,5.0,1.0,3.0,,,,90.0,48.0,7.0,16.0,0,2.0,4.0,,,1.0,,1.0,,,1.0,1.0,3.0,,1.0,,,dusantadic,,,3.0,,,,,True,,,,,,,,
10381989,away,AFC Ajax,Steven Bergwijn,,,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,361798,EUR,876268800,F,7,7,False,26.0,20.0,,,5.0,8.0,15.0,20.0,2.0,4.0,2.0,,,,90.0,39.0,6.7,12.0,2,2.0,3.0,,,2.0,,,,1.0,,,1.0,,1.0,1.0,,StevenBergwijn,,,,,1.0,,,,,,,,,,,
10381989,away,AFC Ajax,Brian Brobbey,,,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,True,9.0,6.0,,,1.0,3.0,5.0,6.0,4.0,,3.0,,,,45.0,19.0,6.7,6.0,2,,2.0,,,3.0,2.0,,,1.0,,,,1.0,,1.0,,brianbrobbeyy,,,,,1.0,,,,,,,,,,,1.0
10381989,away,AFC Ajax,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5041,M,962364,EUR,968544000,F,18,18,True,1.0,,,,,1.0,,,1.0,,1.0,,,,11.0,4.0,6.5,2.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10381989,away,AFC Ajax,Maarten Stekelenburg,,,maarten-stekelenburg,M. Stekelenburg,G,21,197,199,,1941,EUR,401500800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
