match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_totalTackle,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_totalContest,stat_wonContest,stat_wonTackle,player_sofascoreId,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_totalOffside
14131916,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,False,23.0,13.0,14.0,4.0,0.0,13.0,16.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,90.0,32.0,5.5,11.0,6.21e-05,0.0163,0,-0.8655,-0.04,-0.07,-0.48,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131916,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,36.0,27.0,5.0,2.0,0.0,14.0,16.0,20.0,2.0,,,,,,90.0,55.0,6.1,12.0,0.0202311,,0,,0.1,0.1,-0.44,,13.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
14131916,home,FC Arouca,Boris Popović,boris-popovic,B. Popović,D,5,189,112,M,902050,EUR,951523200,D,5,5,False,62.0,55.0,7.0,2.0,0.0,30.0,34.0,28.0,3.0,,,,,,90.0,73.0,5.3,7.0,0.0119722,,1,,0.13,0.23,-0.85,,25.0,,1.0,1.0,2.0,1.0,,5.0,2.0,1.0,,,1.0,,,1.0,1.0,0.0925,0.1619,-0.29,,,,,,,,,,,,,,,,,
14131916,home,FC Arouca,Matías Rocha,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,4,4,False,52.0,48.0,3.0,1.0,0.0,27.0,29.0,23.0,5.0,,,,,,90.0,63.0,6.2,4.0,0.122756,,1,,0.34,0.06,-0.62,,21.0,,,2.0,2.0,3.0,1.0,4.0,,,,,1.0,,,,,0.0352,,-0.19,1.0,1.0,3.0,,,,,,,,,,,,,,
14131916,home,FC Arouca,Arnau Solà,arnau-sola,A. Solà,D,16,179,86,M,997025,EUR,1049414400,D,16,16,False,26.0,20.0,5.0,1.0,0.0,7.0,9.0,17.0,2.0,2.0,,,,,90.0,42.0,5.5,10.0,0.0842207,,2,,0.28,0.02,-0.79,,13.0,3.0,2.0,,2.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,0.0793,,-0.28,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
14131916,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,36.0,29.0,4.0,,0.0,13.0,15.0,21.0,4.0,1.0,,,,,90.0,46.0,6.1,10.0,0.0103571,,2,,-0.03,0.12,-0.31,,16.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,,1.0,,1.0,1.0,,,,,0.0431,,-0.16,2.0,,,,,1.0,,,,,,,,,,,
14131916,home,FC Arouca,David Simão,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,8,8,False,47.0,40.0,8.0,4.0,0.0,22.0,25.0,22.0,11.0,1.0,,,,,79.0,64.0,6.9,12.0,0.049698,,0,,0.15,0.09,-0.21,,18.0,2.0,1.0,2.0,8.0,9.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,4.0,1.0,1.0,,3.0,True,2.0,2.0,4.0,,,,,,,
14131916,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,4.0,,1.0,,0.0,,1.0,3.0,1.0,1.0,,,,,56.0,11.0,6.0,8.0,,,0,,-0.12,0.03,-0.12,,,1.0,,,4.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,
14131916,home,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,10,10,False,6.0,5.0,,,0.0,3.0,4.0,2.0,1.0,,,,,,65.0,15.0,6.1,4.0,0.00015653,,0,,-0.06,0.01,-0.23,,2.0,1.0,,,5.0,3.0,1.0,,,,,3.0,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,
14131916,home,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,11.0,8.0,1.0,,0.0,6.0,6.0,5.0,1.0,,,,,,65.0,17.0,6.4,6.0,0.0489868,,0,,0.11,0.01,-0.17,,2.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
14131916,home,FC Arouca,Ivan Barbero,ivan-barbero,I. Barbero,F,17,187,128,M,913728,EUR,903312000,F,17,17,False,10.0,5.0,1.0,1.0,0.0,4.0,5.0,5.0,,2.0,,,,,79.0,15.0,6.6,7.0,0.09809,,1,,0.19,0.0,-0.02,,1.0,,1.0,3.0,2.0,3.0,,,,1.0,,,1.0,,,1.0,,0.1771,0.2102,0.22,,,,,,,,,,,,,,,,,
14131916,home,FC Arouca,Brian Mansilla,brian-mansilla,B. Mansilla,M,24,176,145,M,1116649,EUR,1021334400,F,24,24,True,8.0,7.0,,,0.0,1.0,1.0,7.0,1.0,3.0,,,,,34.0,22.0,6.4,10.0,0.0776358,,1,,0.13,-0.16,-0.05,,6.0,4.0,,,4.0,1.0,1.0,,,,,,,Brian Mansilla,,,,0.0338,,-0.06,1.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,
14131916,home,FC Arouca,Miguel Puche,puche-miguel,M. Puche,F,11,180,48,M,1000680,EUR,988588800,F,11,11,True,10.0,8.0,3.0,1.0,0.0,2.0,2.0,8.0,,1.0,,,,,25.0,18.0,6.7,5.0,0.0038285,,2,,-0.01,0.07,-0.01,,6.0,2.0,1.0,,2.0,2.0,,,,,,,1.0,,,1.0,,0.1347,0.3644,0.12,1.0,,1.0,,,,,2.0,2.0,,,,,,,,
