match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_onTargetScoringAttempt,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_goals,captain,stat_accurateCross,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot
10388437,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,22.0,16.0,8.0,2.0,15.0,17.0,1.0,5.0,1.0,90.0,23.0,5.9,7.0,0.0,0.0,0.00088056,0,-1.4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,70.0,57.0,7.0,4.0,34.0,36.0,23.0,34.0,9.0,90.0,85.0,6.4,15.0,0.0445,0.0,0.016653,1,,3.0,2.0,8.0,7.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,D,6,6,False,68.0,63.0,4.0,,51.0,53.0,12.0,15.0,7.0,90.0,89.0,6.8,8.0,0.0962,0.0,0.0115138,1,,1.0,,5.0,3.0,,1.0,2.0,1.0,,8.0,2.0,1.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,72.0,64.0,6.0,4.0,42.0,43.0,22.0,29.0,9.0,90.0,82.0,6.7,10.0,0.1944,0.0942,0.0302921,1,,2.0,2.0,4.0,3.0,1.0,,1.0,,,4.0,1.0,,1.0,,,,,,,evanndicka,1.0,1.0,,,,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,False,45.0,37.0,1.0,,15.0,15.0,22.0,30.0,5.0,90.0,76.0,6.1,19.0,0.1358,0.0,0.0613364,1,,,1.0,12.0,10.0,2.0,1.0,13.0,5.0,,,,,2.0,4.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6899,M,794338,EUR,839203200,M,15,15,False,85.0,74.0,5.0,3.0,49.0,52.0,25.0,35.0,9.0,84.0,98.0,7.6,14.0,0.0515,0.1624,0.0159557,1,,,,2.0,3.0,1.0,,,,,,3.0,2.0,1.0,,1.0,,,,,kamadadaichi,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,S. Rode,M,,179,171,M,35194,EUR,655603200,M,17,17,False,64.0,61.0,2.0,2.0,31.0,32.0,30.0,33.0,9.0,72.0,67.0,6.5,4.0,0.016,0.0,0.124013,1,,,,4.0,,2.0,,,,,1.0,,,,,2.0,,,1.0,,,,,,1.0,,True,,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1348,M,826186,EUR,920764800,M,33,33,False,43.0,37.0,1.0,,18.0,21.0,22.0,33.0,8.0,90.0,89.0,7.5,21.0,0.0802,0.0,0.327954,2,,,1.0,4.0,10.0,,1.0,4.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,,,,,,,,3.0,11.0,,,3.0,,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2675,M,947929,EUR,951782400,F,29,29,False,15.0,9.0,1.0,,3.0,4.0,6.0,11.0,5.0,77.0,32.0,6.0,17.0,0.3914,0.9643,0.268378,5,,1.0,,9.0,,2.0,3.0,2.0,,2.0,,,,6.0,,2.0,,,1.0,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,
10388437,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,74.0,61.0,3.0,1.0,25.0,27.0,36.0,48.0,6.0,90.0,95.0,7.5,21.0,0.415,0.0,0.299144,2,,,,6.0,7.0,1.0,2.0,4.0,2.0,1.0,,4.0,4.0,3.0,1.0,1.0,,,,,MarioGotze,1.0,,4.0,1.0,,,,,1.0,1.0,,,,,,,,,
