match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_unsuccessfulTouch,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,captain,stat_totalOffside,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11352621,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,22.0,18.0,6.0,2.0,18.0,19.0,3.0,1.0,1.0,1.0,10.0,1.0,3.0,4.0,90.0,34.0,7.3,4.0,0.0,0.0,0.00013527,0,0.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352621,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,56.0,51.0,2.0,1.0,16.0,19.0,43.0,,4.0,,2.0,,,,89.0,75.0,7.4,10.0,0.0365,0.0,0.252374,1,,36.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,
11352621,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,80.0,72.0,6.0,4.0,46.0,51.0,29.0,2.0,5.0,2.0,11.0,,,,90.0,90.0,7.3,8.0,0.0625,0.0,0.0862284,2,,26.0,,,3.0,4.0,,,,2.0,3.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,
11352621,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,66.0,64.0,2.0,2.0,45.0,47.0,19.0,5.0,8.0,1.0,5.0,,,,89.0,76.0,6.5,4.0,0.0,0.0,0.00602135,0,,19.0,,,10.0,13.0,,1.0,,,3.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,
11352621,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,38,38,False,60.0,52.0,3.0,1.0,21.0,22.0,40.0,,5.0,1.0,12.0,,,,90.0,91.0,7.3,15.0,0.0,0.0,0.0564959,0,,31.0,2.0,,2.0,3.0,,1.0,1.0,,3.0,1.0,,,,3.0,1.0,,2.0,1.0,,,,,,,,,,,
11352621,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,56.0,53.0,3.0,1.0,19.0,19.0,41.0,,1.0,,5.0,,,,80.0,68.0,7.1,8.0,0.2765,0.2036,0.0538155,3,,34.0,4.0,,,1.0,,1.0,1.0,,,,2.0,,,1.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,
11352621,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,False,89.0,78.0,4.0,2.0,24.0,27.0,62.0,1.0,8.0,,10.0,,,,90.0,110.0,7.4,19.0,0.4648,0.7955,0.218615,2,,54.0,,,2.0,7.0,,4.0,4.0,,1.0,2.0,3.0,,,1.0,1.0,,2.0,5.0,1.0,1.0,1.0,,,,,,,,
11352621,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,False,44.0,35.0,,,3.0,3.0,46.0,1.0,2.0,,1.0,,,,90.0,62.0,8.5,16.0,0.3156,0.2042,0.30454,7,,34.0,5.0,2.0,,5.0,1.0,2.0,,,1.0,,5.0,,,,,2.0,1.0,,,2.0,5.0,2.0,1.0,,,,,,
11352621,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,67.0,55.0,5.0,1.0,8.0,9.0,64.0,,9.0,,2.0,,,,90.0,94.0,8.2,21.0,0.1566,0.087,0.22004,3,,48.0,6.0,1.0,,4.0,1.0,5.0,3.0,1.0,3.0,3.0,4.0,,,,2.0,,1.0,1.0,,2.0,,,,,,,,,
11352621,home,Tottenham Hotspur,Manor Solomon,manor-solomon,M. Solomon,M,19,167,5398,M,,862223,EUR,932774400,M,27,27,False,29.0,24.0,,,4.0,5.0,26.0,,5.0,,5.0,,,,80.0,52.0,7.0,14.0,0.2808,0.1828,0.358861,4,,21.0,2.0,1.0,,8.0,1.0,8.0,4.0,3.0,,1.0,4.0,,,,,2.0,3.0,1.0,,1.0,,,,,,,,,
