match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_clearanceOffLine,stat_goalAssist,stat_goals,stat_errorLeadToAShot
11598403,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2836,M,171919,EUR,739929600,G,1,1,False,46.0,30.0,24.0,9.0,25.0,30.0,5.0,16.0,1.0,7.0,2.0,2.0,1.0,1.0,90.0,53.0,6.7,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1558,M,958916,EUR,988588800,D,22,22,False,58.0,43.0,6.0,4.0,24.0,32.0,19.0,26.0,2.0,3.0,,,,,90.0,78.0,6.9,17.0,0,2.0,2.0,6.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1056,M,855864,EUR,738633600,D,5,5,False,45.0,38.0,1.0,,32.0,35.0,6.0,10.0,1.0,4.0,,,,,90.0,56.0,7.2,10.0,0,4.0,6.0,7.0,9.0,,,2.0,,1.0,,,2.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Zanka,zanka,Zanka,D,,189,460,M,26404,EUR,640828800,D,13,13,False,32.0,26.0,2.0,1.0,12.0,14.0,14.0,20.0,,2.0,,,,,82.0,44.0,6.1,11.0,0,2.0,,2.0,1.0,,,,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,
11598403,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,427,M,826057,EUR,930182400,M,30,30,False,28.0,22.0,2.0,1.0,16.0,19.0,6.0,10.0,2.0,6.0,,,,,63.0,39.0,6.8,9.0,0,1.0,,1.0,3.0,,,,3.0,,,,,1.0,,,,,1.0,,Mads,Roerslev,,,,,,,,,,,,,,
11598403,home,Brentford,Frank Onyeka,frank-onyeka,F. Onyeka,M,16,183,4636,M,885864,EUR,883612800,M,15,15,False,27.0,23.0,,,14.0,15.0,9.0,13.0,,6.0,,,,,79.0,51.0,7.1,13.0,2,3.0,2.0,8.0,10.0,1.0,1.0,,2.0,1.0,,,3.0,1.0,,5.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
11598403,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9724,M,135256,EUR,763257600,M,6,6,False,25.0,20.0,4.0,3.0,12.0,15.0,8.0,10.0,,11.0,,,,,63.0,35.0,7.4,6.0,1,,1.0,2.0,5.0,2.0,1.0,,2.0,,,2.0,,,,2.0,2.0,,,,,,1.0,,,True,1.0,1.0,,,,,,,,
11598403,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1209,M,814873,EUR,894758400,M,27,27,False,33.0,25.0,8.0,4.0,15.0,18.0,10.0,15.0,,4.0,,,,,90.0,42.0,6.8,8.0,2,1.0,,4.0,2.0,1.0,,,1.0,2.0,,,,2.0,,1.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,,
11598403,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,845,M,966869,EUR,1023667200,M,2,2,False,22.0,19.0,2.0,2.0,9.0,9.0,10.0,13.0,1.0,6.0,,,,,79.0,35.0,7.1,7.0,2,1.0,1.0,3.0,4.0,,4.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,3.0,1.0,,,,1.0,,,,,,,,
11598403,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,112275,M,927083,EUR,933984000,F,19,19,False,26.0,18.0,2.0,1.0,4.0,5.0,15.0,23.0,,1.0,,,,,90.0,39.0,6.8,15.0,1,1.0,2.0,6.0,4.0,,5.0,,,,,2.0,2.0,,,,,1.0,2.0,,,,2.0,1.0,,,,,bryan_m19,1.0,,,,,,
11598403,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,51080,M,805123,EUR,841708800,F,11,11,False,23.0,12.0,3.0,,1.0,2.0,11.0,23.0,,5.0,,,,,90.0,43.0,7.4,17.0,7,1.0,4.0,3.0,10.0,,4.0,,,,4.0,2.0,2.0,,,2.0,1.0,2.0,2.0,,,,4.0,3.0,2.0,,,2.0,yowissa,,2.0,1.0,,,,
11598403,home,Brentford,Saman Ghoddos,saman-ghoddos,S. Ghoddos,M,7,177,2078,M,548050,EUR,747273600,M,14,14,True,14.0,12.0,1.0,1.0,4.0,6.0,10.0,11.0,,4.0,,,,,27.0,20.0,6.7,4.0,2,1.0,,1.0,,,,,,,,1.0,,,,,,1.0,3.0,,,,,,,,,2.0,,2.0,,,,,,
11598403,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1068,M,799251,EUR,820454400,M,8,8,True,11.0,7.0,4.0,2.0,2.0,3.0,5.0,8.0,,1.0,,,,,27.0,27.0,7.1,12.0,0,,,2.0,3.0,,,,,1.0,,2.0,1.0,,,3.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,
11598403,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1114,M,972421,EUR,982800000,F,23,23,True,6.0,3.0,,,2.0,2.0,1.0,4.0,,1.0,,,,,11.0,7.0,6.2,3.0,1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
11598403,home,Brentford,Michael Olakigbe,olakigbe-michael,M. Olakigbe,M,29,180,92,M,1014556,EUR,1082851200,M,37,37,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,1.0,,,,,11.0,8.0,6.7,2.0,0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
11598403,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1149,M,576384,EUR,892771200,D,20,20,True,7.0,6.0,1.0,1.0,4.0,5.0,2.0,2.0,,,,,,,8.0,8.0,6.6,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Thomas Strakosha,thomas-strakosha,T. Strakosha,G,1,191,1722,M,227212,EUR,795571200,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Ellery Balcombe,balcombe-ellery,E. Balcombe,G,31,190,76,M,860205,EUR,939945600,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Ethan Brierley,ethan-brierley,E. Brierley,M,6,173,46,M,998841,EUR,1069545600,M,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2566,M,1031258,EUR,1078099200,M,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598403,away,Arsenal,Aaron Ramsdale,aaron-ramsdale,A. Ramsdale,G,32,191,8515,M,839410,EUR,895104000,G,1,1,False,41.0,21.0,29.0,9.0,13.0,15.0,8.0,26.0,,9.0,2.0,3.0,,,90.0,48.0,7.1,21.0,0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,ARamsdale,,,,,,,
11598403,away,Arsenal,Ben White,benjamin-white,B. White,D,4,186,13872,M,846036,EUR,876268800,D,4,4,False,56.0,49.0,7.0,2.0,15.0,17.0,34.0,39.0,2.0,2.0,,,,,69.0,70.0,7.1,10.0,0,,,2.0,1.0,2.0,1.0,2.0,,,,1.0,,,,,,2.0,,,,,1.0,,,,,,benwhite,,,,,,,
11598403,away,Arsenal,Takehiro Tomiyasu,tomiyasu-takehiro,T. Tomiyasu,D,32,188,10713,M,804434,EUR,910224000,D,18,18,False,56.0,46.0,8.0,4.0,24.0,31.0,22.0,26.0,6.0,4.0,,,,,90.0,72.0,7.5,13.0,0,1.0,3.0,2.0,4.0,1.0,,3.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,tomiyasu_t,,,,,,,
11598403,away,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49147,M,869792,EUR,882489600,D,6,6,False,51.0,45.0,6.0,1.0,32.0,34.0,13.0,17.0,9.0,5.0,,,,,90.0,69.0,7.1,8.0,0,2.0,3.0,5.0,4.0,1.0,,,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,GabrielMagalhães,,,,,,,
