match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_lastManTackle,player_sofascoreId,stat_outfielderBlock,stat_accurateCross,stat_interceptionWon,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoalsOnTarget,stat_wonContest,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_goals
14167870,home,Lille,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184.0,410,M,878898,EUR,889574400,G,16,16,False,31.0,24.0,18.0,11.0,0.0,19.0,20.0,5.0,11.0,1.0,4.0,1.0,1.0,1.0,90.0,35.0,7.1,7.0,0.0037426,0.1603,0,0.0434,0.04,0.01,-0.1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167870,home,Lille,Tiago Santos,tiago-santos,T. Santos,D,22,175.0,1632,M,1087364,EUR,1027382400,D,22,22,False,24.0,20.0,4.0,3.0,0.0,6.0,7.0,14.0,17.0,2.0,2.0,,,,89.0,54.0,6.7,19.0,0.0211652,,1,,0.06,0.13,-0.13,,,,7.0,1.0,5.0,7.0,1.0,2.0,1.0,1.0,3.0,6.0,2.0,0.0093,-0.05,,,,,,,,,,,,,,,,,,,
14167870,home,Lille,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183.0,1994,M,1119487,EUR,1055203200,D,3,3,False,54.0,45.0,7.0,2.0,0.0,33.0,34.0,12.0,20.0,2.0,4.0,,,,90.0,63.0,6.3,11.0,0.00790301,,1,,0.02,0.03,0.22,,,,,1.0,5.0,2.0,,,1.0,1.0,2.0,,3.0,0.0398,-0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14167870,home,Lille,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,23,23,False,68.0,64.0,9.0,8.0,0.0,38.0,39.0,26.0,29.0,2.0,5.0,,,,90.0,72.0,6.9,4.0,0.0162593,,0,,0.16,0.02,-0.11,,,,,,1.0,2.0,,,,,,1.0,1.0,,,1.0,,,aissamandi23,1.0,,,,,,,,,,,,,,
14167870,home,Lille,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14311,M,361780,EUR,862012800,D,24,24,False,51.0,42.0,1.0,,0.0,19.0,21.0,23.0,30.0,3.0,2.0,,,,90.0,71.0,6.9,15.0,0.156614,,0,,0.18,0.04,-0.03,,,,5.0,,2.0,4.0,,,,1.0,,1.0,1.0,,,2.0,1.0,,c.verdonk,,1.0,2.0,3.0,,,,,,,,,,,
14167870,home,Lille,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188.0,7441,M,1391541,EUR,1099440000,M,17,17,False,21.0,20.0,,,0.0,5.0,5.0,15.0,16.0,1.0,3.0,,,,74.0,28.0,7.2,1.0,0.0316238,,1,,0.26,0.13,-0.04,,Ngal'ayel Mukau,,,5.0,6.0,3.0,,,,1.0,,2.0,,0.215,0.29,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,0.1216,,,,,,,
14167870,home,Lille,Ayyoub Bouaddi,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5410,M,1564180,EUR,1191283200,M,32,32,False,21.0,16.0,1.0,1.0,0.0,6.0,7.0,10.0,14.0,,4.0,,,,79.0,38.0,6.2,11.0,0.0290435,,1,,0.11,-0.13,-0.13,,Ayyoub Bouaddi,,,,5.0,4.0,2.0,3.0,1.0,1.0,3.0,,2.0,0.266,-0.4,1.0,1.0,,,1.0,,,,,,,,2.0,,,,,,
14167870,home,Lille,Félix Correia,felix-correia,F. Correia,M,27,178.0,1349,M,934498,EUR,980121600,M,27,27,False,22.0,19.0,2.0,,0.0,1.0,1.0,18.0,21.0,,1.0,,,,74.0,37.0,6.7,10.0,0.0145416,,1,,0.19,0.1,-0.11,,,,6.0,1.0,5.0,4.0,,,,,,3.0,3.0,0.3097,-0.52,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,
14167870,home,Lille,Hakon Arnar Haraldsson,haraldsson-hakon-arnar,H. A. Haraldsson,M,10,180.0,2141,M,1138804,EUR,1049932800,M,10,10,False,49.0,42.0,2.0,1.0,0.0,19.0,20.0,23.0,29.0,,6.0,,,,90.0,62.0,6.5,10.0,0.0288146,,4,,-0.2,0.5,-0.07,,,,,1.0,4.0,5.0,,2.0,3.0,1.0,2.0,2.0,2.0,0.3194,-0.52,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,
14167870,home,Lille,Matías Fernández,fernandez-matias,M. Fernandez,F,7,183.0,1612,M,1149144,EUR,1107388800,M,7,7,False,27.0,24.0,,,0.0,4.0,4.0,20.0,23.0,,3.0,,,,90.0,48.0,8.1,8.0,0.646625,,2,,0.7,0.61,-0.09,,Matias Fernandez,,3.0,,3.0,8.0,,5.0,1.0,1.0,2.0,3.0,1.0,0.0979,-0.44,1.0,1.0,,,,2.0,,2.0,,1.0,,0.1146,3.0,,,,,,
