match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_shotOffTarget,stat_errorLeadToAShot,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_penaltyWon,stat_errorLeadToAGoal,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded
12448403,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,False,30.0,22.0,11.0,3.0,0.0,20.0,20.0,2.0,10.0,1.0,9.0,1.0,1.0,1.0,90.0,35.0,6.9,9.0,0.00084232,0,0.0332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Brayann Pereira,brayann-pereira,B. Pereira,D,2,172,178,M,1012639,EUR,1053475200,D,2,2,False,23.0,19.0,2.0,,0.0,11.0,12.0,9.0,15.0,2.0,7.0,,,,90.0,55.0,6.7,15.0,0.0485509,0,,,,4.0,1.0,1.0,1.0,10.0,7.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,66.0,60.0,4.0,1.0,0.0,47.0,47.0,13.0,19.0,6.0,2.0,,,,90.0,77.0,7.2,6.0,0.00428134,0,,,,,,3.0,2.0,5.0,3.0,,,,,1.0,,,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,41.0,37.0,5.0,2.0,0.0,29.0,30.0,8.0,11.0,1.0,1.0,,,,45.0,46.0,6.9,4.0,0.00553372,0,,,,,,,4.0,,4.0,,,,,,,,,,,3.0,True,,,,,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,73.0,63.0,11.0,5.0,0.0,45.0,48.0,20.0,28.0,2.0,5.0,,,,90.0,96.0,7.9,13.0,0.153875,1,,,,3.0,2.0,,,3.0,6.0,,,,,6.0,1.0,,3.0,1.0,,3.0,,c.verdonk,1.0,4.0,0.0119,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,58.0,51.0,8.0,6.0,0.0,30.0,31.0,21.0,27.0,2.0,3.0,,,,90.0,75.0,7.5,8.0,0.222593,1,,,,,,1.0,2.0,3.0,6.0,,,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,0.1043,1.0,,,,,,,,,,,
12448403,home,NEC Nijmegen,Kodai Sano,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,False,64.0,58.0,3.0,,0.0,43.0,45.0,15.0,19.0,4.0,8.0,,,,90.0,76.0,6.7,8.0,0.0215036,1,,Kodai Sano,,,,,,3.0,3.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,1.0,0.0156,1.0,1.0,1.0,,,,,,,,,
12448403,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,7,7,False,35.0,27.0,2.0,1.0,0.0,13.0,13.0,15.0,25.0,1.0,4.0,,,,79.0,48.0,6.3,15.0,0.0834117,0,,,,3.0,1.0,1.0,,8.0,1.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12448403,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,13.0,11.0,2.0,2.0,0.0,2.0,3.0,10.0,12.0,,3.0,,,,61.0,28.0,7.4,10.0,0.0548567,1,,,,2.0,1.0,1.0,,5.0,2.0,,3.0,1.0,1.0,1.0,3.0,,1.0,1.0,,1.0,,,,,0.0926,,1.0,,1.0,1.0,0.2515,,,,,,
12448403,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,F,32,32,False,8.0,8.0,,,2.0,3.0,3.0,5.0,7.0,,1.0,,,,66.0,21.0,9.6,3.0,0.461725,4,,,,2.0,,2.0,1.0,5.0,5.0,1.0,,1.0,1.0,,1.0,3.0,2.0,3.0,,,,,,,0.6894,3.0,,,1.0,1.0,0.9864,1.0,1.0,,,,
12448403,home,NEC Nijmegen,Koki Ogawa,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,19.0,17.0,,,1.0,4.0,6.0,13.0,13.0,,3.0,,,,79.0,34.0,9.1,8.0,1.37998,4,,,,,,1.0,4.0,1.0,5.0,,,,,1.0,5.0,1.0,,2.0,,,,,1.0,,1.4949,1.0,,1.0,2.0,2.0,1.7761,1.0,,,,,
12448403,home,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,5,5,True,11.0,9.0,2.0,1.0,0.0,6.0,7.0,4.0,8.0,,,,,,45.0,22.0,7.2,5.0,0.143263,1,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,0.7884,,,,1.0,1.0,0.6887,,,,,,
12448403,home,NEC Nijmegen,Başar Önal,basar-onal,B. Önal,F,11,173,621,M,1193676,EUR,1089072000,F,11,11,True,8.0,6.0,1.0,,1.0,4.0,5.0,2.0,3.0,,,,,,29.0,13.0,7.0,5.0,0.227383,0,,Basar Onal,,,,,2.0,4.0,4.0,2.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,
