match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_outfielderBlock,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_challengeLost,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot
11391315,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,43.0,17.0,32.0,6.0,15.0,19.0,2.0,24.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,90.0,49.0,6.5,27.0,0.00099284,0,-0.5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391315,home,Lille,Tiago Santos,,,tiago-santos,T. Santos,D,22,175,1632,M,1087364,EUR,1027382400,D,22,22,False,42.0,35.0,5.0,2.0,23.0,23.0,13.0,22.0,,5.0,4.0,1.0,,,,90.0,67.0,7.2,18.0,0.134349,1,,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,0.0356,3.0,,,,,,,,,,,,,,,,,,
11391315,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,61.0,55.0,6.0,1.0,43.0,43.0,12.0,18.0,,2.0,4.0,1.0,,,,90.0,67.0,6.7,7.0,0.00317435,0,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11391315,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,48.0,46.0,2.0,2.0,40.0,41.0,6.0,7.0,1.0,4.0,5.0,2.0,,,,90.0,58.0,6.8,3.0,0.00199896,0,,,,1.0,4.0,1.0,,,4.0,1.0,1.0,,,,1.0,2.0,YL15,1.0,,,,,,,,,,,,,,
11391315,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,45.0,39.0,2.0,1.0,29.0,33.0,10.0,12.0,,4.0,4.0,,,,,90.0,69.0,6.9,10.0,0.0059373,1,,,,2.0,5.0,4.0,2.0,,2.0,2.0,2.0,1.0,0.0386,,1.0,,,1.0,1.0,1.0,0.0983,,,,,,,,,,,
11391315,home,Lille,Nabil Bentaleb,,,nabil-bentaleb,N. Bentaleb,M,6,187,8306,M,368120,EUR,785635200,M,6,6,False,48.0,44.0,5.0,3.0,32.0,35.0,12.0,13.0,,4.0,7.0,1.0,,,,90.0,64.0,7.0,7.0,0.0192977,1,,,,1.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0437,2.0,4.0,1.0,nabilbentaleb,,,,,1.0,3.0,,,,,,,,,
11391315,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,50.0,40.0,4.0,1.0,18.0,21.0,22.0,29.0,5.0,6.0,7.0,,,,,90.0,62.0,6.6,13.0,0.0284517,0,,,,8.0,16.0,1.0,,,5.0,1.0,1.0,,,2.0,1.0,3.0,,,2.0,,,,2.0,True,1.0,,,,,,,
11391315,home,Lille,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,5,5,False,15.0,12.0,1.0,1.0,5.0,6.0,7.0,9.0,,7.0,2.0,3.0,,,,86.0,31.0,6.6,8.0,0.0930606,1,,,,,5.0,2.0,1.0,,,3.0,1.0,1.0,0.0748,1.0,,1.0,,,3.0,1.0,0.0827,,,,,1.0,,,,,,
11391315,home,Lille,Edon Zhegrova,,,edon-zhegrova,E. Zhegrova,M,11,181,9820,M,887766,EUR,922838400,F,23,23,False,17.0,15.0,1.0,1.0,6.0,6.0,10.0,15.0,,4.0,3.0,2.0,,,,77.0,42.0,8.2,12.0,0.0107145,4,,4.0,1.0,,9.0,5.0,1.0,1.0,,1.0,1.0,1.0,0.8852,1.0,1.0,2.0,edonzhegrova10,,1.0,2.0,0.4949,,2.0,,,,1.0,2.0,,,,
11391315,home,Lille,Jonathan David,,,jonathan-david,J. David,F,30,180,21023,M,935564,EUR,947808000,F,9,9,False,15.0,10.0,1.0,1.0,3.0,4.0,7.0,11.0,2.0,7.0,2.0,1.0,,,,89.0,30.0,7.2,8.0,0.00499305,3,,,,5.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.2986,,,3.0,jodavid,,,2.0,0.2302,,,,,,,,2.0,,,
