match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_penaltyWon,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_penaltyConceded,stat_totalOffside,stat_errorLeadToAShot
12499297,home,Fiorentina,David De Gea,,,david-de-gea,D. De Gea,G,43,192,23723,M,d_degea,69378,EUR,657936000,G,43,43,False,22.0,21.0,6.0,5.0,0.0,16.0,16.0,5.0,6.0,1.0,1.0,2.0,7.0,2.0,5.0,2.0,90.0,35.0,8.0,1.0,0.00079763,0,-0.3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499297,home,Fiorentina,Lucas Martínez Quarta,,,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,chinomartinezquarta96,795297,EUR,831686400,D,28,28,False,36.0,34.0,7.0,5.0,0.0,25.0,26.0,9.0,10.0,1.0,4.0,5.0,2.0,,,,45.0,50.0,7.1,3.0,0.0138658,0,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12499297,home,Fiorentina,Pietro Comuzzo,Pietro Comuzzo,,comuzzo-pietro,P. Comuzzo,D,15,185,1322,M,,1210848,EUR,1108857600,D,15,15,False,53.0,46.0,6.0,3.0,0.0,37.0,40.0,9.0,13.0,4.0,6.0,3.0,2.0,,,,90.0,61.0,6.8,8.0,0.00501296,0,,5.0,6.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499297,home,Fiorentina,Cristiano Biraghi,,,cristiano-biraghi,C. Biraghi,D,34,184,1338,M,,122848,EUR,715305600,D,3,3,False,28.0,26.0,2.0,1.0,0.0,23.0,24.0,3.0,4.0,1.0,2.0,2.0,1.0,,,,45.0,34.0,6.4,2.0,0.00061544,0,,,2.0,1.0,,,,,,,1.0,True,2.0,,,,,,,,,,,,,,,,,,,,,
12499297,home,Fiorentina,Dodô,,,dodo,Dodô,D,2,166,3348,M,,822518,EUR,911260800,M,2,2,False,23.0,17.0,2.0,1.0,0.0,8.0,10.0,16.0,22.0,,3.0,1.0,4.0,,,,90.0,50.0,7.9,11.0,0.337463,0,,,2.0,,1.0,1.0,1.0,,,1.0,,,2.0,9.0,7.0,2.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,
12499297,home,Fiorentina,Danilo Cataldi,,,danilo-cataldi,D. Cataldi,M,32,180,952,M,,317301,EUR,776131200,M,32,32,False,25.0,24.0,3.0,3.0,0.0,18.0,18.0,7.0,8.0,,3.0,3.0,3.0,,,,83.0,35.0,7.1,2.0,0.00826672,0,,,2.0,,1.0,1.0,2.0,2.0,2.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12499297,home,Fiorentina,Rolando Mandragora,,,rolando-mandragora,R. Mandragora,M,8,183,2103,M,,548178,EUR,867542400,M,8,8,False,21.0,17.0,5.0,3.0,0.0,10.0,12.0,7.0,9.0,,2.0,3.0,2.0,,,,65.0,32.0,6.9,4.0,0.00444082,1,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,2.0,,,1.0,0.0123,,,,,,,,,,,,
12499297,home,Fiorentina,Robin Gosens,,,robin-gosens,R. Gosens,D,21,183,3165,M,,377118,EUR,773366400,M,21,21,False,32.0,21.0,4.0,1.0,0.0,9.0,12.0,13.0,22.0,6.0,10.0,4.0,,,,,90.0,50.0,7.1,13.0,0.180353,0,,,1.0,,2.0,2.0,,1.0,1.0,,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,
12499297,home,Fiorentina,Andrea Colpani,,,colpani-andrea,A. Colpani,M,28,186,944,M,,928122,EUR,926380800,F,23,23,False,16.0,12.0,1.0,,0.0,2.0,2.0,11.0,15.0,,4.0,,2.0,,,,81.0,25.0,6.7,5.0,0.0582534,2,,,5.0,2.0,1.0,1.0,,1.0,,,2.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,0.3968,1.0,1.0,1.0,0.5594,,,,,,,,
12499297,home,Fiorentina,Edoardo Bove,,,edoardo-bove,E. Bove,M,15,181,2073,M,,986352,EUR,1021507200,F,4,4,False,22.0,22.0,2.0,2.0,0.0,12.0,12.0,10.0,10.0,,5.0,1.0,4.0,,,,90.0,36.0,7.4,3.0,0.041025,2,,1.0,6.0,1.0,3.0,2.0,,1.0,1.0,1.0,2.0,,2.0,,,1.0,,1.0,,2.0,1.0,0.1453,,1.0,,0.1002,,,,,,,,
