match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,stat_aerialWon,stat_duelWon,stat_totalContest,captain,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,player_lastName,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork,stat_goals
14083111,home,Espanyol,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194.0,1184,M,94527,EUR,696211200,G,13,13,False,22.0,13.0,10.0,1.0,0.0,13.0,15.0,7.0,7.0,1.0,2.0,90.0,29.0,6.2,9.0,9.839e-05,0.0843,0,0.18,0.0,-0.52,-0.17,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083111,home,Espanyol,Omar El Hilali,omar-el-hilali,O. E. Hilali,D,23,183.0,6663,M,1064026,EUR,1063324800,D,23,23,False,67.0,65.0,3.0,3.0,0.0,33.0,34.0,33.0,3.0,,,82.0,88.0,6.7,2.0,0.0873226,,0,,0.23,0.11,-0.21,,32.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083111,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183.0,302,M,857205,EUR,811036800,D,5,5,False,103.0,98.0,4.0,3.0,0.0,78.0,80.0,23.0,7.0,,,90.0,114.0,6.8,8.0,0.0106383,,0,,0.22,0.13,-0.17,,20.0,1.0,,1.0,3.0,,1.0,1.0,2.0,,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14083111,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190.0,819,M,81992,EUR,677116800,D,6,6,False,86.0,80.0,5.0,2.0,0.0,43.0,44.0,42.0,3.0,,,90.0,100.0,6.8,7.0,0.023119,,2,,0.33,0.14,-0.24,,37.0,1.0,,4.0,7.0,3.0,4.0,,2.0,,2.0,4.0,,True,1.0,1.0,1.0,1.0,0.0361,-0.12,,,,,,,,,,,,,,,,
14083111,home,Espanyol,Jose Salinas,jose-salinas,J. Salinas,D,12,178.0,194,M,1068891,EUR,970272000,D,12,12,False,52.0,49.0,1.0,,0.0,20.0,20.0,32.0,6.0,,,90.0,78.0,7.2,12.0,0.300192,,0,,0.39,0.13,-0.2,,29.0,5.0,1.0,,3.0,,1.0,1.0,,3.0,,7.0,2.0,,,,2.0,3.0,,,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,
14083111,home,Espanyol,Tyrhys Dolan,tyrhys-dolan,T. Dolan,M,24,170.0,687,M,1063015,EUR,1009497600,M,24,24,False,31.0,27.0,1.0,,0.0,8.0,8.0,23.0,2.0,,,90.0,73.0,6.9,27.0,0.0537731,,4,,0.22,0.34,-0.09,,19.0,11.0,,,6.0,,,,1.0,2.0,,10.0,7.0,,,2.0,5.0,1.0,0.1014,-0.26,2.0,4.0,3.0,5.0,2.0,Tyrhys Dolan,2.0,1.0,0.2326,,,,,,,
14083111,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,4,4,False,52.0,47.0,1.0,1.0,0.0,27.0,28.0,24.0,2.0,,,82.0,59.0,6.5,6.0,0.0199374,,0,,0.02,0.08,-0.21,,20.0,,,1.0,4.0,3.0,2.0,,,,,3.0,,,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
14083111,home,Espanyol,Pol Lozano,pol-lozano,P. Lozano,M,10,176.0,521,M,826010,EUR,939168000,M,10,10,False,38.0,36.0,1.0,1.0,0.0,18.0,18.0,20.0,1.0,,,60.0,41.0,6.7,2.0,0.0138791,,0,,0.18,0.05,-0.07,,18.0,,,1.0,2.0,,,,,,,2.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
14083111,home,Espanyol,Pere Milla,pere-milla,P. Milla,M,11,179.0,867,M,175185,EUR,717206400,M,11,11,False,18.0,13.0,3.0,2.0,0.0,6.0,6.0,12.0,2.0,,,71.0,32.0,6.0,12.0,0.174046,,2,,0.12,0.06,-0.14,,7.0,1.0,,,5.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,,0.0502,-0.43,2.0,,,3.0,1.0,,,1.0,,,,,,,,
14083111,home,Espanyol,Edu Expósito,edu-exposito,E. Expósito,M,8,175.0,1017,M,877262,EUR,838857600,F,8,8,False,35.0,25.0,4.0,,0.0,3.0,3.0,32.0,1.0,,,71.0,56.0,6.6,23.0,0.115984,,1,,0.24,0.24,0.16,,22.0,12.0,2.0,1.0,6.0,1.0,,,,3.0,,2.0,,,,1.0,1.0,1.0,0.0416,-0.08,2.0,,,1.0,2.0,,,,,,,,,,,
