match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_wasFouled,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goals
11067489,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,24.0,22.0,9.0,7.0,20.0,20.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,90.0,29.0,5.8,3.0,0.00070916,0,-0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Leonel Di Plácido,,,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,58.0,51.0,2.0,1.0,15.0,17.0,39.0,47.0,6.0,9.0,1.0,4.0,,,,90.0,85.0,7.2,11.0,0.120155,2,,6.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0192,0.1486,3.0,,,,,,,,,,,,,,
11067489,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,65.0,53.0,4.0,1.0,31.0,39.0,22.0,26.0,2.0,4.0,5.0,10.0,,,,90.0,75.0,6.9,12.0,0.0714599,0,,,,9.0,9.0,1.0,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,,,,
11067489,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,65.0,58.0,6.0,4.0,32.0,33.0,26.0,35.0,1.0,3.0,1.0,10.0,,,,90.0,78.0,6.9,12.0,0.0137172,2,,3.0,,1.0,3.0,,2.0,,,,2.0,2.0,,1.0,0.0573,,1.0,,,2.0,3.0,,,,,,,,,,
11067489,home,Botafogo,Marçal,,,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,43.0,36.0,2.0,1.0,11.0,14.0,27.0,37.0,1.0,4.0,,2.0,,,,73.0,65.0,6.8,17.0,0.388956,0,,8.0,2.0,,1.0,1.0,,,,,1.0,,2.0,2.0,,,3.0,,,,,True,,,,,,,,,
11067489,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,58.0,56.0,3.0,3.0,10.0,10.0,46.0,49.0,,1.0,,2.0,,,,87.0,68.0,7.0,3.0,0.0498373,4,,1.0,,,4.0,,1.0,1.0,2.0,,,,,1.0,0.2829,,1.0,,3.0,2.0,,,,,,,,,,,
11067489,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,77.0,76.0,11.0,10.0,24.0,24.0,53.0,55.0,1.0,3.0,,1.0,,,,87.0,86.0,7.1,2.0,0.154262,3,,2.0,1.0,1.0,2.0,1.0,,,1.0,,,,,1.0,0.0857,,,1.0,1.0,2.0,,,,,,,,,,,
11067489,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,44.0,36.0,2.0,1.0,9.0,10.0,29.0,39.0,1.0,11.0,1.0,6.0,,,,90.0,85.0,7.4,24.0,0.708451,6,,5.0,2.0,2.0,12.0,1.0,7.0,4.0,3.0,1.0,2.0,2.0,5.0,1.0,0.326,0.0542,5.0,,4.0,2.0,,,5.0,1.0,1.0,,,,,,
11067489,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,21.0,18.0,1.0,1.0,3.0,4.0,16.0,20.0,1.0,2.0,,1.0,,,,73.0,30.0,7.0,5.0,0.0213682,4,,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,,,,,0.6884,1.0675,,,1.0,,,,,,,1.0,,,,,
11067489,home,Botafogo,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181,6186,M,977679,EUR,1008288000,M,11,11,False,29.0,26.0,3.0,3.0,4.0,4.0,23.0,26.0,1.0,5.0,,5.0,,,,59.0,37.0,6.6,7.0,0.114923,1,,1.0,1.0,,1.0,,3.0,1.0,,1.0,,,,,0.057,0.174,2.0,,,,,,2.0,,,,,,,,
11067489,home,Botafogo,Tiquinho Soares,,,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,False,28.0,22.0,,,3.0,4.0,20.0,26.0,5.0,12.0,,1.0,,,,90.0,48.0,7.3,13.0,0.494832,5,,2.0,1.0,3.0,8.0,,2.0,1.0,1.0,2.0,,,,2.0,0.2625,0.4145,5.0,,4.0,2.0,,,5.0,,,,tiquinho_soares_29,,,,
11067489,home,Botafogo,Matías Segovia,,,matias-segovia,Matías Segovia,M,77,165,1705,M,988622,EUR,1041638400,M,10,10,True,27.0,26.0,3.0,2.0,7.0,7.0,23.0,26.0,,3.0,,6.0,,,,31.0,42.0,7.4,6.0,0.547638,2,,6.0,4.0,,3.0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,0.0761,,3.0,,,,,,,,,,,,,,
11067489,home,Botafogo,Hugo,,,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,True,12.0,12.0,,,2.0,2.0,12.0,16.0,,,,1.0,,,,17.0,27.0,7.1,7.0,0.0855901,0,,6.0,2.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
11067489,home,Botafogo,Janderson,Janderson,,janderson,Janderson,F,39,189,658,M,1462989,EUR,925948800,F,39,39,True,7.0,6.0,,,2.0,2.0,4.0,5.0,1.0,1.0,,2.0,,,,17.0,14.0,7.2,2.0,0.0155218,2,,,,1.0,5.0,,1.0,1.0,2.0,,3.0,3.0,1.0,,0.221,,1.0,,,,,,,,1.0,,,,,,
11067489,home,Botafogo,Carlos Alberto,,,carlos-alberto,C. Alberto,M,11,179,526,M,1008700,EUR,1018742400,F,27,27,True,3.0,3.0,,,,,3.0,4.0,,,,,,,,10.0,4.0,6.6,1.0,0.00081435,0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Gabriel Pires,,,gabriel-pires,G. Pires,M,10,186,398,M,178407,EUR,748310400,M,14,14,True,16.0,11.0,3.0,1.0,,2.0,12.0,15.0,1.0,1.0,,1.0,,,,10.0,19.0,6.8,5.0,0.463571,1,,1.0,1.0,,,,,,,1.0,,,,,0.021,0.0833,,,,,,,,,,,,,,,
11067489,home,Botafogo,Gatito Fernández,,,gatito-fernandez,R. Fernández,G,25,191,1203,M,840027,EUR,575596800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Philipe Sampaio,,,philipe-sampaio,P. Sampaio,D,,191,349,M,588996,EUR,784512000,D,94,94,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Bastos,,,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Jacob Montes,,,montes-jacob,J. Montes,M,8,178,124,M,1009787,EUR,908841600,M,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067489,home,Botafogo,Raí,Raí,,rai,Raí,M,10,171,419,M,1175321,EUR,1019347200,M,75,75,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
