match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,player_firstName,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_challengeLost,player_lastName,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_wasFouled,captain,stat_dispossessed,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_penaltyConceded,stat_totalOffside
10407345,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,78,M,986770,EUR,987465600,G,30,30,False,14.0,12.0,5.0,3.0,11.0,11.0,1.0,3.0,1.0,12.0,1.0,2.0,1.0,90.0,25.0,6.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Daniel Opare,daniel-opare,D. Opare,D,,172,62,,121251,EUR,656208000,D,40,40,False,5.0,3.0,,,2.0,2.0,2.0,6.0,,2.0,,,,34.0,18.0,6.6,11.0,0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Abdoulaye Sylla,abdoulaye-sylla,A. Sylla,D,2,181,339,M,1102501,EUR,955324800,D,2,2,False,62.0,57.0,11.0,9.0,32.0,34.0,25.0,28.0,9.0,4.0,,,,90.0,77.0,7.5,5.0,1,,,1.0,,,Abdoulaye Sylla,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Marvin Tshibuabua,marvin-tshibuabua,M. Tshibuabua,D,,190,40,M,966923,EUR,1010448000,D,4,4,False,42.0,38.0,6.0,4.0,17.0,19.0,21.0,23.0,,7.0,,,,87.0,50.0,6.9,5.0,3,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Sandro Trémoulet,sandro-tremoulet,S. Trémoulet,D,18,190,152,M,1388249,EUR,942883200,D,17,17,False,34.0,29.0,5.0,5.0,18.0,18.0,11.0,16.0,2.0,2.0,,,,62.0,42.0,6.6,7.0,0,,,4.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Leroy Abanda,leroy-abanda,L. A. Mfomo,D,97,178,136,M,859030,EUR,960336000,D,11,11,False,23.0,17.0,1.0,,7.0,9.0,11.0,19.0,,1.0,,,,74.0,44.0,6.5,13.0,0,5.0,1.0,8.0,2.0,1.0,,1.0,3.0,,,4.0,5.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Sérgio Conceição,sergio-conceicao,S. Conceição,M,35,180,139,M,1010877,EUR,847756800,M,35,35,False,36.0,23.0,3.0,,11.0,16.0,17.0,33.0,,8.0,,,,90.0,68.0,7.7,26.0,3,13.0,5.0,4.0,1.0,4.0,,1.0,2.0,2.0,,1.0,,5.0,,,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10407345,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188,10,M,45907,EUR,467424000,M,23,23,False,38.0,30.0,2.0,1.0,13.0,17.0,17.0,21.0,3.0,3.0,,,,90.0,50.0,7.0,8.0,1,,,5.0,,,,2.0,7.0,1.0,,3.0,1.0,,,,1.0,3.0,2.0,3.0,,,,,2.0,True,,,,,,,,,,,,
10407345,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186,49,M,893030,EUR,925171200,M,27,27,False,73.0,63.0,15.0,10.0,18.0,20.0,46.0,54.0,1.0,3.0,,,,90.0,87.0,7.5,12.0,2,1.0,1.0,3.0,2.0,,,,6.0,2.0,,1.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,,,,2.0,,1.0,,,,,,,,,,,
10407345,home,RFC Seraing,Simon Elisor,elisor-simon,S. Elisor,F,12,186,169,M,1049526,EUR,932515200,F,9,9,False,16.0,15.0,,,2.0,2.0,13.0,14.0,,2.0,,,,90.0,28.0,6.3,5.0,3,,,4.0,,3.0,,1.0,3.0,2.0,,1.0,,1.0,,1.0,2.0,,,1.0,,1.0,,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,
10407345,home,RFC Seraing,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170,103,M,834261,EUR,873849600,F,12,12,False,15.0,12.0,2.0,2.0,4.0,6.0,8.0,10.0,,8.0,,,,74.0,39.0,6.8,14.0,2,1.0,,9.0,4.0,5.0,,,3.0,1.0,,3.0,4.0,2.0,2.0,,,,,,,,1.0,,1.0,,3.0,,,,,,,,,,,
10407345,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185,77,M,874855,EUR,833760000,D,21,21,True,18.0,16.0,,,2.0,2.0,14.0,17.0,1.0,6.0,,,,56.0,33.0,7.0,5.0,1,1.0,,2.0,1.0,,,1.0,7.0,,,1.0,,1.0,,1.0,,5.0,2.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
10407345,home,RFC Seraing,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190,1382,M,943593,EUR,885427200,F,10,10,True,4.0,3.0,,,,,3.0,4.0,,,,,,28.0,10.0,6.8,4.0,2,,,1.0,,3.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Morgan Poaty,morgan-poaty,M. Poaty,D,18,175,123,M,850895,EUR,868924800,D,18,18,True,9.0,7.0,,,1.0,2.0,7.0,9.0,,2.0,,,,16.0,14.0,6.8,3.0,0,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Valentin Guillaume,valentin-guillaume,V. Guillaume,M,14,183,14,M,1134596,EUR,987465600,M,14,14,True,11.0,9.0,1.0,1.0,1.0,1.0,8.0,11.0,,,,,,16.0,14.0,6.7,3.0,1,1.0,,2.0,,,,2.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Timothy Galje,timothy-galje,T. Galje,G,,180,20,M,923978,EUR,991699200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Elias Spago,elias-spago,E. Spago,D,28,186,10,M,1100579,EUR,997315200,D,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,Elias,,,,,,,,,,,,,,Spago,,,,,,,,,,,,,,,,,
10407345,home,RFC Seraing,Sami Lahssaini,sami-lahssaini,S. Lahssaini,M,15,177,235,M,957895,EUR,906076800,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407345,away,KV Kortrijk,Marko Ilić,marko-ilic,M. Ilić,G,31,190,336,M,843151,EUR,886464000,G,31,31,False,36.0,17.0,26.0,7.0,12.0,12.0,5.0,24.0,1.0,8.0,3.0,5.0,,90.0,46.0,8.2,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,
10407345,away,KV Kortrijk,Nayel Mehssatou,nayel-mehssatou,N. Mehssatou,M,8,172,538,M,1064174,EUR,1018569600,D,25,25,False,33.0,25.0,3.0,,19.0,22.0,6.0,15.0,,7.0,,,,89.0,64.0,7.2,16.0,0,4.0,,,,3.0,,,8.0,,,1.0,,,,,,4.0,2.0,,,,,,4.0,,,,,,,,,,,,,
10407345,away,KV Kortrijk,Tsuyoshi Watanabe,tsuyoshi-watanabe,T. Watanabe,D,4,187,1359,M,942213,EUR,855100800,D,4,4,False,43.0,38.0,10.0,6.0,32.0,32.0,6.0,11.0,5.0,1.0,,,,90.0,52.0,7.5,5.0,1,,,3.0,,,,1.0,2.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,
10407345,away,KV Kortrijk,Dorian Dessoleil,dorian-dessoleil,D. Dessoleil,D,24,188,42,M,149584,EUR,713145600,D,24,24,False,41.0,29.0,12.0,3.0,28.0,30.0,1.0,11.0,7.0,6.0,,,,90.0,52.0,6.9,12.0,0,,,3.0,,,,2.0,3.0,,2.0,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0
10407345,away,KV Kortrijk,Kristof D'Haene,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,D,30,30,False,35.0,23.0,8.0,2.0,13.0,16.0,10.0,21.0,3.0,2.0,,,,90.0,62.0,7.0,17.0,0,2.0,,2.0,,2.0,,,2.0,,,,,,,,1.0,2.0,,,,,,,,True,1.0,,,,,,,,,,,
10407345,away,KV Kortrijk,Amine Benchaib,amine-benchaib,A. Benchaib,M,7,181,134,M,888993,EUR,898128000,M,11,11,False,5.0,4.0,,,1.0,1.0,3.0,6.0,,,,,,26.0,9.0,4.4,4.0,1,2.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10407345,away,KV Kortrijk,Habib Keita,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,12,12,False,47.0,34.0,13.0,7.0,23.0,29.0,11.0,19.0,2.0,7.0,,,,90.0,65.0,6.9,16.0,3,1.0,,4.0,,2.0,Habib Keita,,4.0,1.0,,1.0,2.0,,,,1.0,3.0,2.0,1.0,,,2.0,,1.0,,,,,,,,,,,,,
