match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_totalCross,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed,player_sofascoreId
11523763,home,Bolton Wanderers,Joel Coleman,joel-coleman,J. Coleman,G,43,198,27,M,344873,EUR,812073600,G,13,13,False,27.0,17.0,13.0,3.0,16.0,20.0,1.0,7.0,7.0,2.0,2.0,45.0,32.0,6.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,William Forrester,william-forrester,W. Forrester,D,6,180,24,M,1007040,EUR,993772800,D,15,15,False,40.0,35.0,4.0,1.0,27.0,28.0,8.0,12.0,5.0,,,62.0,50.0,6.8,6.0,1,,,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Eoin Toal,toal-eoin,E. Toal,D,18,191,69,M,889487,EUR,919036800,D,18,18,False,48.0,39.0,10.0,4.0,28.0,30.0,11.0,18.0,5.0,,,90.0,63.0,6.7,9.0,0,,,1.0,1.0,4.0,,7.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Jack Iredale,jack-iredale,J. Iredale,D,15,184,73,M,892093,EUR,830995200,D,3,3,False,50.0,40.0,7.0,2.0,31.0,34.0,9.0,16.0,7.0,,,90.0,66.0,6.9,12.0,0,,,1.0,2.0,5.0,,3.0,3.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Gethin Jones,gethin-jones,G. Jones,D,2,178,53,M,188093,EUR,813542400,M,2,2,False,42.0,27.0,6.0,2.0,11.0,16.0,16.0,29.0,4.0,,,90.0,72.0,7.0,21.0,1,,,3.0,2.0,5.0,1.0,3.0,1.0,,3.0,1.0,,2.0,3.0,,,,True,3.0,1.0,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Aaron Morley,aaron-morley,A. Morley,M,5,183,54,M,846071,EUR,951609600,M,16,16,False,32.0,22.0,3.0,2.0,14.0,16.0,9.0,20.0,5.0,,,80.0,44.0,6.6,13.0,2,,,,1.0,,1.0,1.0,,,,,,,2.0,,,,,4.0,,1.0,1.0,1.0,,,,,,,,,,
11523763,home,Bolton Wanderers,George Thomason,george-thomason,G. Thomason,M,14,177,81,M,1014623,EUR,1010793600,M,4,4,False,29.0,25.0,2.0,1.0,16.0,17.0,9.0,12.0,4.0,,,70.0,43.0,6.8,6.0,1,,,,6.0,6.0,1.0,1.0,3.0,3.0,,3.0,1.0,1.0,1.0,,,1.0,,,,,3.0,,1.0,,,,,,,,,
11523763,home,Bolton Wanderers,Josh Sheehan,josh-sheehan,J. Sheehan,M,8,184,136,M,790525,EUR,796521600,M,8,8,False,37.0,34.0,1.0,1.0,18.0,18.0,16.0,19.0,4.0,,,90.0,46.0,6.9,4.0,1,,,,1.0,3.0,,,,,1.0,3.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,
11523763,home,Bolton Wanderers,Zachary Ashworth,zachary-ashworth,Z. Ashworth,D,26,176,28,M,1083027,EUR,1031270400,M,26,26,False,31.0,24.0,5.0,2.0,14.0,17.0,10.0,15.0,6.0,,,90.0,53.0,6.5,12.0,0,Zachary Ashworth,,,6.0,6.0,,3.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,,,,1.0,,,2.0,,1.0,,,,,,,,,
11523763,home,Bolton Wanderers,Dion Charles,dion-charles,D. Charles,F,15,178,252,M,343027,EUR,813024000,F,10,10,False,13.0,10.0,,,2.0,3.0,8.0,11.0,5.0,,,90.0,26.0,7.0,12.0,1,,,,11.0,3.0,,,,,3.0,1.0,3.0,2.0,,3.0,2.0,,,1.0,1.0,,2.0,,4.0,1.0,1.0,3.0,,,,,,
11523763,home,Bolton Wanderers,Carlos Mendes Gomes,carlos-mendes-gomes,C. M. Gomes,F,7,178,124,M,940526,EUR,911001600,F,7,7,False,21.0,16.0,4.0,2.0,10.0,11.0,6.0,10.0,2.0,,,70.0,36.0,6.9,9.0,0,,,,3.0,6.0,,,3.0,,4.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Nathan Baxter,baxter-nathan,N. Baxter,G,12,193,137,M,838612,EUR,910483200,G,1,1,True,19.0,12.0,8.0,1.0,12.0,13.0,,6.0,7.0,2.0,3.0,45.0,30.0,6.9,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
11523763,home,Bolton Wanderers,Josh Dacres-Cogley,josh-dacres-cogley,J. Dacres-Cogley,M,2,174,26,M,845903,EUR,826588800,D,12,12,True,9.0,7.0,1.0,,3.0,5.0,4.0,4.0,5.0,,,28.0,12.0,5.9,2.0,0,,,,5.0,1.0,,2.0,,,,1.0,1.0,3.0,,,,,,,,,1.0,,,,,1.0,,,,,,
11523763,home,Bolton Wanderers,Edmond-Paris Maghoma,maghoma-edmond-paris,E. Maghoma,M,25,178,297,M,907500,EUR,989280000,M,19,19,True,9.0,8.0,,,8.0,9.0,,,2.0,,,20.0,12.0,6.6,2.0,0,,,,,2.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Jón Daði Böðvarsson,jon-dadi-bodvarsson,J. D. Böðvarsson,F,22,190,137,M,66721,EUR,706752000,F,9,9,True,6.0,3.0,,,1.0,3.0,2.0,3.0,1.0,,,20.0,11.0,6.5,6.0,0,,,,2.0,2.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,
11523763,home,Bolton Wanderers,Kyle Dempsey,kyle-dempsey,K. Dempsey,M,22,178,30,M,377170,EUR,811296000,M,22,22,True,4.0,3.0,,,3.0,3.0,,1.0,1.0,,,10.0,5.0,6.1,1.0,0,,,,3.0,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,
11523763,home,Bolton Wanderers,Randell Williams,randell-williams,R. Williams,M,21,173,34,M,922892,EUR,851904000,M,27,27,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Cameron Jerome,cameron-jerome,C. Jerome,F,,185,35,M,16303,EUR,524361600,F,35,35,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Dan N'Lundulu,dan-nlundulu,D. N'Lundulu,F,14,185,92,M,920374,EUR,918172800,F,11,11,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,home,Bolton Wanderers,Victor Adeboyejo,victor-adeboyejo,V. Adeboyejo,F,19,178,123,M,758446,EUR,884563200,F,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,away,Middlesbrough,Tom Glover,tom-glover,T. Glover,G,23,196,123,M,801462,EUR,882921600,G,23,23,False,39.0,34.0,11.0,6.0,30.0,31.0,4.0,8.0,13.0,1.0,1.0,90.0,43.0,6.7,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11523763,away,Middlesbrough,Paddy McNair,paddy-mcnair,P. McNair,D,37,187,231,M,592876,EUR,798940800,D,17,17,False,58.0,43.0,10.0,5.0,16.0,20.0,29.0,45.0,7.0,,,90.0,83.0,7.9,22.0,2,,,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,,7.0,4.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,
11523763,away,Middlesbrough,Dael Fry,dael-fry,D. Fry,D,6,185,117,M,548194,EUR,872899200,D,6,6,False,51.0,42.0,4.0,2.0,27.0,29.0,15.0,22.0,5.0,,,90.0,64.0,6.7,10.0,0,,,1.0,3.0,1.0,,3.0,,,,,1.0,,3.0,,,,,,,,1.0,,1.0,,,,,,,,,
11523763,away,Middlesbrough,Darragh Lenihan,darragh-lenihan,D. Lenihan,D,26,178,113,M,136375,EUR,763776000,D,26,26,False,62.0,51.0,8.0,5.0,34.0,39.0,17.0,23.0,9.0,,,90.0,71.0,7.0,11.0,1,,,3.0,4.0,7.0,,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,,True,,,,1.0,1.0,,,,,,,,,,
11523763,away,Middlesbrough,Lukas Engel,engel-lukas,L. Engel,D,4,178,137,M,945477,EUR,913593600,D,27,27,False,62.0,41.0,12.0,5.0,23.0,34.0,18.0,29.0,7.0,,,90.0,91.0,7.4,27.0,0,,,5.0,2.0,9.0,,3.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
11523763,away,Middlesbrough,Matt Crooks,matt-crooks,M. Crooks,M,25,193,129,M,140479,EUR,759024000,M,25,25,False,29.0,24.0,,,14.0,15.0,10.0,14.0,2.0,,,78.0,41.0,7.3,9.0,1,,,,7.0,1.0,,,1.0,,1.0,,3.0,1.0,,1.0,,1.0,,,1.0,,,,2.0,1.0,1.0,,,,1.0,,,
11523763,away,Middlesbrough,Daniel Barlaser,daniel-barlaser,D. Barlaser,M,22,184,128,M,817564,EUR,853545600,M,4,4,False,66.0,58.0,2.0,,17.0,18.0,42.0,53.0,5.0,,,90.0,86.0,7.3,17.0,0,,,1.0,3.0,4.0,,,2.0,,2.0,,,,3.0,1.0,1.0,,,5.0,2.0,1.0,,,3.0,,,,,,,,,
