match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_fouls,captain,stat_outfielderBlock,stat_wonTackle,player_sofascoreId,player_firstName,stat_dispossessed,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_lastName
14025159,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193.0,4212,M,994363,EUR,1029628800,G,1,1,False,32.0,31.0,5.0,4.0,0.0,31.0,31.0,1.0,2.0,8.0,3.0,4.0,1.0,1.0,90.0,41.0,7.9,1.0,0.00012882,32.984240232415,6.0,18.9,6.09,0.804,0,0.5892,0.01,0.03,-0.01,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188.0,2191,M,959628,EUR,942710400,D,27,27,False,45.0,37.0,5.0,3.0,0.0,11.0,12.0,33.0,,2.0,,,,,90.0,62.0,6.0,11.0,0.0251338,190.73485411528,18.0,152.88,30.135,,2,,-0.09,0.18,-0.21,,26.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5587,1.0,-0.65,,,,,,,,,,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189.0,3186,M,962012,EUR,960422400,D,6,6,False,97.0,88.0,6.0,5.0,1.0,35.0,38.0,59.0,4.0,2.0,,,,,90.0,113.0,8.1,11.0,0.174199,661.11745089089,50.0,521.955,33.18,,2,,0.63,0.47,-0.26,,53.0,3.0,1.0,4.0,3.0,7.0,,,2.0,,1.0,1.0,,2.0,0.0728,2.0,-0.06,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190.0,1911,M,115365,EUR,690681600,D,5,5,False,99.0,91.0,4.0,2.0,0.0,55.0,59.0,40.0,2.0,6.0,,,,,90.0,111.0,7.3,9.0,0.0240197,332.93103210269,33.0,201.285,26.46,,1,,0.03,0.3,0.41,,36.0,1.0,1.0,3.0,4.0,5.0,,,1.0,,2.0,2.0,,,0.0146,1.0,-0.04,,2.0,,,1.0,True,3.0,2.0,,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183.0,4482,M,997152,EUR,977443200,D,29,29,False,51.0,47.0,,,0.0,14.0,15.0,36.0,2.0,3.0,,,,,72.0,68.0,7.4,11.0,0.441624,211.37101633162,25.0,131.25,35.595,,0,,0.5,0.28,-0.03,,33.0,11.0,1.0,,3.0,1.0,,,,,,1.0,1.0,,,3.0,,5.0,2.0,1.0,,,,,,,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179.0,25912,M,1199043,EUR,1073088000,M,17,17,False,26.0,23.0,1.0,,0.0,8.0,8.0,18.0,,3.0,,,,,60.0,29.0,6.5,4.0,0.0103827,68.826228995146,9.0,48.825,11.655,,0,,0.11,0.12,-0.1,,15.0,,1.0,,5.0,2.0,,,,,,1.0,1.0,1.0,,,,,2.0,,,2.0,,,,carlos_baleba,,,,,,,,,,
14025159,home,Brighton & Hove Albion,Diego Gómez,diego-gomez,D. Gómez,M,25,185.0,11180,M,1065588,EUR,1048723200,M,25,25,False,55.0,46.0,,,0.0,15.0,17.0,38.0,1.0,8.0,,,,,90.0,67.0,6.6,13.0,0.0904724,225.07439238123,23.0,108.36,39.06,,3,,-0.07,0.3,-0.06,,31.0,1.0,1.0,2.0,7.0,5.0,,1.0,2.0,,,2.0,,,0.3776,2.0,0.02,,1.0,,,2.0,,,2.0,,Diego Gomez,2.0,2.0,1.0,,,,,,
14025159,home,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180.0,7051,M,1400106,EUR,1090454400,M,11,11,False,16.0,12.0,,,0.0,2.0,2.0,14.0,,1.0,,,,,72.0,36.0,6.5,15.0,0.0360537,120.62111381035,11.0,59.22,21.42,,1,,0.1,0.28,-0.17,,10.0,6.0,,1.0,3.0,2.0,,1.0,,,1.0,,5.0,1.0,0.0278,,-0.24,2.0,1.0,,,,,,,minteh01,,,2.0,,1.0,1.0,,,,
14025159,home,Brighton & Hove Albion,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182.0,3505,M,946695,EUR,1019260800,M,10,10,False,24.0,16.0,1.0,1.0,0.0,3.0,6.0,18.0,2.0,1.0,,,,,90.0,64.0,7.9,25.0,0.177762,146.3275560804,15.0,106.365,26.25,,6,,0.14,0.45,-0.05,,13.0,4.0,,,11.0,7.0,,1.0,3.0,,2.0,2.0,4.0,2.0,0.4781,1.0,0.59,1.0,1.0,1.0,,3.0,,,2.0,,,5.0,5.0,3.0,,,2.0,1.0,0.8756,
14025159,home,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,21035,M,825844,EUR,939254400,M,24,24,False,60.0,55.0,2.0,2.0,0.0,16.0,16.0,44.0,,2.0,,,,,83.0,72.0,6.7,10.0,0.132609,328.8274204201,22.0,185.64,39.795,,0,,0.16,0.29,-0.12,,39.0,4.0,1.0,1.0,4.0,2.0,,,,,1.0,1.0,2.0,,,,,1.0,2.0,,,1.0,,,1.0,ferdikadioglu,,,,,,,,,,
