match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,player_firstName,stat_interceptionWon,stat_challengeLost,stat_shotOffTarget,player_lastName,captain,stat_dispossessed,stat_errorLeadToAShot,stat_totalContest,stat_wonContest,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
14109703,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,34.0,15.0,24.0,5.0,0.0,11.0,15.0,4.0,19.0,4.0,1.0,1.0,90.0,38.0,6.3,19.0,0.00076415,0.3998,0,-0.1403,0.01,0.01,-0.2,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109703,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,184,M,155998,EUR,766368000,D,2,2,False,44.0,32.0,2.0,,0.0,9.0,13.0,23.0,31.0,5.0,,,90.0,70.0,6.4,17.0,0.0644811,,1,,0.01,0.29,-0.24,,4.0,1.0,5.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0265,0.0101,1.0,-0.08,,,,,,,,,,,,,,,,,,
14109703,home,Kasımpaşa,Adem Arous,adem-arous,A. Arous,D,4,188.0,619,M,2018238,EUR,1090022400,D,4,4,False,47.0,34.0,11.0,5.0,0.0,22.0,25.0,12.0,22.0,2.0,,,90.0,74.0,7.1,17.0,0.0124015,,0,,0.12,0.09,-0.18,,2.0,,3.0,1.0,3.0,8.0,,7.0,,5.0,5.0,,2.0,,,,,,Adem Arous,1.0,,,,,,,,,,,,,,,,
14109703,home,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,65.0,53.0,7.0,4.0,0.0,33.0,37.0,20.0,28.0,12.0,,,90.0,84.0,7.1,13.0,0.0164107,,1,,0.13,0.27,-0.23,,1.0,,,5.0,2.0,8.0,,13.0,,1.0,,,2.0,,0.0154,,1.0,-0.07,,,2.0,1.0,,,,,,,,,,,,,,
14109703,home,Kasımpaşa,Attila Szalai,attila-szalai,A. Szalai,D,41,192.0,2464,M,823092,EUR,885254400,D,41,41,False,46.0,40.0,7.0,4.0,0.0,26.0,26.0,14.0,20.0,2.0,,,78.0,58.0,6.5,7.0,0.0298229,,1,,0.16,0.08,-0.17,,1.0,1.0,1.0,3.0,3.0,5.0,,5.0,1.0,1.0,1.0,,1.0,1.0,0.0148,,,0.0,,,,1.0,,True,1.0,1.0,,,,,,,,,,
14109703,home,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,False,19.0,19.0,,,0.0,10.0,10.0,9.0,9.0,,,,64.0,34.0,6.2,5.0,0.134922,,0,,0.33,0.05,-0.38,,4.0,1.0,1.0,,4.0,,,3.0,,,,1.0,,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,
14109703,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,48.0,43.0,2.0,2.0,0.0,12.0,13.0,31.0,35.0,6.0,,,90.0,71.0,7.4,12.0,0.105139,,0,,0.17,0.16,-0.05,,4.0,1.0,,2.0,1.0,10.0,,1.0,,1.0,,2.0,6.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,
14109703,home,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,234,M,932856,EUR,1010620800,M,16,16,False,39.0,35.0,5.0,3.0,0.0,14.0,14.0,21.0,25.0,2.0,,,90.0,59.0,6.7,10.0,0.016677,,3,,0.08,0.02,-0.08,,,,3.0,2.0,10.0,8.0,,4.0,,3.0,3.0,,2.0,1.0,0.1009,,1.0,-0.35,,,1.0,2.0,,,3.0,,3.0,1.0,,1.0,,,,,,
14109703,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,46.0,42.0,3.0,2.0,0.0,17.0,17.0,25.0,29.0,2.0,,,85.0,58.0,6.9,7.0,0.0390372,,2,,0.22,0.14,-0.09,,5.0,2.0,1.0,,2.0,4.0,1.0,1.0,,1.0,,,3.0,,0.0672,0.1033,,0.01,,,1.0,1.0,,,,,,,,,,,,,,
14109703,home,Kasımpaşa,Kubilay Kanatsızkuş,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,17,17,False,11.0,7.0,,,0.0,3.0,3.0,4.0,8.0,2.0,,,90.0,28.0,6.8,10.0,0.00351421,,1,,-0.27,0.05,0.22,,1.0,,2.0,4.0,5.0,10.0,,3.0,,1.0,,2.0,4.0,,0.0118,,,0.0,,,,,,,2.0,,2.0,1.0,1.0,1.0,,,,,,
