match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_shotOffTarget,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_challengeLost,stat_dispossessed,stat_goals,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_ownGoals
11067313,home,Grêmio,Brenno,brenno,Brenno,G,12,188.0,501,M,914481,EUR,922924800,G,1,1,False,13.0,11.0,4.0,2.0,11.0,11.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,90.0,21.0,6.6,2.0,0.0,0.0,5.547e-05,0,-0.1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067313,home,Grêmio,João Pedro,joao-pedro,J. Pedro,D,18,179.0,1116,M,605528,EUR,848016000,D,18,18,False,62.0,51.0,4.0,1.0,14.0,19.0,46.0,1.0,7.0,2.0,7.0,,,,83.0,90.0,6.7,19.0,0.0,0.0,0.144601,0,,38.0,3.0,1.0,2.0,7.0,9.0,5.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11067313,home,Grêmio,Gustavo Martins,gustavo-martins,G. Martins,D,53,191.0,1207,M,1105796,EUR,1029024000,D,53,53,False,92.0,81.0,10.0,4.0,34.0,37.0,55.0,2.0,7.0,5.0,7.0,,,,90.0,110.0,7.1,14.0,0.0,0.0,0.0501046,0,,47.0,,,2.0,3.0,3.0,3.0,3.0,,3.0,,Gustavo Martins,,1.0,2.0,1.0,,,,,,,,,,,,,,,
11067313,home,Grêmio,Bruno Alves,bruno-alves,B. Alves,D,3,184.0,261,M,551810,EUR,671760000,D,34,34,False,52.0,50.0,1.0,1.0,26.0,27.0,25.0,3.0,4.0,3.0,8.0,,,,90.0,63.0,7.0,2.0,0.1534,0.0,0.0121123,2,,24.0,,,,,,,,1.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,
11067313,home,Grêmio,Reinaldo,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,D,22,22,False,70.0,65.0,1.0,,12.0,13.0,64.0,,2.0,1.0,1.0,,,,90.0,96.0,8.6,11.0,0.2929,0.2126,0.868328,3,,55.0,7.0,2.0,1.0,2.0,2.0,2.0,,,1.0,6.0,,,,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,
11067313,home,Grêmio,Mathias Villasanti,mathias-villasanti,M. Villasanti,M,20,178.0,2843,M,1139775,EUR,854064000,M,20,20,False,91.0,87.0,5.0,5.0,34.0,34.0,57.0,1.0,7.0,2.0,11.0,,,,90.0,110.0,8.0,8.0,0.1022,0.3535,0.11885,1,,53.0,,,1.0,5.0,3.0,2.0,2.0,,,1.0,,,,4.0,3.0,,2.0,,,1.0,,2.0,1.0,1.0,,,,,,
11067313,home,Grêmio,Lucas Milla,lucas-milla,Lucas Milla,M,2,176.0,304,M,1176212,EUR,1043712000,M,45,45,False,21.0,18.0,1.0,1.0,4.0,6.0,16.0,1.0,4.0,,2.0,,,,45.0,31.0,6.6,7.0,0.079,0.0,0.0142092,1,,14.0,1.0,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,
11067313,home,Grêmio,Bitello,bitello,Bitello,M,10,179.0,1768,M,1106839,EUR,947203200,M,39,39,False,85.0,73.0,3.0,2.0,18.0,19.0,68.0,,11.0,,7.0,,,,90.0,112.0,7.8,19.0,0.2558,0.0,0.0907804,3,,55.0,2.0,,1.0,4.0,5.0,4.0,2.0,5.0,,2.0,Bitello,,1.0,2.0,1.0,1.0,,,,,,,2.0,,2.0,,,,,
11067313,home,Grêmio,Franco Cristaldo,franco-cristaldo,F. Cristaldo,M,10,175.0,2295,M,558820,EUR,840067200,M,19,19,False,83.0,65.0,12.0,8.0,11.0,12.0,78.0,2.0,6.0,,1.0,,,,83.0,105.0,7.7,27.0,0.0435,0.2515,0.586637,1,,58.0,7.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,,2.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,
11067313,home,Grêmio,Cuiabano,cuiabano,Cuiabano,D,6,179.0,2699,M,1160554,EUR,1045353600,M,54,54,False,14.0,10.0,2.0,2.0,2.0,2.0,13.0,,3.0,,3.0,,,,45.0,23.0,6.8,7.0,0.0391,0.2622,0.0277411,1,,8.0,1.0,,1.0,4.0,3.0,1.0,,,1.0,,Cuiabano,,,2.0,,,,,,1.0,,,,,,,,,,
