match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_expectedGoals,player_firstName,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAGoal,player_lastName,stat_ownGoals,stat_totalOffside
12437633,home,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,35.0,32.0,3.0,1.0,0.0,31.0,33.0,1.0,2.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,44.0,6.8,3.0,0.00016952,0,-0.0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437633,home,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,62.0,54.0,3.0,2.0,0.0,35.0,40.0,20.0,23.0,,3.0,,,,,,,71.0,79.0,7.4,12.0,0.258498,0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12437633,home,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,99.0,92.0,5.0,1.0,0.0,69.0,74.0,23.0,25.0,2.0,3.0,,,,,,,90.0,109.0,7.1,7.0,0.0106805,1,,,,2.0,2.0,4.0,,,1.0,2.0,2.0,,,,1.0,1.0,1.0,1.0,0.1782,,,,,,,,,,,,,,,
12437633,home,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,2,2,False,93.0,89.0,6.0,4.0,1.0,68.0,71.0,21.0,22.0,4.0,6.0,,,,,,,90.0,98.0,7.4,4.0,0.146452,0,,,,2.0,3.0,2.0,,1.0,,,,,,1.0,3.0,,,,,Pau Cubarsí,,,,,,,,,,,,,,
12437633,home,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,39.0,37.0,2.0,2.0,1.0,20.0,22.0,18.0,19.0,,4.0,,,,,,,60.0,50.0,7.6,5.0,0.206443,1,,2.0,1.0,,1.0,3.0,2.0,1.0,,,,2.0,1.0,3.0,,,,1.0,0.082,,2.0,1.0,0.0337,,,,,,,,,,,
12437633,home,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,False,82.0,74.0,2.0,,0.0,44.0,47.0,30.0,35.0,2.0,1.0,,,,,,,90.0,95.0,6.9,10.0,0.0743157,2,,,,1.0,5.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.0467,,,,,2.0,1.0,1.0,,,,,,,,
12437633,home,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,65.0,62.0,1.0,,0.0,30.0,32.0,32.0,33.0,1.0,2.0,,,,,,,78.0,70.0,7.6,3.0,0.0438149,1,,,,1.0,,4.0,,,,1.0,,,2.0,1.0,,,,,0.3479,,,1.0,0.9195,,,,True,1.0,,,,,,
12437633,home,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,19,19,False,34.0,28.0,1.0,,1.0,3.0,4.0,26.0,33.0,,2.0,,,,,,,71.0,54.0,7.8,14.0,0.351051,3,,3.0,1.0,,5.0,8.0,7.0,2.0,,1.0,,2.0,2.0,2.0,,,,,0.0992,,5.0,1.0,0.0124,1.0,2.0,2.0,,,,,,,,
12437633,home,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,65.0,57.0,6.0,5.0,2.0,15.0,20.0,42.0,49.0,,10.0,,,,,,,90.0,87.0,9.9,19.0,0.212504,2,,4.0,,2.0,9.0,8.0,6.0,1.0,,1.0,1.0,4.0,1.0,3.0,,,,5.0,1.426,Fermín López,4.0,2.0,1.7819,3.0,,,,2.0,,,,,,
12437633,home,Barcelona,Raphinha,raphinha,Raphinha,M,11,176,878494,M,Raphinha,831005,EUR,850521600,M,11,11,False,39.0,32.0,3.0,2.0,0.0,12.0,13.0,21.0,32.0,,4.0,,,,,,,60.0,55.0,8.2,14.0,0.335562,3,,6.0,1.0,,2.0,5.0,3.0,1.0,,3.0,2.0,1.0,,3.0,,1.0,,1.0,0.9847,,2.0,1.0,0.9894,,,1.0,,1.0,1.0,1.0,,,,
