match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_keyPass,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyWon,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_errorLeadToAShot
12513642,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,28.0,10.0,21.0,3.0,0.0,7.0,10.0,3.0,18.0,9.0,1.0,1.0,90.0,32.0,5.8,19.0,0.00071169,0,-0.5906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513642,home,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,1151667,EUR,948931200,D,4,4,False,20.0,16.0,2.0,1.0,0.0,12.0,14.0,4.0,6.0,4.0,,,90.0,38.0,6.4,5.0,0.00088378,0,,,,2.0,1.0,4.0,5.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513642,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,34.0,27.0,9.0,6.0,0.0,15.0,16.0,12.0,18.0,2.0,,,90.0,53.0,7.0,8.0,0.00856415,0,,,,1.0,6.0,1.0,8.0,,,,11.0,2.0,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12513642,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,51.0,39.0,15.0,7.0,0.0,23.0,24.0,17.0,31.0,4.0,,,90.0,69.0,6.6,18.0,0.0126008,0,,,,,,,3.0,,,,3.0,1.0,2.0,1.0,,,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12513642,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,20.0,12.0,5.0,1.0,0.0,5.0,7.0,7.0,15.0,4.0,,,90.0,46.0,6.8,17.0,0.0186364,1,,,,1.0,,3.0,3.0,,1.0,,2.0,3.0,2.0,1.0,,,,2.0,,1.0,,1.0,1.0,0.01,0.0497,,,,,,,,,,,,,,,
12513642,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,29.0,25.0,9.0,6.0,0.0,12.0,12.0,13.0,18.0,2.0,,,70.0,36.0,6.7,7.0,0.052521,2,,,,,,3.0,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,0.0446,,2.0,1.0,1.0,,,,,,,,,,,,
12513642,home,Casa Pia,Iyad Mohamed,mohamed-iyad,I. Mohamed,M,24,191,113,M,1131015,EUR,983750400,M,24,24,False,28.0,23.0,4.0,3.0,0.0,14.0,15.0,9.0,13.0,4.0,,,89.0,41.0,6.5,9.0,0.0154063,0,,,,,1.0,4.0,4.0,1.0,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,,,,,2.0,,,,,,,,,,,,,,
12513642,home,Casa Pia,Fahem Benaissa-Yahia,fahem-benaissa-yahia,F. Benaissa-Yahia,M,50,188,115,M,1529932,EUR,1020038400,M,12,12,False,27.0,19.0,3.0,1.0,0.0,12.0,16.0,7.0,13.0,2.0,,,81.0,57.0,6.9,14.0,0.0293078,0,,,,,1.0,4.0,5.0,,3.0,2.0,5.0,3.0,2.0,,,,2.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,
12513642,home,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,282,M,826054,EUR,884304000,F,29,29,False,14.0,10.0,,,0.0,7.0,7.0,3.0,10.0,4.0,,,48.0,27.0,6.1,9.0,0.0185423,1,,,,2.0,2.0,3.0,4.0,,,,,,,3.0,,,2.0,3.0,,,1.0,1.0,1.0,0.6617,0.4673,,,,1.0,1.0,1.0,,,,,,,,,
12513642,home,Casa Pia,Henrique Pereira,henrique-pereira,H. Pereira,F,18,181,177,M,1100647,EUR,1013731200,F,52,52,False,13.0,9.0,,,0.0,2.0,2.0,8.0,14.0,3.0,,,81.0,25.0,6.7,10.0,0.16252,2,,,,,,5.0,3.0,1.0,6.0,3.0,,,,,,,1.0,3.0,1.0,,1.0,1.0,2.0,0.3717,0.4953,,,1.0,1.0,,,1.0,,,,,,,,
