match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_dispossessed,stat_errorLeadToAShot,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_penaltyFaced,stat_bigChanceMissed,stat_penaltyConceded,stat_bigChanceCreated
14131905,home,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,821628,EUR,920246400,G,1,1,False,41.0,34.0,15.0,8.0,0.0,27.0,29.0,7.0,12.0,3.0,10.0,1.0,1.0,3.0,3.0,90.0,50.0,7.5,8.0,0.00180283,0.4,0,0.6427,0.05,-0.01,-0.05,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131905,home,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,125039,EUR,673142400,D,18,18,False,43.0,40.0,6.0,4.0,0.0,27.0,27.0,13.0,16.0,4.0,3.0,,,,,90.0,58.0,6.6,5.0,0.00351163,,0,,0.08,0.02,-0.15,,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131905,home,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,33.0,30.0,4.0,2.0,0.0,23.0,23.0,7.0,10.0,6.0,4.0,,,,,90.0,46.0,7.3,3.0,0.0143479,,0,,0.15,0.09,0.75,,4.0,2.0,1.0,1.0,,,,,3.0,True,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
14131905,home,Casa Pia,David Sousa,david-sousa,David Sousa,D,43,190,146,M,1015932,EUR,994204800,D,43,43,False,52.0,42.0,9.0,4.0,0.0,33.0,35.0,9.0,17.0,2.0,6.0,,,,,90.0,66.0,6.4,12.0,0.0882828,,1,,-0.7,0.21,-0.09,,5.0,9.0,,1.0,1.0,1.0,2.0,3.0,1.0,,3.0,5.0,,1.0,1.0,1.0,0.0094,1.0,-0.13,,,,,,,,,,,,,,,,,
14131905,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,28.0,20.0,2.0,1.0,0.0,15.0,16.0,5.0,12.0,2.0,3.0,,,,,77.0,51.0,6.4,14.0,0.014546,,3,,0.08,-0.26,-0.06,,4.0,2.0,2.0,,1.0,1.0,2.0,,2.0,,,,1.0,,1.0,1.0,0.0473,,-0.15,1.0,2.0,,,,,,,,,,,,,,,
14131905,home,Casa Pia,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,42,42,False,39.0,31.0,4.0,2.0,0.0,20.0,21.0,11.0,18.0,1.0,,,,,,90.0,51.0,6.8,12.0,0.00929734,,1,,0.07,0.05,0.16,,3.0,4.0,,,4.0,3.0,3.0,,,,1.0,,,,1.0,1.0,0.076,,-0.18,,,,,1.0,,,,,,,,,,,,
14131905,home,Casa Pia,Renato Nhaga,renato-nhaga,R. Nhaga,M,74,172,1735,M,2119726,EUR,1174953600,M,74,74,False,27.0,24.0,2.0,2.0,0.0,13.0,14.0,11.0,13.0,,5.0,,,,,89.0,46.0,6.6,9.0,0.0314553,,0,,0.05,0.13,-0.23,,10.0,10.0,2.0,,1.0,1.0,2.0,8.0,2.0,,3.0,,1.0,,2.0,,,2.0,,1.0,,Renato Nhaga,,2.0,1.0,,,,,,,,,,,
14131905,home,Casa Pia,Fahem Benaissa-Yahia,fahem-benaissa-yahia,F. Benaissa-Yahia,M,50,188,115,M,1529932,EUR,1020038400,M,12,12,False,21.0,14.0,,,0.0,11.0,13.0,3.0,8.0,3.0,5.0,,,,,59.0,40.0,6.7,13.0,0.00322986,,0,,0.0,0.1,0.17,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
14131905,home,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,282,M,826054,EUR,884304000,F,29,29,False,23.0,14.0,2.0,,0.0,8.0,11.0,6.0,12.0,4.0,5.0,,,,,90.0,47.0,8.2,18.0,0.0617861,,2,,0.14,0.21,0.19,,1.0,7.0,,,1.0,1.0,4.0,2.0,,,,4.0,,,,,0.8569,3.0,0.33,5.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,0.5869,,,,,,
14131905,home,Casa Pia,Cassiano,cassiano,Cassiano,F,90,184,251,M,157023,EUR,613958400,F,90,90,False,10.0,3.0,,,0.0,1.0,4.0,2.0,6.0,,2.0,,,,,77.0,21.0,6.5,10.0,0.00699196,,1,,-0.14,-0.08,-0.02,,5.0,6.0,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,4.0,,,,,0.0254,1.0,-0.15,,,,,,,,1.0,,,0.0133,,,,,,
