match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialWon,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,captain,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_shotOffTarget,stat_goodHighClaim,stat_punches,player_sofascoreId,stat_bigChanceMissed,stat_penaltyWon
10407422,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190.0,336,M,843151,EUR,886464000,G,31,31,False,24.0,21.0,5.0,2.0,19.0,20.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,90.0,32.0,6.8,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407422,home,KV Kortrijk,Oleksii Sych,,,oleksii-sych,O. Sych,D,77,185.0,128,M,1022525,EUR,986083200,D,6,6,False,49.0,35.0,6.0,4.0,18.0,24.0,18.0,29.0,1.0,4.0,,,,,,90.0,73.0,5.7,22.0,0,4.0,1.0,3.0,9.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10407422,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187.0,1359,M,942213,EUR,855100800,D,4,4,False,69.0,57.0,13.0,10.0,35.0,42.0,22.0,27.0,8.0,6.0,,,,,,90.0,88.0,7.6,13.0,0,,,3.0,4.0,9.0,,,,4.0,3.0,1.0,,2.0,,4.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10407422,home,KV Kortrijk,Dorian Dessoleil,,,dorian-dessoleil,D. Dessoleil,D,24,188.0,42,M,149584,EUR,713145600,D,24,24,False,82.0,72.0,12.0,9.0,54.0,59.0,18.0,23.0,,8.0,,,,,,90.0,90.0,6.5,10.0,0,,,3.0,5.0,6.0,,,,2.0,1.0,,,2.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,
10407422,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171.0,15,,121602,EUR,644630400,D,30,30,False,65.0,52.0,13.0,5.0,26.0,29.0,27.0,39.0,2.0,5.0,,,,,,90.0,87.0,7.0,18.0,0,3.0,1.0,2.0,3.0,5.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,2.0,True,1.0,1.0,1.0,,,,,,,,,,,
10407422,home,KV Kortrijk,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182.0,539,M,1082953,EUR,1012867200,M,12,12,False,50.0,38.0,10.0,6.0,24.0,27.0,15.0,24.0,1.0,7.0,,,,,,90.0,63.0,7.1,16.0,2,1.0,1.0,1.0,5.0,3.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,1.0,1.0,,,2.0,,2.0,1.0,,,,,,,,,
10407422,home,KV Kortrijk,Satoshi Tanaka,,,tanaka-satoshi,S. Tanaka,M,16,175.0,410,M,981067,EUR,1029196800,M,32,32,False,24.0,17.0,3.0,,8.0,10.0,9.0,14.0,1.0,6.0,,,,,,90.0,34.0,6.6,8.0,1,,,2.0,4.0,6.0,1.0,,,2.0,1.0,,,,,1.0,,,1.0,3.0,,,1.0,,,,1.0,,,,,,,,
10407422,home,KV Kortrijk,David Henen,,,david-henen,D. Henen,F,10,185.0,72,M,790765,EUR,829872000,M,77,77,False,14.0,11.0,,,4.0,4.0,8.0,11.0,2.0,2.0,,,,,,66.0,29.0,6.8,9.0,0,1.0,1.0,3.0,6.0,6.0,,2.0,1.0,2.0,1.0,3.0,,,1.0,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,
10407422,home,KV Kortrijk,Didier Lamkel Zé,,,didier-lamkel-ze,D. L. Zé,F,60,193.0,627,M,845272,EUR,842918400,M,22,22,False,37.0,27.0,3.0,1.0,6.0,6.0,21.0,39.0,,5.0,,,,,,90.0,57.0,6.5,24.0,1,8.0,,3.0,4.0,4.0,,2.0,2.0,1.0,,4.0,,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
10407422,home,KV Kortrijk,Faïz Selemani,,,faiz-selemani,F. Selemani,F,7,178.0,362,M,842745,EUR,754617600,M,10,10,False,23.0,18.0,4.0,3.0,8.0,8.0,12.0,23.0,1.0,1.0,,,,,,50.0,40.0,6.6,15.0,0,8.0,2.0,,6.0,3.0,1.0,4.0,2.0,,,1.0,,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,
