match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,captain,stat_wasFouled,stat_goalAssist,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_shotOffTarget,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed
10434048,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,232,M,825850,EUR,923529600,G,25,25,False,36.0,23.0,18.0,6.0,19.0,22.0,4.0,14.0,8.0,1.0,90.0,43.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Onur Bulut,onur-bulut,O. Bulut,D,6,179,575,M,142494,EUR,766454400,D,38,38,False,32.0,25.0,3.0,3.0,13.0,14.0,12.0,19.0,3.0,,90.0,59.0,6.6,15.0,0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Majid Hosseini,majid-hosseini,M. Hosseini,D,5,187,803,M,359332,EUR,835228800,D,5,5,False,34.0,32.0,4.0,3.0,17.0,18.0,15.0,16.0,4.0,,90.0,46.0,8.1,2.0,1,,1.0,2.0,1.0,5.0,,,1.0,,,1.0,5.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,101,M,68228,EUR,687571200,D,4,4,False,49.0,40.0,13.0,5.0,32.0,38.0,8.0,11.0,3.0,,90.0,54.0,6.8,9.0,0,,1.0,1.0,1.0,2.0,,,1.0,,,,2.0,,,,,True,1.0,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,82,M,122922,EUR,671414400,D,21,21,False,36.0,29.0,3.0,1.0,15.0,17.0,14.0,19.0,7.0,,90.0,58.0,7.7,11.0,2,,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,,1.0,3.0,,,2.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
10434048,home,Kayserispor,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,,179,98,M,47568,EUR,663552000,M,91,91,False,35.0,22.0,3.0,,9.0,12.0,13.0,24.0,5.0,,67.0,48.0,6.6,18.0,0,1.0,,,3.0,4.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,3.0,,1.0,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Campanharo,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,88,88,False,56.0,55.0,3.0,3.0,31.0,32.0,24.0,24.0,3.0,,90.0,65.0,7.0,1.0,0,,,1.0,2.0,4.0,2.0,,1.0,,,,4.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Emrah Başsan,emrah-bassan,E. Başsan,M,14,177,61,M,174141,EUR,703468800,M,17,17,False,40.0,33.0,10.0,6.0,10.0,11.0,23.0,35.0,3.0,,90.0,64.0,6.9,21.0,1,6.0,1.0,1.0,5.0,6.0,,2.0,1.0,1.0,,,,,,1.0,1.0,,4.0,,2.0,,1.0,,,,,,,,,,,,,
10434048,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,327,M,344009,EUR,771984000,M,7,7,False,40.0,29.0,3.0,1.0,19.0,23.0,10.0,18.0,9.0,,84.0,52.0,7.0,17.0,2,1.0,2.0,2.0,6.0,3.0,,,1.0,3.0,2.0,1.0,1.0,,,,,,1.0,,2.0,,1.0,,,,1.0,1.0,,,,,,,,
10434048,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,939,M,595396,EUR,780019200,M,11,11,False,16.0,11.0,2.0,1.0,3.0,4.0,8.0,13.0,1.0,,57.0,26.0,6.6,10.0,0,1.0,1.0,1.0,3.0,3.0,,1.0,,1.0,,,,,,,,,,,3.0,2.0,,2.0,,,,1.0,,,,,,,,
10434048,home,Kayserispor,Mario Gavranović,mario-gavranovic,M. Gavranović,F,,175,339,,49351,EUR,627868800,F,19,19,False,21.0,17.0,1.0,,7.0,7.0,10.0,14.0,5.0,,83.0,28.0,6.4,10.0,1,,,,5.0,,1.0,1.0,,2.0,,,,,,,,,,,3.0,,,1.0,,,,2.0,1.0,1.0,,,,,,
10434048,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,60,M,781408,EUR,822268800,D,28,28,True,18.0,13.0,3.0,2.0,6.0,7.0,7.0,11.0,3.0,,33.0,28.0,6.9,8.0,0,,,,3.0,3.0,,1.0,,1.0,1.0,,2.0,,,2.0,2.0,,,,2.0,1.0,,2.0,,,,,,,,,,,,
10434048,home,Kayserispor,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180,415,M,546220,EUR,782352000,M,43,43,True,10.0,10.0,,,5.0,5.0,5.0,6.0,3.0,,23.0,14.0,6.2,3.0,0,1.0,,1.0,4.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Mustafa Pektemek,mustafa-pektemek,M. Pektemek,F,,182,39,M,43643,EUR,587260800,F,9,9,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,14.0,6.0,6.8,1.0,1,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10434048,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,2.0,1.0,,,,,1.0,2.0,,,13.0,3.0,6.4,1.0,0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Cenk Gönen,cenk-gonen,C. Gönen,G,,190,21,M,43556,EUR,572400000,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,,176,60,M,993108,EUR,924307200,M,80,80,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,383,M,859748,EUR,763344000,M,20,20,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Hayrullah Erkip,erkip-hayrullah,H. Erkip,F,22,175,11,M,1177165,EUR,1056067200,M,22,22,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,Nurettin Korkmaz,korkmaz-nurettin,N. Korkmaz,F,77,172,38,M,976993,EUR,1025136000,M,77,77,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,home,Kayserispor,İlhan Parlak,ilhan-parlak,İ. Parlak,F,38,181,25,,5810,EUR,537926400,F,23,23,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434048,away,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,,195,49,M,47860,EUR,701481600,G,1,1,False,24.0,17.0,12.0,5.0,17.0,19.0,,5.0,4.0,,90.0,32.0,7.3,7.0,0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,4.0,1.0,,,
10434048,away,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,13,176,11,M,148926,EUR,702864000,D,13,13,False,20.0,13.0,2.0,1.0,8.0,12.0,5.0,9.0,4.0,,67.0,40.0,6.5,11.0,0,1.0,,,3.0,1.0,2.0,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
