match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_totalOffside,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_accurateCross,stat_challengeLost,stat_onTargetScoringAttempt,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_goals,stat_hitWoodwork,stat_errorLeadToAShot,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_bigChanceCreated
14054082,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195.0,1054,M,1001997,EUR,1024617600,G,90,90,False,30.0,27.0,6.0,3.0,0.0,24.0,24.0,3.0,6.0,1.0,4.0,1.0,2.0,1.0,1.0,90.0,36.0,7.7,3.0,0.5316,0,0.06,0.02,0.22,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054082,home,Udinese,Matteo Palma,matteo-palma,M. Palma,D,13,194.0,610,M,1495719,EUR,1205366400,D,16,16,False,46.0,38.0,4.0,2.0,0.0,16.0,18.0,22.0,28.0,,2.0,,,,,76.0,54.0,7.4,11.0,,0,0.3,0.1,0.22,,Matteo,Palma,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14054082,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197.0,909,M,1063373,EUR,1011225600,D,31,31,False,61.0,57.0,3.0,3.0,0.0,38.0,41.0,19.0,20.0,6.0,3.0,,,,,90.0,68.0,7.3,4.0,,0,0.12,0.15,0.35,,Thomas Kristensen,,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14054082,home,Udinese,Oumar Solet,oumar-solet,O. Solet,D,28,192.0,2038,M,892979,EUR,949881600,D,28,28,False,83.0,77.0,5.0,4.0,0.0,46.0,46.0,31.0,37.0,3.0,3.0,,,,,90.0,103.0,7.6,11.0,,0,0.28,0.25,0.14,,,,1.0,2.0,6.0,3.0,1.0,1.0,1.0,,1.0,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
14054082,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189.0,687,M,609206,EUR,801360000,M,19,19,False,45.0,42.0,3.0,3.0,0.0,17.0,17.0,25.0,28.0,1.0,4.0,,,,,90.0,68.0,7.9,10.0,,1,0.33,-0.03,0.13,,,,1.0,2.0,7.0,3.0,1.0,1.0,2.0,1.0,,,3.0,,1.0,1.0,,1.0,1.0,1.0,2.0,0.21,,,,,,,,,,,
14054082,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180.0,805,M,575852,EUR,891043200,M,4,4,False,21.0,18.0,2.0,2.0,0.0,7.0,7.0,11.0,14.0,,,,,,,66.0,31.0,6.9,6.0,,4,0.2,0.05,-0.01,,,,1.0,3.0,1.0,,,,,1.0,,,3.0,1.0,,,,2.0,,2.0,2.0,0.11,1.0,1.0,1.0,1.0,,,,,,,
14054082,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179.0,730,M,227894,EUR,803692800,M,8,8,False,68.0,60.0,5.0,2.0,0.0,23.0,24.0,37.0,44.0,2.0,5.0,,,,,90.0,76.0,7.0,10.0,,0,0.25,0.18,0.21,,,,,2.0,2.0,,,,2.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,True,,,,,,
14054082,home,Udinese,Arthur Atta,atta-arthur,A. Atta,M,14,189.0,2539,M,1444690,EUR,1042502400,M,14,14,False,56.0,51.0,3.0,2.0,0.0,12.0,14.0,39.0,42.0,1.0,5.0,,,,,87.0,69.0,8.9,8.0,,3,-0.1,0.89,0.15,,,,1.0,4.0,7.0,2.0,2.0,1.0,,2.0,,,,1.0,5.0,4.0,,,,2.0,2.0,0.57,,,1.0,,,1.0,,,,,
14054082,home,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173.0,788,M,964119,EUR,942537600,M,33,33,False,29.0,26.0,2.0,2.0,0.0,6.0,6.0,20.0,23.0,3.0,1.0,,,,,90.0,58.0,6.5,14.0,,1,0.13,-0.57,-0.06,,,,2.0,10.0,6.0,1.0,,1.0,1.0,4.0,,,4.0,1.0,5.0,2.0,1.0,,2.0,1.0,2.0,0.02,,,,,,,,,,,
14054082,home,Udinese,Keinan Davis,keinan-davis,K. Davis,F,9,189.0,1441,M,830858,EUR,887328000,F,9,9,False,15.0,12.0,1.0,1.0,0.0,3.0,4.0,9.0,11.0,1.0,2.0,,,,,66.0,25.0,6.9,3.0,,4,-0.25,0.1,0.18,,,,2.0,2.0,6.0,1.0,,,1.0,,,,,,2.0,2.0,,,,1.0,1.0,-0.28,2.0,,1.0,2.0,,,1.0,,,,
14054082,home,Udinese,Iker Bravo,iker-bravo,I. Bravo,F,49,184.0,2530,M,1155571,EUR,1105574400,F,17,17,False,17.0,16.0,3.0,3.0,0.0,1.0,1.0,15.0,16.0,,4.0,,,,,76.0,39.0,7.3,9.0,,5,-0.01,0.04,0.13,,,,,3.0,5.0,,,3.0,2.0,,,,2.0,1.0,5.0,3.0,,,,3.0,2.0,0.3,,,1.0,1.0,,1.0,,,,,
14054082,home,Udinese,Jakub Piotrowski,jakub-piotrowski,J. Piotrowski,M,24,188.0,2365,M,825271,EUR,875923200,M,24,24,True,13.0,12.0,,,0.0,7.0,7.0,5.0,6.0,,1.0,,,,,24.0,14.0,6.6,2.0,,0,-0.11,0.14,0.13,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
14054082,home,Udinese,Vakoun Bayo,bayo-vakoun-issouf,V. I. Bayo,F,15,184.0,3413,M,796455,EUR,852854400,F,15,15,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,,,,24.0,7.0,6.6,,,0,0.02,0.06,-0.04,,,,,2.0,2.0,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
14054082,home,Udinese,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192.0,1614,M,1126175,EUR,1088121600,D,2,2,True,19.0,17.0,1.0,,0.0,11.0,12.0,6.0,7.0,,1.0,,,,,14.0,21.0,6.6,3.0,,0,0.07,0.06,-0.12,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
